Chr	Start	End	Gene_Name	Strand
17	1114262	1120262	ABR	-
17	1114292	1120292	ABR	-
17	1114582	1120582	ABR	-
17	1114638	1120638	ABR	-
17	1114667	1120667	ABR	-
17	1114696	1120696	ABR	-
17	1114703	1120703	ABR	-
17	1114732	1120732	ABR	-
17	1114790	1120790	ABR	-
17	1114857	1120857	ABR	-
17	1114987	1120987	ABR	-
17	1115192	1121192	ABR	-
17	1115335	1121335	ABR	-
17	1115427	1121427	ABR	-
17	1115479	1121479	ABR	-
17	1115494	1121494	ABR	-
17	1115740	1121740	ABR	-
17	1115755	1121755	ABR	-
17	1115768	1121768	ABR	-
17	1115827	1121827	ABR	-
17	1115855	1121855	ABR	-
17	1116090	1122090	ABR	-
17	1116143	1122143	ABR	-
17	1116171	1122171	ABR	-
17	1116317	1122317	ABR	-
17	1117266	1123266	ABR	-
17	1118647	1124647	ABR	-
17	1120202	1126202	ABR	-
17	1125932	1131932	ABR	-
17	1128270	1134270	ABR	-
17	1128522	1134522	ABR	-
17	1128531	1134531	ABR	-
17	1128664	1134664	ABR	-
17	1128843	1134843	ABR	-
17	1129380	1135380	ABR	-
17	1132958	1138958	ABR	-
17	1134015	1140015	ABR	-
17	1134444	1140444	ABR	-
17	1136109	1142109	ABR	-
17	1138764	1144764	ABR	-
17	1140164	1146164	ABR	-
17	1140380	1146380	ABR	-
17	1140542	1146542	ABR	-
17	1143260	1149260	ABR	-
17	1143635	1149635	ABR	-
17	1143901	1149901	ABR	-
17	1149285	1155285	ABR	-
17	1150664	1156664	ABR	-
17	1152954	1158954	ABR	-
17	1268460	1274460	BHLHA9	+
17	1297987	1303987	TUSC5	+
17	1341272	1347272	YWHAE	-
17	1417689	1423689	CRK	-
17	1461098	1467098	MYO1C	-
17	1491571	1497571	INPP5K	-
17	1514718	1520718	PITPNA	-
17	1566267	1572267	SLC43A2	-
17	1630858	1636858	SCARF1	-
17	1643145	1649145	RILP	-
17	1647629	1653629	PRPF8	-
17	1699790	1705790	TLCD2	-
17	1735599	1741599	WDR81	+
17	1752268	1758268	SERPINF2	+
17	1774574	1780574	SERPINF1	+
17	1776485	1782485	SMYD4	-
17	1897082	1903082	RPA1	+
17	1931677	1937677	RTN4RL1	-
17	2040430	2046430	DPH1	+
17	2040430	2046430	OVCA2	+
17	2056839	2062839	SMG6	-
17	2060241	2066241	HIC1	+
17	2319503	2325503	TSR1	-
17	2322260	2328260	SRR	+
17	2378058	2384058	SGSM2	+
17	2381060	2387060	MNT	-
17	2402562	2408562	METTL16	-
17	2682615	2688615	PAFAH1B1	+
17	2686386	2692386	CLUH	-
17	3034739	3040739	RAP1GAP2	+
17	3437019	3443019	SPATA22	-
17	3507502	3513502	TRPV3	-
17	3510852	3516852	ASPA	+
17	3562444	3568444	TRPV1	-
17	3605262	3611262	SHPK	-
17	3658542	3664542	CTNS	+
17	3659896	3665896	TAX1BP3	-
17	3660063	3666063	P2RX5-TAX1BP3	-
17	3669199	3675199	P2RX5	-
17	3693194	3699194	EMC6	+
17	3711628	3717628	ITGAE	-
17	3799165	3805165	NCBP3	-
17	3857315	3863315	CAMKK1	-
17	3893592	3899592	P2RX1	-
17	3920870	3926870	ATP2A3	-
17	4001445	4007445	ZZEF1	-
17	4160907	4166907	ANKFY1	-
17	4168159	4174159	CYB5D2	+
17	4168159	4174159	ANKFY1	-
17	4184310	4190310	CYB5D2	+
17	4266259	4272259	UBE2G1	-
17	4485208	4491208	SPNS3	+
17	4535897	4541897	MYBBP1A	-
17	4536035	4542035	SPNS2	+
17	4553927	4559927	GGT6	-
17	4605319	4611319	SMTNL2	+
17	4627902	4633902	ALOX15	-
17	4666774	4672774	PELP1	-
17	4718499	4724499	ARRB2	+
17	4730526	4736526	CXCL16	-
17	4730610	4736610	MED11	+
17	4743119	4749119	ZMYND15	+
17	4780213	4786213	TM4SF5	+
17	4782285	4788285	VMO1	-
17	4787390	4793390	GLTPD2	+
17	4795503	4801503	PSMB6	+
17	4820434	4826434	PLD2	+
17	4894774	4900774	CHRNE	-
17	4895061	4901061	MINK1	+
17	4900074	4906074	C17orf107	+
17	4932030	4938030	GP1BA	+
17	4934130	4940130	SLC25A11	-
17	4942222	4948222	RNF167	+
17	4942652	4948652	PFN1	-
17	4954131	4960131	ENO3	+
17	4956226	4962226	SPAG7	-
17	4964992	4970992	CAMTA2	-
17	4985130	4991130	INCA1	-
17	5025401	5031401	KIF1C	+
17	5029600	5035600	SLC52A1	-
17	5093374	5099374	ZFP3	+
17	5102541	5108541	ZNF232	-
17	5172034	5178034	USP6	+
17	5176536	5182536	ZNF594	-
17	5205961	5211961	SCIMP	-
17	5357963	5363963	NUP88	-
17	5380582	5386582	RABEP1	+
17	5380582	5386582	NUP88	-
17	5382812	5388812	RABEP1	+
17	5429777	5435777	C1QBP	-
17	5429876	5435876	RPAIN	+
17	5437912	5443912	DHX33	-
17	5468251	5474251	DERL2	-
17	5487814	5493814	MIS12	+
17	5496427	5502427	NLRP1	-
17	6121427	6127427	WSCD1	+
17	6448264	6454264	PITPNM3	-
17	6575148	6581148	KIAA0753	-
17	6640315	6646315	MED31	-
17	6641541	6647541	TXNDC17	+
17	6649228	6655228	C17orf100	+
17	6649270	6655270	C17orf100	+
17	6681713	6687713	SLC13A5	-
17	6772647	6778647	XAF1	+
17	6786133	6792133	TEKT1	-
17	6794101	6800101	FBXO39	+
17	7007736	7013736	ALOX12	+
17	7011532	7017532	RNASEK	+
17	7014520	7020520	RNASEK-C17orf49	+
17	7014525	7020525	C17orf49	+
17	7027290	7033290	BCL6B	+
17	7037121	7043121	SLC16A13	+
17	7038630	7044630	SLC16A11	-
17	7071537	7077537	CLEC10A	-
17	7098322	7104322	ASGR2	-
17	7170431	7176431	ASGR1	-
17	7186890	7192890	DLG4	-
17	7222273	7228273	ACADVL	+
17	7222341	7228341	DVL2	-
17	7232028	7238028	PHF23	-
17	7237014	7243014	GABARAP	-
17	7240591	7246591	CTDNEP1	-
17	7256903	7262903	CLDN7	-
17	7256940	7262940	ELP5	+
17	7285252	7291252	YBX2	-
17	7285257	7291257	SLC2A4	+
17	7308324	7314324	GPS2	-
17	7309463	7315463	EIF5A	+
17	7312628	7318628	NEURL4	-
17	7348478	7354478	ACAP1	+
17	7351944	7357944	KCTD11	+
17	7354219	7360219	TMEM95	+
17	7386727	7392727	TMEM256-PLSCR3	-
17	7386734	7392734	TMEM256-PLSCR3	-
17	7386774	7392774	TNK1	+
17	7399975	7405975	TMEM256	-
17	7416860	7422860	NLGN2	+
17	7418632	7424632	SPEM1	+
17	7434679	7440679	TMEM102	+
17	7441937	7447937	FGF11	+
17	7454707	7460707	CHRNB1	+
17	7456366	7462366	ZBTB4	-
17	7481263	7487263	SLC35G6	+
17	7510776	7516776	POLR2A	+
17	7511616	7517616	POLR2A	+
17	7554890	7560890	TNFSF12	+
17	7558601	7564601	TNFSF12-TNFSF13	+
17	7558608	7564608	TNFSF13	+
17	7563968	7569968	SENP3	+
17	7563968	7569968	SENP3-EIF4A1	+
17	7568969	7574969	SENP3	+
17	7575715	7581715	SENP3-EIF4A1	+
17	7576005	7582005	EIF4A1	+
17	7579113	7585113	CD68	+
17	7585178	7591178	SOX15	-
17	7587170	7593170	MPDU1	+
17	7588230	7594230	FXR2	-
17	7623234	7629234	SAT2	-
17	7624876	7630876	SHBG	+
17	7654768	7660768	ATP1B2	+
17	7658779	7664779	TP53	-
17	7700502	7706502	WRAP53	+
17	7708378	7714378	EFNB3	+
17	7830744	7836744	DNAH2	+
17	7851796	7857796	KDM6B	+
17	7853099	7859099	TMEM88	+
17	7853685	7859685	NAA38	-
17	7882238	7888238	CYB5D1	+
17	7909760	7915760	CHD3	+
17	7918859	7924859	KCNAB3	-
17	7927345	7933345	TRAPPC1	-
17	7946918	7952918	CNTROB	+
17	8017339	8023339	GUCY2D	+
17	8046134	8052134	ALOX15B	+
17	8069636	8075636	ALOX12B	-
17	8092900	8098900	ALOXE3	-
17	8117590	8123590	HES7	-
17	8137472	8143472	PER1	-
17	8156149	8162149	VAMP2	-
17	8170237	8176237	TMEM107	-
17	8185333	8191333	BORCS6	-
17	8201733	8207733	AURKB	-
17	8221821	8227821	CTC1	-
17	8267491	8273491	PFAS	+
17	8284763	8290763	SLC25A35	-
17	8292343	8298343	RANGRF	+
17	8365637	8371637	KRBA2	-
17	8374520	8380520	RPL26	-
17	8387704	8393704	RNF222	-
17	8471205	8477205	MYH10	-
17	8487411	8493411	NDEL1	+
17	8726934	8732934	CCDC42	-
17	8799723	8805723	PIK3R6	-
17	8818899	8824899	PIK3R6	-
17	8875911	8881911	PIK3R5	-
17	9241000	9247000	NTN1	+
17	9247471	9253471	STX8	-
17	9640459	9646459	CFAP52	+
17	9726691	9732691	USP43	+
17	9768434	9774434	DHRS7C	-
17	9799386	9805386	GSG1L2	-
17	9889102	9895102	GLP2R	+
17	9893320	9899320	RCVRN	-
17	9907609	9913609	GAS7	-
17	10295084	10301084	MYH13	-
17	10387322	10393322	MYH8	-
17	10440290	10446290	MYH4	-
17	10489307	10495307	MYH1	-
17	10518148	10524148	MYH2	-
17	10625526	10631526	MYH3	-
17	10669474	10675474	SCO1	-
17	10696015	10702015	TMEM220	-
17	10708233	10714233	ADPRM	+
17	11561063	11567063	SHISA6	+
17	11966748	11972748	DNAH9	+
17	11974439	11980439	ZNF18	-
17	12140830	12146830	MAP2K4	+
17	12765949	12771949	MYOCD	+
17	12988643	12994643	ARHGAP44	+
17	12989391	12995391	ELAC2	-
17	13492689	13498689	HS3ST3A1	-
17	14205677	14211677	COX10	+
17	14232673	14238673	CDRT15	-
17	14346404	14352404	HS3ST3B1	+
17	15226777	15232777	PMP22	-
17	15300811	15306811	TEKT3	-
17	15433015	15439015	CDRT4	-
17	15433021	15439021	TVP23C-CDRT4	-
17	15437210	15443210	CDRT4	-
17	15437210	15443210	TVP23C-CDRT4	-
17	15499264	15505264	TVP23C	-
17	15562483	15568483	CDRT1	-
17	15565892	15571892	CDRT1	-
17	15624960	15630960	TRIM16	-
17	15717787	15723787	ZNF286A	+
17	15741783	15747783	TBC1D26	+
17	15746192	15752192	TBC1D26	+
17	15972746	15978746	ADORA2B	+
17	15973560	15979560	ZSWIM7	-
17	16026157	16032157	NCOR1	-
17	16042015	16048015	TTC19	+
17	16339534	16345534	CENPV	-
17	16348797	16354797	PIGL	+
17	16379745	16385745	UBB	+
17	16434003	16440003	TRPV2	+
17	16438577	16444577	LRRC75A	-
17	16548387	16554387	ZNF287	-
17	16617737	16623737	ZNF624	-
17	16774881	16780881	CCDC144A	+
17	16926816	16932816	TNFRSF13B	-
17	17197995	17203995	PLD6	-
17	17203315	17209315	MPRIP	+
17	17209212	17215212	FLCN	-
17	17243820	17249820	COPS3	-
17	17344663	17350663	NT5M	+
17	17490226	17496226	MED9	+
17	17491437	17497437	RASD1	-
17	17502563	17508563	PEMT	-
17	17807399	17813399	SREBF1	-
17	17808453	17814453	RAI1	+
17	17840511	17846511	TOM1L2	-
17	17974409	17980409	ATPAF2	-
17	18013889	18019889	DRC3	+
17	18065404	18071404	GID4	+
17	18104971	18110971	DRG2	+
17	18176802	18182802	MYO15A	+
17	18206954	18212954	ALKBH5	+
17	18241836	18247836	FLII	-
17	18241875	18247875	LLGL1	+
17	18263552	18269552	MIEF2	+
17	18268428	18274428	TOP3A	-
17	18324860	18330860	SHMT1	-
17	18325055	18331055	SMCR8	+
17	18386647	18392647	EVPLL	+
17	18491945	18497945	LGALS9C	+
17	18632006	18638006	TBC1D28	-
17	18655429	18661429	ZNF286B	-
17	18733118	18739118	TRIM16L	+
17	18776349	18782349	FBXW10	+
17	18803714	18809714	TVP23B	+
17	18928287	18934287	PRPSAP2	+
17	18965789	18971789	FAM83G	-
17	19001804	19007804	SLC5A10	+
17	19017673	19023673	GRAP	-
17	19156176	19162176	GRAPL	+
17	19333715	19339715	EPN2	+
17	19334554	19340554	B9D1	-
17	19380442	19386442	MFAP4	-
17	19380544	19386544	MAPK7	+
17	19414276	19420276	RNF112	+
17	19576034	19582034	SLC47A1	+
17	19674598	19680598	ALDH3A2	+
17	19675288	19681288	SLC47A2	-
17	19734984	19740984	ALDH3A1	-
17	19767829	19773829	ULK2	-
17	19901302	19907302	AKAP10	-
17	20316026	20322026	SPECC1	+
17	20446395	20452395	LGALS9B	-
17	20833447	20839447	CCDC144NL	-
17	20996593	21002593	USP22	-
17	21190265	21196265	DHRS7B	+
17	21194280	21200280	TMEM11	-
17	21235870	21241870	NATD1	-
17	21250220	21256220	NATD1	-
17	21312240	21318240	MAP2K3	+
17	21416872	21422872	KCNJ12	+
17	21521790	21527790	C17orf51	-
17	21533734	21539734	C17orf51	-
17	21557005	21563005	C17orf51	-
17	22521663	22527663	MTRNR2L1	+
17	27312926	27318926	WSB1	+
17	27623438	27629438	KSR1	+
17	27646560	27652560	LGALS9	+
17	27875314	27881314	LYRM9	-
17	28193381	28199381	NLK	+
17	28325325	28331325	IFT20	-
17	28325685	28331685	TMEM97	+
17	28344009	28350009	TNFAIP1	+
17	28344177	28350177	POLDIP2	-
17	28354370	28360370	POLDIP2	-
17	28354507	28360507	POLDIP2	-
17	28357878	28363878	TMEM199	+
17	28360683	28366683	TMEM199	+
17	28361268	28367268	SEBOX	-
17	28362204	28368204	SARM1	+
17	28362205	28368205	SEBOX	-
17	28364276	28370276	VTN	-
17	28369174	28375174	SARM1	+
17	28369175	28375175	VTN	-
17	28369182	28375182	SARM1	+
17	28369183	28375183	VTN	-
17	28369188	28375188	SARM1	+
17	28369188	28375188	VTN	-
17	28369348	28375348	SARM1	+
17	28369349	28375349	VTN	-
17	28370091	28376091	SARM1	+
17	28391756	28397756	SLC46A1	-
17	28394860	28400860	VTN	-
17	28394860	28400860	SLC46A1	-
17	28397706	28403706	VTN	-
17	28397706	28403706	SLC46A1	-
17	28398045	28404045	VTN	-
17	28398045	28404045	SLC46A1	-
17	28494781	28500781	SLC13A2	+
17	28535896	28541896	FOXN1	+
17	28543707	28549707	UNC119	-
17	28550383	28556383	PIGS	-
17	28570115	28576115	ALDOC	-
17	28574565	28580565	SPAG5	-
17	28604964	28610964	SGK494	-
17	28611440	28617440	KIAA0100	-
17	28645356	28651356	SDF2	-
17	28699684	28705684	SUPT6H	+
17	28700197	28706197	PROCA1	-
17	28711281	28717281	RAB34	-
17	28721348	28727348	TLCD1	-
17	28721359	28727359	RPL23A	+
17	28740455	28746455	NEK8	+
17	28747958	28753958	TRAF4	+
17	28752978	28758978	FAM222B	-
17	28858067	28864067	ERAL1	+
17	28876335	28882335	FLOT2	-
17	28894781	28900781	DHRS13	-
17	28902250	28908250	PHF12	-
17	28951901	28957901	SEZ6	-
17	29003440	29009440	PIPOX	+
17	29068124	29074124	MYO18A	-
17	29070521	29076521	TIAF1	-
17	29251494	29257494	CRYBA1	+
17	29252836	29258836	NUFIP2	-
17	29548904	29554904	TAOK1	+
17	29557547	29563547	ABHD15	-
17	29570157	29576157	TP53I13	+
17	29570469	29576469	GIT1	-
17	29611756	29617756	CORO6	-
17	29611761	29617761	ANKRD13B	+
17	29622938	29628938	SSH2	-
17	30105452	30111452	EFCAB5	+
17	30183475	30189475	NSRP1	+
17	30191319	30197319	SLC6A4	-
17	30245195	30251195	BLMH	-
17	30313333	30319333	TMIGD1	-
17	30466989	30472989	CPD	+
17	30524592	30530592	GOSR1	+
17	30560493	30566493	TBC1D29	+
17	30766388	30772388	CRLF3	-
17	30892869	30898869	ATAD5	+
17	30894336	30900336	TEFM	-
17	30956322	30962322	ADAP2	+
17	30996911	31002911	RNF135	+
17	31091927	31097927	EVI2B	-
17	31269013	31275013	EVI2A	-
17	31314560	31320560	OMG	-
17	31318884	31324884	NF1	+
17	31533639	31539639	RAB11FIP4	+
17	31535217	31541217	RAB11FIP4	+
17	31848864	31854864	COPRS	-
17	31857899	31863899	UTP6	-
17	31998045	32004045	SUZ12	+
17	32050504	32056504	LRRC37B	+
17	32250374	32256374	RHOT1	+
17	32321565	32327565	C17orf75	-
17	32321661	32327661	RHBDL3	+
17	32378886	32384886	ZNF207	+
17	32480318	32486318	PSMD11	+
17	32488256	32494256	CDK5R1	+
17	32489522	32495522	MYO1D	-
17	32942106	32948106	TMEM98	+
17	33010087	33016087	ASIC2	-
17	33502996	33508996	ASIC2	-
17	34254203	34260203	CCL2	+
17	34285334	34291334	CCL11	+
17	34318402	34324402	CCL8	+
17	34924859	34930859	CCT6B	-
17	34978078	34984078	ZNF830	+
17	35002990	35008990	RFFL	-
17	35006743	35012743	LIG3	+
17	35008349	35014349	RAD51L3-RFFL	-
17	35089208	35095208	RAD51D	-
17	35125753	35131753	NLE1	-
17	35127732	35133732	FNDC8	+
17	35186345	35192345	UNC45B	+
17	35189520	35195520	SLC35G3	-
17	35270655	35276655	SLFN5	+
17	35347305	35353305	SLFN11	-
17	35408060	35414060	SLFN12	-
17	35432096	35438096	SLFN13	-
17	35461249	35467249	SLFN12L	-
17	35545125	35551125	SLFN14	-
17	35571795	35577795	PEX12	-
17	35668420	35674420	AP2B1	+
17	38844865	38850865	RPL23	-
17	38918770	38924770	LASP1	+
17	38926384	38932384	LINC00672	+
17	38933432	38939432	FBXO47	-
17	39060303	39066303	PLXDC1	-
17	39153894	39159894	ARL5C	-
17	39170456	39176456	CACNB1	-
17	39201727	39207727	RPL19	+
17	39207536	39213536	STAC2	-
17	39249644	39255644	FBXL20	-
17	39401285	39407285	MED1	-
17	39561907	39567907	CDK12	+
17	39600536	39606536	NEUROD2	-
17	39633626	39639626	PPP1R1B	+
17	39660484	39666484	STARD3	+
17	39663555	39669555	TCAP	+
17	39667475	39673475	PNMT	+
17	39668122	39674122	PGAP3	-
17	39725496	39731496	MIEN1	-
17	39727426	39733426	ERBB2	+
17	39744291	39750291	GRB7	+
17	39754715	39760715	IKZF3	-
17	39901595	39907595	GSDMB	-
17	39918041	39924041	ORMDL3	-
17	39994960	40000960	PSMD3	+
17	40014813	40020813	CSF3	+
17	40016097	40022097	MED24	-
17	40089787	40095787	NR1D1	-
17	40090867	40096867	THRA	+
17	40133916	40139916	MSL1	+
17	40169183	40175183	CASC3	+
17	40175107	40181107	RAPGEFL1	+
17	40192656	40198656	RAPGEFL1	+
17	40281136	40287136	WIPF2	+
17	40301657	40307657	CDC6	+
17	40354643	40360643	RARA	+
17	40359931	40365931	GJD3	-
17	40385516	40391516	TOP2A	-
17	40454731	40460731	IGFBP4	+
17	40472828	40478828	TNS4	-
17	40550769	40556769	CCR7	-
17	40621962	40627962	SMARCE1	-
17	40651665	40657665	KRT222	-
17	40694991	40700991	KRT24	-
17	40745021	40751021	KRT25	-
17	40763238	40769238	KRT26	-
17	40773808	40779808	KRT27	-
17	40789203	40795203	KRT28	-
17	40815117	40821117	KRT10	-
17	40833274	40839274	TMEM99	+
17	40858303	40864303	KRT12	-
17	40872941	40878941	KRT20	-
17	40919696	40925696	KRT23	-
17	40955417	40961417	KRT39	-
17	40974716	40980716	KRT40	-
17	40990430	40996430	KRTAP3-3	-
17	41181102	41187102	KRTAP4-1	-
17	41253364	41259364	KRTAP9-9	+
17	41304700	41310700	KRTAP16-1	-
17	41311917	41317917	KRTAP17-1	-
17	41343092	41349092	KRT33A	-
17	41360494	41366494	KRT33B	-
17	41374650	41380650	KRT34	-
17	41390724	41396724	KRT31	-
17	41417753	41423753	KRT37	-
17	41433446	41439446	KRT38	-
17	41456811	41462811	KRT32	-
17	41473689	41479689	KRT35	-
17	41483136	41489136	KRT36	-
17	41497981	41503981	KRT13	-
17	41510743	41516743	KRT15	-
17	41520617	41526617	KRT19	-
17	41562841	41568841	KRT9	-
17	41579279	41585279	KRT14	-
17	41606778	41612778	KRT16	-
17	41616437	41622437	KRT17	-
17	41689668	41695668	EIF1	+
17	41712969	41718969	GAST	+
17	41714742	41720742	HAP1	-
17	41751604	41757604	JUP	-
17	41798947	41804947	P3H4	-
17	41820217	41826217	FKBP10	+
17	41822181	41828181	NT5C3B	-
17	41845384	41851384	KLHL10	+
17	41850545	41856545	KLHL11	-
17	41859241	41865241	KLHL11	-
17	41863908	41869908	ACLY	-
17	41973433	41979433	DNAJC7	-
17	41974731	41980731	CNP	+
17	42022576	42028576	ZNF385C	-
17	42022644	42028644	NKIRAS2	+
17	42035232	42041232	ZNF385C	-
17	42098404	42104404	DHX58	-
17	42110108	42116108	KAT2A	-
17	42120352	42126352	HSPB9	+
17	42121976	42127976	RAB5C	-
17	42153891	42159891	KCNH4	-
17	42181060	42187060	HCRT	-
17	42185799	42191799	GHDC	-
17	42196168	42202168	STAT5B	-
17	42308943	42314943	STAT5A	+
17	42310324	42316324	STAT3	-
17	42519611	42525611	ATP6V0A1	+
17	42541449	42547449	NAGLU	+
17	42552213	42558213	HSD17B1	+
17	42563277	42569277	COASY	+
17	42569315	42575315	PSMC3IP	-
17	42570239	42576239	MLX	+
17	42612234	42618234	TUBG1	+
17	42664006	42670006	TUBG2	+
17	42664914	42670914	PLEKHH3	-
17	42675889	42681889	CCR10	-
17	42696814	42702814	CNTNAP1	+
17	42697275	42703275	EZH1	-
17	42760041	42766041	RAMP2	+
17	42776599	42782599	VPS25	+
17	42792147	42798147	COA3	-
17	42793936	42799936	WNK4	+
17	42807134	42813134	BECN1	-
17	42808587	42814587	CNTD1	+
17	42821294	42827294	BECN1	-
17	42840758	42846758	PSME3	+
17	42847707	42853707	AOC2	+
17	42855130	42861130	AOC3	+
17	42910369	42916369	G6PC	+
17	42947526	42953526	AARSD1	-
17	42947526	42953526	PTGES3L-AARSD1	-
17	42965088	42971088	PTGES3L	-
17	42990690	42996690	RUNDC1	+
17	42999959	43005959	RPL27	+
17	43011456	43017456	IFI35	+
17	43011605	43017605	VAT1	-
17	43029036	43035036	RND2	+
17	43041295	43047295	BRCA1	-
17	43199197	43205197	NBR1	+
17	43199538	43205538	NBR1	+
17	43201831	43207831	NBR1	+
17	43208689	43214689	NBR1	+
17	43216732	43222732	TMEM106A	+
17	43217041	43223041	TMEM106A	+
17	43398137	43404137	ARL4D	+
17	43524844	43530844	ETV4	-
17	43541463	43547463	DHX8	+
17	43637388	43643388	MEOX1	-
17	43750731	43756731	SOST	-
17	43763121	43769121	DUSP3	-
17	43797799	43803799	MPP3	-
17	43872357	43878357	MPP2	-
17	43949738	43955738	PYY	-
17	44006063	44012063	NAGS	+
17	44008188	44014188	TMEM101	-
17	44031635	44037635	LSM12	-
17	44073344	44079344	G6PC3	+
17	44073746	44079746	HDAC5	-
17	44159476	44165476	C17orf53	+
17	44176083	44182083	ASB16	+
17	44188731	44194731	TMUB2	+
17	44188805	44194805	ATXN7L3	-
17	44202033	44208033	UBTF	-
17	44245385	44251385	SLC4A1	-
17	44315671	44321671	RUNDC3A	+
17	44316625	44322625	SLC25A39	-
17	44350102	44356102	GRN	+
17	44350215	44356215	FAM171A2	-
17	44369180	44375180	ITGA2B	-
17	44392284	44398284	GPATCH8	-
17	44556570	44562570	FZD2	+
17	44670069	44676069	CCDC43	-
17	44686779	44692779	MEIOC	+
17	44749264	44755264	DBF4B	+
17	44778846	44784846	ADAM11	+
17	44795448	44801448	GJC1	-
17	44846943	44852943	EFTUD2	-
17	44847480	44853480	HIGD1B	+
17	44902008	44908008	GFAP	-
17	44902390	44908390	CCDC103	+
17	44921709	44927709	KIF18B	-
17	44956693	44962693	C1QL1	-
17	45020340	45026340	DCAKD	-
17	45105967	45111967	PLCD3	-
17	45106016	45112016	NMT1	+
17	45112182	45118182	PLCD3	-
17	45141181	45147181	ACBD4	+
17	45149101	45155101	HEXIM1	+
17	45167040	45173040	HEXIM2	+
17	45244320	45250320	FMNL1	+
17	45251393	45257393	SPATA32	-
17	45260121	45266121	MAP3K14	-
17	45283927	45289927	MAP3K14	-
17	45390902	45396902	ARHGAP27	-
17	45432900	45438900	PLEKHM1	-
17	45832826	45838826	CRHR1	+
17	45832828	45838828	CRHR1	+
17	45996694	46002694	MAPT	+
17	46025334	46031334	STH	+
17	46026916	46032916	KANSL1	-
17	46271784	46277784	ARL17B	-
17	46358797	46364797	LRRC37A	+
17	46513702	46519702	ARL17A	-
17	46552650	46558650	LRRC37A2	+
17	46754464	46760464	NSF	+
17	46759506	46765506	WNT3	-
17	46883730	46889730	WNT9B	+
17	46964019	46970019	GOSR2	+
17	46975156	46981156	RPRML	-
17	47114703	47120703	CDC27	-
17	47220679	47226679	MYL4	+
17	47308816	47314816	ITGB3	+
17	47438312	47444312	EFCAB13	+
17	47620276	47626276	NPEPPS	+
17	47682505	47688505	KPNB1	+
17	47709050	47715050	TBKBP1	+
17	47743119	47749119	TBX21	+
17	47804372	47810372	OSBPL7	-
17	47820272	47826272	MRPL10	-
17	47834692	47840692	SCRN2	-
17	47834713	47840713	LRRC46	+
17	47841908	47847908	SP6	-
17	47925957	47931957	SP2	+
17	47945288	47951288	PNPO	+
17	47948967	47954967	PRR15L	-
17	47978774	47984774	CDK5RAP3	+
17	48023167	48029167	COPZ2	-
17	48034709	48040709	COPZ2	-
17	48034722	48040722	COPZ2	-
17	48034761	48040761	COPZ2	-
17	48058487	48064487	NFE2L1	+
17	48067052	48073052	CBX1	-
17	48120074	48126074	SNX11	+
17	48130440	48136440	SKAP1	-
17	48537894	48543894	HOXB2	-
17	48545870	48551870	HOXB5	-
17	48572513	48578513	HOXB3	-
17	48588257	48594257	HOXB4	-
17	48592751	48598751	HOXB6	-
17	48604227	48610227	HOXB9	-
17	48608377	48614377	HOXB7	-
17	48618159	48624159	HOXB8	-
17	48718719	48724719	PRAC1	-
17	48721758	48727758	PRAC2	+
17	48721763	48727763	HOXB13	-
17	48759235	48765235	TTLL6	-
17	48863522	48869522	CALCOCO2	+
17	48926056	48932056	UBE2Z	+
17	48926316	48932316	SNF8	-
17	48955554	48961554	GIP	-
17	49052650	49058650	IGF2BP1	+
17	49173840	49179840	B4GALNT2	+
17	49199791	49205791	GNGT2	-
17	49220225	49226225	ABI3	+
17	49220362	49226362	PHOSPHO1	-
17	49286206	49292206	ZNF652	-
17	49401049	49407049	PHB	-
17	49512017	49518017	NGFR	+
17	49580827	49586827	NXPH3	+
17	49595884	49601884	SPOP	-
17	49697943	49703943	SLC35B1	-
17	49707332	49713332	FAM117A	-
17	49832030	49838030	KAT7	+
17	49835309	49841309	TAC4	-
17	49971959	49977959	DLX4	+
17	49987005	49993005	DLX3	-
17	50087481	50093481	ITGA3	+
17	50107040	50113040	SAMD14	-
17	50109152	50115152	PDK2	+
17	50130735	50136735	PPP1R9B	-
17	50132284	50138284	PPP1R9B	-
17	50147021	50153021	PPP1R9B	-
17	50147042	50153042	PPP1R9B	-
17	50172931	50178931	SGCA	+
17	50180289	50186289	COL1A1	-
17	50278485	50284485	TMEM92	+
17	50360138	50366138	XYLT2	+
17	50364857	50370857	MRPL27	-
17	50372059	50378059	LRRC59	-
17	50378483	50384483	EME1	+
17	50461496	50467496	CHAD	-
17	50465966	50471966	ACSF2	+
17	50482975	50488975	RSAD1	+
17	50528501	50534501	MYCBPAP	+
17	50540750	50546750	EPN3	+
17	50552852	50558852	SPATA20	+
17	50624474	50630474	CACNA1G	+
17	50689252	50695252	ABCC3	+
17	50690190	50696190	ANKRD40	-
17	50753213	50759213	LUC7L3	+
17	50839348	50845348	WFIKKN2	+
17	50859223	50865223	TOB1	-
17	50959174	50965174	SPAG9	-
17	51159428	51165428	NME1	+
17	51168744	51174744	NME1-NME2	+
17	51168747	51174747	NME2	+
17	51174425	51180425	MBTD1	-
17	51294936	51300936	UTP18	+
17	51627313	51633313	CA10	-
17	51657444	51663444	CA10	-
17	54948902	54954902	COX11	-
17	54958956	54964956	TOM1L1	+
17	55170632	55176632	STXBP4	+
17	55322065	55328065	HLF	+
17	55389613	55395613	MMD	-
17	55716627	55722627	TMEM100	-
