Chr	Start	End	Strand	Gene_ID	Gene_Name	Transcript_ID	Transcript_Length
chr22	24002453	24008453	-	ENSG00000276950	GSTT4	ENST00000621179	7052
chr22	24008304	24014304	+	ENSG00000099991	CABIN1	ENST00000263119	167324
chr22	24178487	24184487	+	ENSG00000099994	SUSD2	ENST00000358321	7619
chr22	24242078	24248078	-	ENSG00000099998	GGT5	ENST00000263112	25424
chr22	24267817	24273817	+	ENSG00000100014	SPECC1L	ENST00000437398	146922
chr22	24267898	24273898	+	ENSG00000258555	SPECC1L-ADORA2A	ENST00000358654	171458
chr22	24420597	24426597	+	ENSG00000128271	ADORA2A	ENST00000611543	18759
chr22	24492332	24498332	+	ENSG00000100024	UPB1	ENST00000326010	33058
chr22	24552935	24558935	-	ENSG00000138867	GUCD1	ENST00000621833	15512
chr22	24553007	24559007	+	ENSG00000100028	SNRPD3	ENST00000402849	26045
chr22	24590066	24596066	-	ENSG00000178026	LRRC75B	ENST00000446942	7446
chr22	24600193	24606193	+	ENSG00000100031	GGT1	ENST00000400382	25803
chr22	24771720	24777720	-	ENSG00000184571	PIWIL3	ENST00000616349	55686
chr22	24803211	24809211	+	ENSG00000167037	SGSM1	ENST00000400358	121367
chr22	24943694	24949694	-	ENSG00000206069	TMEM211	ENST00000640159	11596
chr22	24949716	24955716	+	ENSG00000197077	KIAA1671	ENST00000358431	244732
chr22	25196858	25202858	+	ENSG00000100053	CRYBB3	ENST00000215855	7501
chr22	25209564	25215564	+	ENSG00000244752	CRYBB2	ENST00000651629	19306
chr22	25561675	25567675	+	ENSG00000100077	GRK3	ENST00000324198	164619
chr22	25739188	25745188	+	ENSG00000133454	MYO18B	ENST00000335473	288857
chr22	26166462	26172462	+	ENSG00000100095	SEZ6L	ENST00000248933	214134
chr22	26426260	26432260	+	ENSG00000128203	ASPHD2	ENST00000215906	15755
chr22	26480783	26486783	-	ENSG00000100099	HPS4	ENST00000398145	32901
chr22	26480877	26486877	+	ENSG00000100104	SRRD	ENST00000215917	10781
chr22	26509473	26515473	-	ENSG00000100109	TFIP11	ENST00000407690	21233
chr22	26593717	26599717	-	ENSG00000128294	TPST2	ENST00000403880	70971
chr22	26615027	26621027	-	ENSG00000100122	CRYBB1	ENST00000647684	18749
chr22	26618963	26624963	+	ENSG00000196431	CRYBA4	ENST00000354760	8706
chr22	27798756	27804756	-	ENSG00000169184	MN1	ENST00000302326	53479
chr22	27916256	27922256	-	ENSG00000180957	PITPNB	ENST00000335272	67587
chr22	28676840	28682840	-	ENSG00000100154	TTC28	ENST00000397906	701826
chr22	28739039	28745039	+	ENSG00000100209	HSCB	ENST00000216027	15471
chr22	28739422	28745422	-	ENSG00000183765	CHEK2	ENST00000416671	54679
chr22	28769674	28775674	+	ENSG00000159873	CCDC117	ENST00000448492	16627
chr22	28797597	28803597	-	ENSG00000100219	XBP1	ENST00000216037	6042
chr22	28880572	28886572	+	ENSG00000183579	ZNRF3	ENST00000544604	173916
chr22	29058831	29064831	-	ENSG00000100249	C22orf31	ENST00000216071	3159
chr22	29070118	29076118	+	ENSG00000183762	KREMEN1	ENST00000327813	95215
chr22	29202896	29208896	+	ENSG00000186998	EMID1	ENST00000334018	53701
chr22	29264981	29270981	-	ENSG00000100263	RHBDD3	ENST00000216085	8109
chr22	29265009	29271009	+	ENSG00000182944	EWSR1	ENST00000629659	32515
chr22	29303582	29309582	+	ENSG00000185340	GAS2L1	ENST00000616432	6203
chr22	29316679	29322679	-	ENSG00000100276	RASL10A	ENST00000608559	6176
chr22	29385583	29391583	-	ENSG00000100280	AP1B1	ENST00000432560	60901
chr22	29435583	29441583	+	ENSG00000128250	RFPL1	ENST00000354373	3872
chr22	29477218	29483218	+	ENSG00000100285	NEFH	ENST00000310624	11172
chr22	29550757	29556757	-	ENSG00000100296	THOC5	ENST00000490103	47878
chr22	29578113	29584113	-	ENSG00000184117	NIPSNAP1	ENST00000216121	26305
chr22	29600556	29606556	+	ENSG00000186575	NF2	ENST00000413209	95038
chr22	29717003	29723003	+	ENSG00000100314	CABP7	ENST00000216144	11830
chr22	29764007	29770007	-	ENSG00000100319	ZMAT5	ENST00000344318	36051
chr22	29764369	29770369	+	ENSG00000184076	UQCR10	ENST00000330029	3044
chr22	29835304	29841304	-	ENSG00000100325	ASCC2	ENST00000542393	49695
chr22	29880169	29886169	+	ENSG00000100330	MTMR3	ENST00000333027	147697
chr22	30077464	30083464	+	ENSG00000176635	HORMAD2	ENST00000336726	96611
chr22	30243759	30249759	-	ENSG00000128342	LIF	ENST00000249075	6306
chr22	30263851	30269851	-	ENSG00000099985	OSM	ENST00000215781	4022
chr22	30286607	30292607	-	ENSG00000239282	CASTOR1	ENST00000404953	4461
chr22	30323941	30329941	-	ENSG00000099992	TBC1D10A	ENST00000215790	34951
chr22	30353894	30359894	-	ENSG00000099995	SF3A1	ENST00000215793	24906
chr22	30354007	30360007	+	ENSG00000187860	CCDC157	ENST00000338306	21666
chr22	30394018	30400018	+	ENSG00000100003	SEC14L2	ENST00000615189	28285
chr22	30418771	30424771	-	ENSG00000099999	RNF215	ENST00000431544	35864
chr22	30422768	30428768	+	ENSG00000242114	MTFP1	ENST00000266263	3286
chr22	30469017	30475017	-	ENSG00000100012	SEC14L3	ENST00000403066	24058
chr22	30502711	30508711	-	ENSG00000133488	SEC14L4	ENST00000320982	16798
chr22	30543741	30549741	-	ENSG00000214491	SEC14L6	ENST00000402034	23942
chr22	30571665	30577665	-	ENSG00000128242	GAL3ST1	ENST00000406361	20030
chr22	30604083	30610083	-	ENSG00000100029	PES1	ENST00000402281	30455
chr22	30604174	30610174	+	ENSG00000185339	TCN2	ENST00000215838	20097
chr22	30633523	30639523	+	ENSG00000100036	SLC35E4	ENST00000451479	32493
chr22	30664860	30670860	-	ENSG00000167065	DUSP18	ENST00000407308	15809
chr22	30691206	30697206	+	ENSG00000184792	OSBP2	ENST00000403222	213618
chr22	30965774	30971774	-	ENSG00000133422	MORC2	ENST00000397641	43644
chr22	30966270	30972270	+	ENSG00000253352	TUG1	ENST00000644773	10125
chr22	31061105	31067105	+	ENSG00000183963	SMTN	ENST00000432777	23920
chr22	31117069	31123069	-	ENSG00000198832	SELENOM	ENST00000402395	15297
chr22	31119923	31125923	+	ENSG00000185133	INPP5J	ENST00000620191	11773
chr22	31137508	31143508	-	ENSG00000100078	PLA2G3	ENST00000215885	5701
chr22	31157182	31163182	+	ENSG00000138942	RNF185	ENST00000326132	46837
chr22	31209298	31215298	+	ENSG00000182541	LIMK2	ENST00000331728	67782
chr22	31289534	31295534	-	ENSG00000100100	PIK3IP1	ENST00000441972	10921
chr22	31343346	31349346	-	ENSG00000100105	PATZ1	ENST00000266269	20542
chr22	31423741	31429741	+	ENSG00000185721	DRG1	ENST00000548143	101999
chr22	31486842	31492842	-	ENSG00000184708	EIF4ENIF1	ENST00000330125	50475
chr22	31493139	31499139	+	ENSG00000198089	SFI1	ENST00000540643	122412
chr22	31659215	31665215	-	ENSG00000241878	PISD	ENST00000460723	43724
chr22	31747132	31753132	-	ENSG00000183530	PRR14L	ENST00000327423	68785
chr22	31751001	31757001	+	ENSG00000100150	DEPDC5	ENST00000642696	154032
chr22	31941522	31947522	+	ENSG00000128245	YWHAH	ENST00000397492	13081
chr22	32040261	32046261	+	ENSG00000100170	SLC5A1	ENST00000266088	69768
chr22	32156322	32162322	-	ENSG00000205856	C22orf42	ENST00000467813	10316
chr22	32202073	32208073	-	ENSG00000128253	RFPL2	ENST00000652607	14635
chr22	32252347	32258347	-	ENSG00000100191	SLC5A4	ENST00000266086	36883
chr22	32351885	32357885	+	ENSG00000128276	RFPL3	ENST00000397468	6276
chr22	32409247	32415247	-	ENSG00000100220	RTCB	ENST00000216038	24665
chr22	32461484	32467484	-	ENSG00000184459	BPIFC	ENST00000397452	50637
chr22	32471676	32477676	+	ENSG00000100225	FBXO7	ENST00000420700	24153
chr22	32798705	32804705	+	ENSG00000100234	TIMP3	ENST00000266085	61336
chr22	33055381	33061381	-	ENSG00000185666	SYN3	ENST00000358763	550561
chr22	33919841	33925841	-	ENSG00000133424	LARGE1	ENST00000413114	649764
chr22	35063136	35069136	+	ENSG00000175329	ISX	ENST00000308700	21251
chr22	35254487	35260487	+	ENSG00000100281	HMGXB4	ENST00000418170	38320
chr22	35296275	35302275	+	ENSG00000100284	TOM1	ENST00000447733	48717
chr22	35378093	35384093	+	ENSG00000100292	HMOX1	ENST00000481190	13121
chr22	35397140	35403140	+	ENSG00000100297	MCM5	ENST00000216122	25291
chr22	35537831	35543831	+	ENSG00000100302	RASD2	ENST00000216127	13168
chr22	35634951	35640951	-	ENSG00000198125	MB	ENST00000447607	27067
chr22	35645446	35651446	+	ENSG00000221963	APOL6	ENST00000409652	19958
chr22	35714872	35720872	+	ENSG00000128313	APOL5	ENST00000249044	11611
chr22	36025824	36031824	-	ENSG00000100320	RBFOX2	ENST00000438146	290088
chr22	36163177	36169177	-	ENSG00000128284	APOL3	ENST00000361710	25847
chr22	36201840	36207840	-	ENSG00000100336	APOL4	ENST00000616056	15711
chr22	36236954	36242954	-	ENSG00000128335	APOL2	ENST00000249066	13744
chr22	36250071	36256071	+	ENSG00000100342	APOL1	ENST00000422706	14459
chr22	36385001	36391001	-	ENSG00000100345	MYH9	ENST00000685801	106709
chr22	36478640	36484640	-	ENSG00000100348	TXN2	ENST00000216185	14594
chr22	36504221	36510221	-	ENSG00000100350	FOXRED2	ENST00000684868	19999
chr22	36526166	36532166	-	ENSG00000100353	EIF3D	ENST00000216190	18311
chr22	36700752	36706752	-	ENSG00000166862	CACNG2	ENST00000300105	142895
chr22	36773153	36779153	-	ENSG00000100360	IFT27	ENST00000340630	17951
chr22	36816479	36822479	-	ENSG00000100362	PVALB	ENST00000216200	18795
chr22	36857988	36863988	+	ENSG00000100365	NCF4	ENST00000397147	17029
chr22	36910628	36916628	+	ENSG00000100368	CSF2RB	ENST00000403662	26811
chr22	37004851	37010851	-	ENSG00000185264	TEX33	ENST00000381821	16726
chr22	37016635	37022635	+	ENSG00000128309	MPST	ENST00000401419	10166
chr22	37017183	37023183	-	ENSG00000128311	TST	ENST00000622841	9324
chr22	37048739	37054739	+	ENSG00000100379	KCTD17	ENST00000402077	11651
chr22	37106713	37112713	-	ENSG00000187045	TMPRSS6	ENST00000406856	44277
chr22	37172054	37178054	-	ENSG00000100385	IL2RB	ENST00000453962	38689
chr22	37195301	37201301	-	ENSG00000133466	C1QTNF6	ENST00000470655	18134
chr22	37209477	37215477	-	ENSG00000278195	SSTR3	ENST00000610913	8240
chr22	37241269	37247269	-	ENSG00000128340	RAC2	ENST00000249071	18999
chr22	37279508	37285508	+	ENSG00000100055	CYTH4	ENST00000248901	32833
chr22	37424479	37430479	-	ENSG00000166897	ELFN2	ENST00000402918	59519
chr22	37483387	37489387	-	ENSG00000100060	MFNG	ENST00000416983	17324
chr22	37516542	37522542	-	ENSG00000100065	CARD10	ENST00000403299	29180
chr22	37557480	37563480	+	ENSG00000128283	CDC42EP1	ENST00000249014	8925
chr22	37579616	37585616	-	ENSG00000100079	LGALS2	ENST00000416480	10767
chr22	37605834	37611834	+	ENSG00000100083	GGA1	ENST00000343632	24730
chr22	37631654	37637654	+	ENSG00000100092	SH3BP1	ENST00000417536	21388
chr22	37655723	37661723	+	ENSG00000241360	PDXP	ENST00000215904	8209
chr22	37672636	37678636	+	ENSG00000100097	LGALS1	ENST00000215909	4166
chr22	37678673	37684673	+	ENSG00000273899	NOL12	ENST00000493862	11802
chr22	37694048	37700048	+	ENSG00000100106	TRIOBP	ENST00000644935	79508
chr22	37802229	37808229	+	ENSG00000189060	H1-0	ENST00000340857	2203
chr22	37804905	37810905	+	ENSG00000100116	GCAT	ENST00000323205	9271
chr22	37820382	37826382	+	ENSG00000128310	GALR3	ENST00000249041	2103
chr22	37845868	37851868	+	ENSG00000100129	EIF3L	ENST00000412331	40539
chr22	37846327	37852327	-	ENSG00000100124	ANKRD54	ENST00000609454	17467
chr22	37903297	37909297	+	ENSG00000100139	MICALL1	ENST00000215957	36525
chr22	37950669	37956669	-	ENSG00000128346	C22orf23	ENST00000619227	10619
chr22	37950697	37956697	+	ENSG00000100142	POLR2F	ENST00000407936	87409
chr22	37984422	37990422	-	ENSG00000100146	SOX10	ENST00000360880	15122
chr22	38054200	38060200	+	ENSG00000100151	PICK1	ENST00000404072	18501
chr22	38081184	38087184	-	ENSG00000100156	SLC16A8	ENST00000681075	6047
chr22	38107684	38113684	-	ENSG00000128298	BAIAP2L2	ENST00000381669	25784
chr22	38198932	38204932	+	ENSG00000185022	MAFF	ENST00000538999	14571
chr22	38211778	38217778	-	ENSG00000184381	PLA2G6	ENST00000660610	103024
chr22	38270010	38276010	-	ENSG00000198792	TMEM184B	ENST00000361906	53719
chr22	38315084	38321084	-	ENSG00000213923	CSNK1E	ENST00000359867	27393
chr22	38395522	38401522	-	ENSG00000283900	TPTEP2-CSNK1E	ENST00000400206	106604
chr22	38452199	38458199	-	ENSG00000168135	KCNJ4	ENST00000303592	28872
chr22	38465096	38471096	+	ENSG00000100196	KDELR3	ENST00000216014	15351
chr22	38503337	38509337	-	ENSG00000100201	DDX17	ENST00000396821	22897
chr22	38567183	38573183	-	ENSG00000100206	DMC1	ENST00000216024	51235
chr22	38653629	38659629	-	ENSG00000184949	FAM227A	ENST00000540952	78509
chr22	38653638	38659638	+	ENSG00000100211	CBY1	ENST00000216029	17212
chr22	38678957	38684957	+	ENSG00000100216	TOMM22	ENST00000216034	3464
chr22	38697943	38703943	-	ENSG00000100221	JOSD1	ENST00000683374	15400
chr22	38702944	38708944	+	ENSG00000100226	GTPBP1	ENST00000216044	27643
chr22	38791143	38797143	-	ENSG00000100246	DNAL4	ENST00000216068	15635
chr22	38791143	38797143	-	ENSG00000100242	SUN2	ENST00000406622	58234
chr22	38841028	38847028	-	ENSG00000221890	NPTXR	ENST00000333039	25576
chr22	38869216	38875216	-	ENSG00000183741	CBX6	ENST00000407418	10794
chr22	38954522	38960522	+	ENSG00000128383	APOBEC3A	ENST00000618553	35256
chr22	38979347	38985347	+	ENSG00000179750	APOBEC3B	ENST00000333467	10432
chr22	39011257	39017257	+	ENSG00000244509	APOBEC3C	ENST00000361441	6095
chr22	39018127	39024127	+	ENSG00000243811	APOBEC3D	ENST00000216099	12150
chr22	39037864	39043864	+	ENSG00000128394	APOBEC3F	ENST00000308521	15108
chr22	39074275	39080275	+	ENSG00000239713	APOBEC3G	ENST00000407997	10468
chr22	39094224	39100224	+	ENSG00000100298	APOBEC3H	ENST00000348946	6843
chr22	39146832	39152832	-	ENSG00000100307	CBX7	ENST00000475962	29665
chr22	39241982	39247982	-	ENSG00000100311	PDGFB	ENST00000331163	21623
chr22	39317389	39323389	-	ENSG00000100316	RPL3	ENST00000465618	7505
chr22	39346991	39352991	+	ENSG00000100321	SYNGR1	ENST00000328933	35584
chr22	39396784	39402784	+	ENSG00000100324	TAB1	ENST00000331454	37039
chr22	39454012	39460012	+	ENSG00000128268	MGAT3	ENST00000341184	35182
chr22	39499290	39505290	+	ENSG00000100335	MIEF1	ENST00000325301	15842
chr22	39516695	39522695	+	ENSG00000128272	ATF4	ENST00000404241	2988
chr22	39529748	39535748	-	ENSG00000187051	RPS19BP1	ENST00000334678	3655
chr22	39567753	39573753	+	ENSG00000100346	CACNA1I	ENST00000402142	118982
chr22	39890760	39896760	-	ENSG00000176177	ENTHD1	ENST00000325157	150716
chr22	39898084	39904084	+	ENSG00000100351	GRAP2	ENST00000344138	72637
chr22	39991954	39997954	+	ENSG00000133477	FAM83F	ENST00000333407	48580
chr22	40041817	40047817	+	ENSG00000100354	TNRC6B	ENST00000301923	290990
chr22	40343524	40349524	+	ENSG00000239900	ADSL	ENST00000637669	40965
chr22	40367594	40373594	+	ENSG00000100359	SGSM3	ENST00000248929	39695
chr22	40633719	40639719	-	ENSG00000196588	MRTFA	ENST00000355630	226430
chr22	40676484	40682484	+	ENSG00000128285	MCHR1	ENST00000249016	3328
chr22	40816399	40822399	-	ENSG00000100372	SLC25A17	ENST00000544408	49769
chr22	40853639	40859639	-	ENSG00000100380	ST13	ENST00000216218	32104
chr22	40854148	40860148	+	ENSG00000196236	XPNPEP3	ENST00000357137	75667
chr22	40859113	40865113	-	ENSG00000172404	DNAJB7	ENST00000307221	2564
chr22	40948378	40954378	+	ENSG00000100387	RBX1	ENST00000216225	21931
chr22	41089592	41095592	+	ENSG00000100393	EP300	ENST00000263253	87485
chr22	41202312	41208312	+	ENSG00000100395	L3MBTL2	ENST00000216237	25959
chr22	41237931	41243931	-	ENSG00000100399	CHADL	ENST00000216241	11418
chr22	41283187	41289187	-	ENSG00000100401	RANGAP1	ENST00000356244	41408
chr22	41298525	41304525	+	ENSG00000100403	ZC3H7B	ENST00000352645	58622
chr22	41364333	41370333	+	ENSG00000167074	TEF	ENST00000406644	31991
chr22	41443801	41449801	-	ENSG00000183864	TOB2	ENST00000327492	13307
chr22	41444830	41450830	+	ENSG00000100412	ACO2	ENST00000676748	81443
chr22	41465692	41471692	-	ENSG00000100410	PHF5A	ENST00000216252	8975
chr22	41541489	41547489	-	ENSG00000100413	POLR3H	ENST00000396504	18685
chr22	41558010	41564010	+	ENSG00000172346	CSDC2	ENST00000306149	15656
chr22	41586840	41592840	-	ENSG00000100417	PMM1	ENST00000216259	12940
chr22	41618043	41624043	-	ENSG00000100418	DESI1	ENST00000263256	23015
chr22	41618163	41624163	+	ENSG00000196419	XRCC6	ENST00000428575	42885
chr22	41687462	41693462	-	ENSG00000100138	SNU13	ENST00000648350	15645
chr22	41696503	41702503	+	ENSG00000167077	MEI1	ENST00000401548	99951
chr22	41797679	41803679	+	ENSG00000100147	CCDC134	ENST00000255784	31485
chr22	41830079	41836079	+	ENSG00000198911	SREBF2	ENST00000612482	74228
chr22	41912074	41918074	-	ENSG00000234965	SHISA8	ENST00000621082	5531
chr22	41923806	41929806	-	ENSG00000159958	TNFRSF13C	ENST00000291232	4774
chr22	41944152	41950152	-	ENSG00000100162	CENPM	ENST00000215980	8415
chr22	41949174	41955174	+	ENSG00000205704	LINC00634	ENST00000381348	6759
chr22	41966443	41972443	+	ENSG00000100167	SEPTIN3	ENST00000644076	28778
chr22	41995772	42001772	+	ENSG00000183066	WBP2NL	ENST00000436265	59684
chr22	42067812	42073812	-	ENSG00000198951	NAGA	ENST00000396398	12478
chr22	42071248	42077248	+	ENSG00000177096	PHETA2	ENST00000321753	5190
chr22	42076700	42082700	+	ENSG00000183172	SMDT1	ENST00000331479	4584
chr22	42087884	42093884	-	ENSG00000184983	NDUFA6	ENST00000617763	5357
chr22	42127810	42133810	-	ENSG00000100197	CYP2D6	ENST00000645361	4311
chr22	42340616	42346616	-	ENSG00000100207	TCF20	ENST00000515426	128769
chr22	42429403	42435403	-	ENSG00000235568	NFAM1	ENST00000329021	51996
chr22	42516796	42522796	-	ENSG00000189306	RRP7A	ENST00000323013	11452
chr22	42550859	42556859	+	ENSG00000183569	SERHL2	ENST00000477564	20522
chr22	42611962	42617962	-	ENSG00000100227	POLDIP3	ENST00000451060	31240
chr22	42637601	42643601	-	ENSG00000249222	ATP5MGL	ENST00000505920	798
chr22	42717870	42723870	-	ENSG00000128274	A4GALT	ENST00000642412	28749
chr22	42717870	42723870	-	ENSG00000100243	CYB5R3	ENST00000686129	92718
chr22	42854273	42860273	-	ENSG00000242247	ARFGAP3	ENST00000263245	60771
chr22	43012149	43018149	-	ENSG00000100266	PACSIN2	ENST00000263246	145376
chr22	43086391	43092391	-	ENSG00000100271	TTLL1	ENST00000266254	49875
chr22	43107750	43113750	+	ENSG00000100290	BIK	ENST00000216115	18962
chr22	43140398	43146398	-	ENSG00000100294	MCAT	ENST00000290429	11189
chr22	43148547	43154547	+	ENSG00000100300	TSPO	ENST00000583777	11694
chr22	43184134	43190134	-	ENSG00000100304	TTLL12	ENST00000216129	20512
chr22	43340372	43346372	-	ENSG00000159307	SCUBE1	ENST00000360835	146092
chr22	43408196	43414196	+	ENSG00000186732	MPPED1	ENST00000417669	96652
chr22	43809305	43815305	-	ENSG00000186976	EFCAB6	ENST00000262726	283527
chr22	43859513	43865513	-	ENSG00000130540	SULT4A1	ENST00000330884	38004
chr22	43889013	43895013	-	ENSG00000100341	PNPLA5	ENST00000216177	12335
chr22	43920792	43926792	+	ENSG00000100344	PNPLA3	ENST00000406117	40696
chr22	43952442	43958442	+	ENSG00000100347	SAMM50	ENST00000350028	41087
chr22	43996211	44002211	+	ENSG00000188677	PARVB	ENST00000406477	169712
chr22	44169956	44175956	+	ENSG00000138964	PARVG	ENST00000422871	35512
chr22	44309951	44315951	-	ENSG00000138944	SHISAL1	ENST00000381176	69286
chr22	44495233	44501233	-	ENSG00000188636	RTL6	ENST00000341255	5650
chr22	44665547	44671547	+	ENSG00000186654	PRR5	ENST00000611394	69134
chr22	44699233	44705233	+	ENSG00000248405	PRR5-ARHGAP8	ENST00000361473	160438
chr22	44749558	44755558	+	ENSG00000241484	ARHGAP8	ENST00000389774	110226
chr22	45007005	45013005	-	ENSG00000056487	PHF21B	ENST00000313237	128843
chr22	45160925	45166925	+	ENSG00000093000	NUP50	ENST00000347635	24092
chr22	45237894	45243894	-	ENSG00000100364	KIAA0930	ENST00000336156	48650
chr22	45281949	45287949	+	ENSG00000100373	UPK3A	ENST00000216211	10925
chr22	45305982	45311982	+	ENSG00000100376	FAM118A	ENST00000216214	32973
chr22	45410599	45416599	-	ENSG00000077935	SMC1B	ENST00000357450	69536
chr22	45410693	45416693	+	ENSG00000128408	RIBC2	ENST00000614167	18816
chr22	45499883	45505883	+	ENSG00000077942	FBLN1	ENST00000327858	98252
chr22	45668798	45674798	+	ENSG00000130638	ATXN10	ENST00000381061	173506
chr22	45974162	45980162	-	ENSG00000188064	WNT7B	ENST00000339464	56796
chr22	46147526	46153526	+	ENSG00000186951	PPARA	ENST00000407236	93229
chr22	46247293	46253293	-	ENSG00000205643	CDPF1	ENST00000314567	6280
chr22	46260343	46266343	-	ENSG00000130943	PKDREJ	ENST00000253255	7680
chr22	46265008	46271008	+	ENSG00000075234	TTC38	ENST00000381031	26000
chr22	46293870	46299870	+	ENSG00000075218	GTSE1	ENST00000454366	33940
chr22	46332401	46338401	+	ENSG00000100416	TRMU	ENST00000441818	21934
chr22	46534620	46540620	-	ENSG00000075275	CELSR1	ENST00000262738	176786
chr22	46573012	46579012	+	ENSG00000075240	GRAMD4	ENST00000447351	61924
chr22	46735252	46741252	-	ENSG00000100422	CERK	ENST00000216264	53842
chr22	46759617	46765617	+	ENSG00000054611	TBC1D22A	ENST00000380995	413082
chr22	48486592	48492592	+	ENSG00000219438	TAFA5	ENST00000336769	361320
chr22	49824873	49830873	-	ENSG00000100425	BRD1	ENST00000404760	54590
chr22	49850844	49856844	+	ENSG00000100426	ZBED4	ENST00000216268	36236
chr22	49915438	49921438	-	ENSG00000182858	ALG12	ENST00000330817	18209
chr22	49915635	49921635	+	ENSG00000184164	CRELD2	ENST00000404488	8905
chr22	49957772	49963772	+	ENSG00000198355	PIM3	ENST00000360612	3300
chr22	50009659	50015659	-	ENSG00000188263	IL17REL	ENST00000389983	18146
chr22	50053935	50059935	-	ENSG00000138892	TTLL8	ENST00000433387	41808
chr22	50082426	50088426	-	ENSG00000100427	MLC1	ENST00000311597	26035
chr22	50086879	50092879	+	ENSG00000073146	MOV10L1	ENST00000545383	71739
chr22	50167731	50173731	+	ENSG00000073150	PANX2	ENST00000395842	9564
chr22	50182913	50188913	+	ENSG00000170638	TRABD	ENST00000380909	13682
chr22	50198011	50204011	+	ENSG00000073169	SELENOO	ENST00000380903	16605
chr22	50242023	50248023	-	ENSG00000128159	TUBGCP6	ENST00000248846	27329
chr22	50248405	50254405	-	ENSG00000100429	HDAC10	ENST00000626012	6219
chr22	50258143	50264143	-	ENSG00000188130	MAPK12	ENST00000497036	15693
chr22	50267393	50273393	-	ENSG00000185386	MAPK11	ENST00000395764	6678
chr22	50304646	50310646	-	ENSG00000196576	PLXNB2	ENST00000359337	32667
chr22	50324012	50330012	-	ENSG00000205593	DENND6B	ENST00000413817	17982
chr22	50340304	50346304	+	ENSG00000100239	PPP6R2	ENST00000359139	101786
chr22	50478543	50484543	+	ENSG00000128165	ADM2	ENST00000395737	4894
chr22	50480923	50486923	-	ENSG00000100241	SBF1	ENST00000685180	40704
chr22	50483859	50489859	+	ENSG00000100253	MIOX	ENST00000216075	3789
chr22	50504702	50510702	-	ENSG00000100258	LMF2	ENST00000474879	4753
chr22	50505224	50511224	+	ENSG00000025770	NCAPH2	ENST00000420993	16556
chr22	50523461	50529461	-	ENSG00000284194	SCO2	ENST00000543927	2888
chr22	50527032	50533032	-	ENSG00000025708	TYMP	ENST00000395678	4276
chr22	50528822	50534822	-	ENSG00000177989	ODF3B	ENST00000468249	2112
chr22	50542899	50548899	+	ENSG00000130487	KLHDC7B	ENST00000648057	5124
chr22	50559919	50565919	-	ENSG00000217442	SYCE3	ENST00000406915	11807
chr22	50575427	50581427	-	ENSG00000205560	CPT1B	ENST00000312108	9566
chr22	50579965	50585965	-	ENSG00000254413	CHKB-CPT1B	ENST00000492556	14096
chr22	50597793	50603793	+	ENSG00000008735	MAPK8IP2	ENST00000329492	13185
chr22	50598455	50604455	-	ENSG00000100288	CHKB	ENST00000463053	21098
chr22	50625152	50631152	-	ENSG00000100299	ARSA	ENST00000216124	5398
chr22	50671415	50677415	+	ENSG00000251322	SHANK3	ENST00000414786	58883
chr22	50735204	50741204	+	ENSG00000100312	ACR	ENST00000216139	7135
chr22	50780662	50786662	-	ENSG00000079974	RABL2B	ENST00000435118	16161
chr3	193763	199763	+	ENSG00000134121	CHL1	ENST00000256509	212654
chr3	1090024	1096024	+	ENSG00000134115	CNTN6	ENST00000446702	311193
chr3	2095866	2101866	+	ENSG00000144619	CNTN4	ENST00000418658	959093
chr3	3107374	3113374	-	ENSG00000091181	IL5RA	ENST00000446632	44050
chr3	3123965	3129965	+	ENSG00000072756	TRNT1	ENST00000434583	23914
chr3	3176727	3182727	-	ENSG00000113851	CRBN	ENST00000639284	35099
chr3	3796431	3802431	+	ENSG00000175928	LRRN1	ENST00000319331	50403
chr3	4300332	4306332	+	ENSG00000170364	SETMAR	ENST00000413809	13933
chr3	4464261	4470261	-	ENSG00000144455	SUMF1	ENST00000448413	685909
chr3	4490345	4496345	+	ENSG00000150995	ITPR1	ENST00000357086	354161
chr3	4976437	4982437	+	ENSG00000134107	BHLHE40	ENST00000256495	5886
chr3	5119292	5125292	+	ENSG00000134108	ARL8B	ENST00000256496	58619
chr3	5184707	5190707	+	ENSG00000134109	EDEM1	ENST00000256497	32251
chr3	6858115	6864115	+	ENSG00000196277	GRM7	ENST00000357716	880418
chr3	8498823	8504823	+	ENSG00000071282	LMCD1	ENST00000157600	72845
chr3	8730836	8736836	+	ENSG00000182533	CAV3	ENST00000472766	107972
chr3	8742036	8748036	-	ENSG00000125046	SSUH2	ENST00000435138	125435
chr3	8766613	8772613	-	ENSG00000180914	OXTR	ENST00000316793	19232
chr3	8899456	8905456	-	ENSG00000070950	RAD18	ENST00000427329	127054
chr3	9246646	9252646	-	ENSG00000196220	SRGAP3	ENST00000383836	269055
chr3	9360052	9366052	+	ENSG00000134077	THUMPD3	ENST00000345094	23739
chr3	9394615	9400615	+	ENSG00000168137	SETD5	ENST00000402198	80539
chr3	9550822	9556822	-	ENSG00000156959	LHFPL4	ENST00000287585	55461
chr3	9646433	9652433	+	ENSG00000163719	MTMR14	ENST00000353332	52960
chr3	9700833	9706833	+	ENSG00000144550	CPNE9	ENST00000383832	26075
chr3	9728735	9734735	+	ENSG00000156983	BRPF1	ENST00000383829	16280
chr3	9748079	9754079	+	ENSG00000114026	OGG1	ENST00000426518	37140
