Chr	Start	End	Strand	Gene_ID	Gene_Name	Transcript_ID	Transcript_Length
chr20	3656248	3662248	-	ENSG00000125861	GFRA4	ENST00000290417	4151
chr20	3664970	3670970	-	ENSG00000149451	ADAM33	ENST00000379861	14276
chr20	3683970	3689970	-	ENSG00000088827	SIGLEC1	ENST00000344754	25630
chr20	3750111	3756111	+	ENSG00000132622	HSPA12B	ENST00000254963	20426
chr20	3750508	3756508	-	ENSG00000101220	C20orf27	ENST00000399672	14273
chr20	3774504	3780504	-	ENSG00000101222	SPEF1	ENST00000379756	3944
chr20	3780851	3786851	-	ENSG00000125817	CENPB	ENST00000379751	2889
chr20	3803121	3809121	+	ENSG00000101224	CDC25B	ENST00000344256	19349
chr20	3825838	3831838	+	ENSG00000125843	AP5S1	ENST00000615891	8291
chr20	3873123	3879123	+	ENSG00000088888	MAVS	ENST00000416600	29324
chr20	3924311	3930311	-	ENSG00000101236	RNF24	ENST00000358395	88247
chr20	3926887	3932887	+	ENSG00000125779	PANK2	ENST00000316562	40964
chr20	4172104	4178104	+	ENSG00000088826	SMOX	ENST00000493223	54124
chr20	4217630	4223630	-	ENSG00000171873	ADRA1D	ENST00000379453	28657
chr20	4698590	4704590	+	ENSG00000171867	PRNP	ENST00000430350	15240
chr20	4725460	4731460	+	ENSG00000171864	PRND	ENST00000305817	6551
chr20	4777023	4783023	-	ENSG00000101265	RASSF2	ENST00000379400	43585
chr20	4849356	4855356	-	ENSG00000089057	SLC23A2	ENST00000379333	157937
chr20	5065483	5071483	-	ENSG00000089063	TMEM230	ENST00000612323	44604
chr20	5111953	5117953	-	ENSG00000132646	PCNA	ENST00000379160	11673
chr20	5194887	5200887	+	ENSG00000101290	CDS2	ENST00000460006	70879
chr20	5296218	5302218	-	ENSG00000101292	PROKR2	ENST00000678254	17736
chr20	5541439	5547439	-	ENSG00000125772	GPCPD1	ENST00000379019	66567
chr20	5861395	5867395	+	ENSG00000171984	SHLD1	ENST00000303142	113994
chr20	5922353	5928353	+	ENSG00000089199	CHGB	ENST00000378961	13843
chr20	5934228	5940228	-	ENSG00000089195	TRMT6	ENST00000203001	13305
chr20	5995977	6001977	+	ENSG00000125885	MCM8	ENST00000610722	48325
chr20	6037043	6043043	+	ENSG00000088766	CRLS1	ENST00000452938	33950
chr20	6037546	6043546	-	ENSG00000125872	LRRN4	ENST00000378858	13514
chr20	6071845	6077845	-	ENSG00000101311	FERMT1	ENST00000217289	48185
chr20	6777246	6783246	+	ENSG00000125845	BMP2	ENST00000378827	12560
chr20	7879985	7885985	-	ENSG00000101323	HAO1	ENST00000378789	57473
chr20	7974346	7980346	-	ENSG00000125827	TMX4	ENST00000246024	42415
chr20	8880199	8886199	+	ENSG00000182621	PLCB1	ENST00000637919	805948
chr20	9501571	9507571	+	ENSG00000101333	PLCB4	ENST00000687765	435740
chr20	9527524	9533524	+	ENSG00000125869	LAMP5	ENST00000246070	15934
chr20	9534370	9540370	-	ENSG00000101349	PAK5	ENST00000353224	301706
chr20	10040216	10046216	+	ENSG00000132623	ANKEF1	ENST00000437504	57090
chr20	10291760	10297760	+	ENSG00000132639	SNAP25	ENST00000690766	122365
chr20	10398009	10404009	-	ENSG00000125863	MKKS	ENST00000347364	33213
chr20	10625030	10631030	+	ENSG00000149346	SLX4IP	ENST00000334534	192725
chr20	10634684	10640684	-	ENSG00000101384	JAG1	ENST00000254958	36315
chr20	11923609	11929609	+	ENSG00000132640	BTBD3	ENST00000254977	35886
chr20	13166103	13172103	+	ENSG00000172296	SPTLC3	ENST00000399002	160131
chr20	13297651	13303651	+	ENSG00000101230	ISM1	ENST00000262487	79377
chr20	13386394	13392394	-	ENSG00000089123	TASP1	ENST00000337743	249538
chr20	13711325	13717325	-	ENSG00000089048	ESF1	ENST00000617257	70594
chr20	13818580	13824580	+	ENSG00000101247	NDUFAF5	ENST00000378106	36552
chr20	13846403	13852403	-	ENSG00000101251	SEL1L2	ENST00000486903	145930
chr20	14319985	14325985	-	ENSG00000125848	FLRT3	ENST00000341420	14627
chr20	16050197	16056197	+	ENSG00000172264	MACROD2	ENST00000217246	2057828
chr20	16269104	16275104	-	ENSG00000089177	KIF16B	ENST00000354981	301344
chr20	16739564	16745564	+	ENSG00000125870	SNRPB2	ENST00000246071	12538
chr20	16767062	16773062	+	ENSG00000125879	OTOR	ENST00000490148	20688
chr20	17481578	17487578	+	ENSG00000125851	PCSK2	ENST00000377899	258471
chr20	17490905	17496905	-	ENSG00000125864	BFSP1	ENST00000377868	65055
chr20	17606919	17612919	+	ENSG00000125868	DSTN	ENST00000246069	39844
chr20	17610678	17616678	-	ENSG00000125844	RRBP1	ENST00000360807	68617
chr20	17732860	17738860	+	ENSG00000125888	BANF2	ENST00000545418	42188
chr20	17938597	17944597	-	ENSG00000089006	SNX5	ENST00000377768	27383
chr20	17953979	17959979	-	ENSG00000125850	OVOL2	ENST00000486776	102209
chr20	17988122	17994122	+	ENSG00000125871	MGME1	ENST00000377710	22104
chr20	18140169	18146169	+	ENSG00000232838	PET117	ENST00000432901	5306
chr20	18185351	18191351	+	ENSG00000149474	KAT14	ENST00000677174	51123
chr20	18313994	18319994	+	ENSG00000125846	ZNF133	ENST00000396026	28711
chr20	18380369	18386369	-	ENSG00000089091	DZANK1	ENST00000262547	83816
chr20	18481646	18487646	+	ENSG00000132664	POLR3F	ENST00000377603	17256
chr20	18483540	18489540	-	ENSG00000089050	RBBP9	ENST00000337227	10685
chr20	18558415	18564415	+	ENSG00000101310	SEC23B	ENST00000336714	53895
chr20	18566563	18572563	+	ENSG00000232388	SMIM26	ENST00000435844	2216
chr20	18763644	18769644	+	ENSG00000125821	DTD1	ENST00000647441	178702
chr20	18811378	18817378	+	ENSG00000132631	SCP2D1	ENST00000377428	595
chr20	19719926	19725926	+	ENSG00000185052	SLC24A3	ENST00000328041	510284
chr20	19999456	20005456	+	ENSG00000132669	RIN2	ENST00000255006	244198
chr20	20030629	20036629	+	ENSG00000173418	NAA20	ENST00000310450	16319
chr20	20031368	20037368	-	ENSG00000101343	CRNKL1	ENST00000377327	21678
chr20	20357698	20363698	+	ENSG00000089101	CFAP61	ENST00000245957	308166
chr20	20367949	20373949	+	ENSG00000173404	INSM1	ENST00000310227	2845
chr20	20386530	20392530	-	ENSG00000188559	RALGAPA2	ENST00000202677	323114
chr20	21243618	21249618	+	ENSG00000088970	KIZ	ENST00000619574	120635
chr20	21386825	21392825	+	ENSG00000088930	XRN2	ENST00000377191	86494
chr20	21392365	21398365	-	ENSG00000125816	NKX2-4	ENST00000351817	2161
chr20	21508017	21514017	-	ENSG00000125820	NKX2-2	ENST00000377142	3047
chr20	21715481	21721481	+	ENSG00000125813	PAX1	ENST00000613128	12817
chr20	22578005	22584005	-	ENSG00000125798	FOXA2	ENST00000377115	4450
chr20	23036237	23042237	+	ENSG00000132671	SSTR4	ENST00000255008	3925
chr20	23042633	23048633	-	ENSG00000178726	THBD	ENST00000377103	4039
chr20	23076360	23082360	-	ENSG00000125810	CD93	ENST00000246006	6964
chr20	23351771	23357771	+	ENSG00000132661	NXT1	ENST00000254998	3980
chr20	23370062	23376062	+	ENSG00000125812	GZF1	ENST00000338121	10880
chr20	23371519	23377519	-	ENSG00000125814	NAPB	ENST00000398425	47000
chr20	23437497	23443497	+	ENSG00000125823	CSTL1	ENST00000619238	14393
chr20	23447412	23453412	-	ENSG00000125831	CST11	ENST00000377009	2464
chr20	23493010	23499010	+	ENSG00000125815	CST8	ENST00000246012	4893
chr20	23561732	23567732	-	ENSG00000101435	CST9L	ENST00000376979	3752
chr20	23599410	23605410	-	ENSG00000173335	CST9	ENST00000376971	3507
chr20	23623706	23629706	-	ENSG00000101439	CST3	ENST00000398411	11239
chr20	23682640	23688640	-	ENSG00000101441	CST4	ENST00000217423	3398
chr20	23744731	23750731	-	ENSG00000170373	CST1	ENST00000398402	3537
chr20	23820769	23826769	-	ENSG00000170369	CST2	ENST00000304725	2960
chr20	23872934	23878934	-	ENSG00000170367	CST5	ENST00000304710	3814
chr20	23982053	23988053	-	ENSG00000149435	GGTLC1	ENST00000335694	3726
chr20	24663616	24669616	+	ENSG00000101463	SYNDIG1	ENST00000376862	196987
chr20	24956928	24962928	+	ENSG00000077984	CST7	ENST00000480798	10659
chr20	24959925	24965925	-	ENSG00000101474	APMAP	ENST00000217456	29826
chr20	25003230	25009230	-	ENSG00000154930	ACSS1	ENST00000432802	51952
chr20	25067885	25073885	-	ENSG00000100987	VSX1	ENST00000429762	11246
chr20	25225075	25231075	+	ENSG00000197586	ENTPD6	ENST00000376652	32363
chr20	25291743	25297743	-	ENSG00000100997	ABHD12	ENST00000376542	96092
chr20	25295012	25301012	+	ENSG00000100994	PYGB	ENST00000216962	49927
chr20	25445563	25451563	+	ENSG00000101003	GINS1	ENST00000262460	40890
chr20	25449697	25455697	-	ENSG00000101004	NINL	ENST00000278886	132834
chr20	25609935	25615935	-	ENSG00000170191	NANP	ENST00000304788	11079
chr20	25670195	25676195	-	ENSG00000130684	ZNF337	ENST00000252979	23658
chr20	31256632	31262632	+	ENSG00000215547	DEFB115	ENST00000400552	1968
chr20	31300212	31306212	-	ENSG00000215545	DEFB116	ENST00000400549	5373
chr20	31370923	31376923	+	ENSG00000131068	DEFB118	ENST00000253381	5322
chr20	31374164	31380164	-	ENSG00000180483	DEFB119	ENST00000339144	13426
chr20	31401845	31407845	-	ENSG00000204548	DEFB121	ENST00000376312	7993
chr20	31447257	31453257	+	ENSG00000180424	DEFB123	ENST00000376309	9625
chr20	31462471	31468471	-	ENSG00000180383	DEFB124	ENST00000317676	9656
chr20	31481895	31487895	+	ENSG00000088320	REM1	ENST00000201979	9607
chr20	31545081	31551081	+	ENSG00000101898	MCTS2P	ENST00000394552	669
chr20	31566567	31572567	+	ENSG00000101294	HM13	ENST00000335574	55157
chr20	31603515	31609515	+	ENSG00000125968	ID1	ENST00000376105	1232
chr20	31642006	31648006	+	ENSG00000131055	COX4I2	ENST00000376075	7094
chr20	31661463	31667463	-	ENSG00000171552	BCL2L1	ENST00000420488	59526
chr20	31798805	31804805	+	ENSG00000088325	TPX2	ENST00000340513	62534
chr20	31831689	31837689	+	ENSG00000101306	MYLK2	ENST00000375994	15381
chr20	31841303	31847303	-	ENSG00000179772	FOXS1	ENST00000375978	1301
chr20	31844637	31850637	-	ENSG00000149599	DUSP15	ENST00000278979	23027
chr20	31941337	31947337	-	ENSG00000088356	PDRG1	ENST00000202017	7709
chr20	31942000	31948000	+	ENSG00000131044	TTLL9	ENST00000535842	74366
chr20	32000387	32006387	+	ENSG00000260903	XKR7	ENST00000562532	35236
chr20	32029180	32035180	+	ENSG00000101331	CCM2L	ENST00000452892	21742
chr20	32098856	32104856	+	ENSG00000101336	HCK	ENST00000375852	49614
chr20	32164256	32170256	+	ENSG00000101337	TM9SF4	ENST00000398022	57542
chr20	32189504	32195504	-	ENSG00000126003	PLAGL2	ENST00000246229	15239
chr20	32235658	32241658	+	ENSG00000101346	POFUT1	ENST00000375749	30778
chr20	32332011	32338011	+	ENSG00000101350	KIF3B	ENST00000375712	57360
chr20	32436319	32442319	+	ENSG00000171456	ASXL1	ENST00000375687	80988
chr20	32440059	32446059	-	ENSG00000197183	NOL4L	ENST00000621426	142274
chr20	32628625	32634625	-	ENSG00000198547	C20orf203	ENST00000608990	42316
chr20	32699699	32705699	-	ENSG00000149600	COMMD7	ENST00000278980	40768
chr20	32806356	32812356	+	ENSG00000088305	DNMT3B	ENST00000328111	46971
chr20	32847405	32853405	+	ENSG00000101367	MAPRE1	ENST00000375571	30451
chr20	32958845	32964845	+	ENSG00000215529	EFCAB8	ENST00000400522	102922
chr20	32980775	32986775	-	ENSG00000167098	SUN5	ENST00000356173	20658
chr20	33020703	33026703	+	ENSG00000078898	BPIFB2	ENST00000170150	15999
chr20	33041047	33047047	+	ENSG00000167104	BPIFB6	ENST00000349552	12399
chr20	33070628	33076628	+	ENSG00000186190	BPIFB3	ENST00000375494	18204
chr20	33108751	33114751	+	ENSG00000186191	BPIFB4	ENST00000375483	32108
chr20	33178412	33184412	+	ENSG00000131050	BPIFA2	ENST00000253362	19644
chr20	33224806	33230806	+	ENSG00000131059	BPIFA3	ENST00000375454	10454
chr20	33240311	33246311	+	ENSG00000198183	BPIFA1	ENST00000375413	7316
chr20	33306871	33312871	+	ENSG00000125999	BPIFB1	ENST00000253354	26657
chr20	33355839	33361839	-	ENSG00000101391	CDK5RAP1	ENST00000357886	42722
chr20	33404957	33410957	-	ENSG00000101400	SNTA1	ENST00000217381	35806
chr20	33647030	33653030	+	ENSG00000078699	CBFA2T2	ENST00000342704	159934
chr20	33654087	33660087	-	ENSG00000125967	NECAB3	ENST00000375238	17376
chr20	33662619	33668619	+	ENSG00000149609	C20orf144	ENST00000607738	2253
chr20	33665525	33671525	+	ENSG00000288649	ACTL10	ENST00000677665	1582
chr20	33672477	33678477	-	ENSG00000101412	E2F1	ENST00000343380	10908
chr20	33699758	33705758	-	ENSG00000101417	PXMP4	ENST00000409299	17552
chr20	33789269	33795269	+	ENSG00000131061	ZNF341	ENST00000342427	60612
chr20	33851366	33857366	+	ENSG00000101421	CHMP4B	ENST00000217402	43018
chr20	34081884	34087884	+	ENSG00000125970	RALY	ENST00000375114	91238
chr20	34085309	34091309	-	ENSG00000125977	EIF2S2	ENST00000374980	23934
chr20	34266176	34272176	+	ENSG00000101440	ASIP	ENST00000568305	74607
chr20	34277270	34283270	-	ENSG00000101444	AHCY	ENST00000538132	31532
chr20	34537748	34543748	+	ENSG00000078747	ITCH	ENST00000664852	177442
chr20	34537958	34543958	+	ENSG00000125971	DYNLRB1	ENST00000480759	24544
chr20	34557345	34563345	+	ENSG00000101460	MAP1LC3A	ENST00000374837	13491
chr20	34557542	34563542	-	ENSG00000101464	PIGU	ENST00000217446	116550
chr20	34710439	34716439	+	ENSG00000078804	TP53INP2	ENST00000374809	9100
chr20	34711774	34717774	-	ENSG00000198646	NCOA6	ENST00000359003	110877
chr20	34841720	34847720	-	ENSG00000131067	GGT7	ENST00000336431	28136
chr20	34924962	34930962	+	ENSG00000131069	ACSS2	ENST00000481284	52999
chr20	34925479	34931479	-	ENSG00000100983	GSS	ENST00000643188	27548
chr20	34999404	35005404	-	ENSG00000100991	TRPC4AP	ENST00000252015	90403
chr20	34999437	35005437	+	ENSG00000078814	MYH7B	ENST00000262873	46569
chr20	35112364	35118364	-	ENSG00000088298	EDEM2	ENST00000374492	31972
chr20	35198745	35204745	-	ENSG00000126005	MMP24OS	ENST00000635104	76356
chr20	35212904	35218904	+	ENSG00000101000	PROCR	ENST00000635377	41172
chr20	35273998	35279998	+	ENSG00000125966	MMP24	ENST00000246186	50308
chr20	35275911	35281911	-	ENSG00000242372	EIF6	ENST00000447927	5893
chr20	35282731	35288731	-	ENSG00000125998	FAM83C	ENST00000374408	6694
chr20	35299566	35305566	-	ENSG00000101019	UQCC1	ENST00000374380	109465
chr20	35430347	35436347	-	ENSG00000125965	GDF5	ENST00000374372	21399
chr20	35516280	35522280	+	ENSG00000126001	CEP250	ENST00000397527	63682
chr20	35520186	35526186	-	ENSG00000125975	C20orf173	ENST00000374345	6466
chr20	35554634	35560634	+	ENSG00000125991	ERGIC3	ENST00000357394	15596
chr20	35618094	35624094	+	ENSG00000061656	SPAG4	ENST00000679710	5265
chr20	35623044	35629044	-	ENSG00000214078	CPNE1	ENST00000397443	38856
chr20	35645925	35651925	-	ENSG00000244462	RBM12	ENST00000374114	15975
chr20	35665052	35671052	-	ENSG00000244005	NFS1	ENST00000374092	31300
chr20	35697984	35703984	+	ENSG00000125995	ROMO1	ENST00000374078	1712
chr20	35698347	35704347	-	ENSG00000131051	RBM39	ENST00000253363	40913
chr20	35947370	35953370	+	ENSG00000025293	PHF20	ENST00000374012	178355
chr20	35950629	35956629	-	ENSG00000171222	SCAND1	ENST00000373991	5843
chr20	36027700	36033700	+	ENSG00000149646	CNBD2	ENST00000373973	62110
chr20	36229799	36235799	+	ENSG00000088367	EPB41L1	ENST00000373946	140089
chr20	36267918	36273918	+	ENSG00000131043	AAR2	ENST00000397286	34459
chr20	36525637	36531637	+	ENSG00000080845	DLGAP4	ENST00000373913	222301
chr20	36548447	36554447	+	ENSG00000101335	MYL9	ENST00000279022	9928
chr20	36590950	36596950	+	ENSG00000118707	TGIF2	ENST00000373874	20462
chr20	36609318	36615318	-	ENSG00000101082	SLA2	ENST00000262866	33878
chr20	36609384	36615384	+	ENSG00000259399	TGIF2-RAB5IF	ENST00000558530	37831
chr20	36609557	36615557	+	ENSG00000101084	RAB5IF	ENST00000344795	6778
chr20	36648771	36654771	-	ENSG00000101079	NDRG3	ENST00000349004	94319
chr20	36748795	36754795	-	ENSG00000149636	DSN1	ENST00000373734	22023
chr20	36774447	36780447	-	ENSG00000149639	SOGA1	ENST00000237536	86091
chr20	36887262	36893262	-	ENSG00000101347	SAMHD1	ENST00000682773	61517
chr20	36891235	36897235	+	ENSG00000101342	TLDC2	ENST00000217320	18097
chr20	36993349	36999349	-	ENSG00000080839	RBL1	ENST00000373664	99648
chr20	37098226	37104226	-	ENSG00000101353	MROH8	ENST00000343811	78322
chr20	37238619	37244619	+	ENSG00000118705	RPN2	ENST00000373622	62458
chr20	37248086	37254086	-	ENSG00000118702	GHRH	ENST00000237527	10733
chr20	37314260	37320260	+	ENSG00000101363	MANBAL	ENST00000373606	27605
chr20	37403050	37409050	+	ENSG00000197122	SRC	ENST00000692112	59941
chr20	37499414	37505414	-	ENSG00000166619	BLCAP	ENST00000467603	25448
chr20	37520690	37526690	+	ENSG00000053438	NNAT	ENST00000346199	2484
chr20	37869128	37875128	+	ENSG00000132792	CTNNBL1	ENST00000405275	178173
chr20	37942350	37948350	+	ENSG00000132821	VSTM2L	ENST00000373461	42223
chr20	37980007	37986007	-	ENSG00000101407	TTI1	ENST00000373448	50454
chr20	38124385	38130385	-	ENSG00000198959	TGM2	ENST00000361475	37885
chr20	38124780	38130780	+	ENSG00000101413	RPRD1B	ENST00000614670	61698
chr20	38207503	38213503	-	ENSG00000149633	KIAA1755	ENST00000279024	50232
chr20	38334503	38340503	+	ENSG00000101425	BPI	ENST00000262865	33353
chr20	38374013	38380013	+	ENSG00000129988	LBP	ENST00000217407	30531
chr20	38575859	38581859	+	ENSG00000170471	RALGAPB	ENST00000397042	106043
chr20	38585463	38591463	+	ENSG00000182035	ADIG	ENST00000416116	7268
chr20	38647653	38653653	+	ENSG00000124143	ARHGAP40	ENST00000373345	48844
chr20	38726372	38732372	+	ENSG00000101438	SLC32A1	ENST00000217420	4886
chr20	38769520	38775520	+	ENSG00000101442	ACTR5	ENST00000243903	24060
chr20	38920024	38926024	+	ENSG00000101445	PPP1R16B	ENST00000299824	117327
chr20	38950106	38956106	+	ENSG00000101447	FAM83D	ENST00000619304	26794
chr20	39036721	39042721	+	ENSG00000101452	DHX35	ENST00000373325	77422
chr20	40682848	40688848	-	ENSG00000204103	MAFB	ENST00000373313	3388
chr20	41121487	41127487	+	ENSG00000198900	TOP1	ENST00000361337	95665
chr20	41174626	41180626	+	ENSG00000124181	PLCG1	ENST00000373271	40389
chr20	41175455	41181455	-	ENSG00000174306	ZHX3	ENST00000683867	139276
chr20	41356962	41362962	-	ENSG00000183798	EMILIN3	ENST00000332312	6856
chr20	41357582	41363582	+	ENSG00000132793	LPIN3	ENST00000373257	19761
chr20	41399083	41405083	-	ENSG00000124177	CHD6	ENST00000373233	216294
chr20	42069752	42075752	-	ENSG00000196090	PTPRT	ENST00000373201	1117218
chr20	43463046	43469046	+	ENSG00000124193	SRSF6	ENST00000662078	8153
chr20	43538813	43544813	+	ENSG00000185513	L3MBTL1	ENST00000649501	52371
chr20	43585237	43591237	+	ENSG00000101049	SGK2	ENST00000496343	29171
chr20	43644299	43650299	+	ENSG00000101052	IFT52	ENST00000373030	56362
chr20	43713495	43719495	+	ENSG00000101057	MYBL2	ENST00000396863	49476
chr20	43723164	43729164	-	ENSG00000124196	GTSF1L	ENST00000373003	838
chr20	44066616	44072616	+	ENSG00000124191	TOX2	ENST00000341197	154764
chr20	44103590	44109590	-	ENSG00000149596	JPH2	ENST00000372980	80598
chr20	44192939	44198939	-	ENSG00000132823	OSER1	ENST00000255174	14832
chr20	44277917	44283917	+	ENSG00000124194	GDAP1L1	ENST00000617075	33818
chr20	44299840	44305840	-	ENSG00000197296	FITM2	ENST00000396825	8362
chr20	44348238	44354238	+	ENSG00000101074	R3HDML	ENST00000217043	14195
chr20	44426671	44432671	+	ENSG00000101076	HNF4A	ENST00000316673	73971
chr20	44491603	44497603	+	ENSG00000124120	TTPAL	ENST00000262605	18729
chr20	44493224	44499224	-	ENSG00000132824	SERINC3	ENST00000255175	25861
chr20	44616522	44622522	-	ENSG00000196839	ADA	ENST00000372874	32177
chr20	44621247	44627247	+	ENSG00000168734	PKIG	ENST00000372887	92331
chr20	44724811	44730811	+	ENSG00000064205	CCN5	ENST00000372868	12967
chr20	44748808	44754808	-	ENSG00000101098	RIMS4	ENST00000372851	58738
chr20	44749313	44755313	+	ENSG00000124249	KCNK15	ENST00000372861	6448
chr20	44905532	44911532	+	ENSG00000166913	YWHAB	ENST00000353703	22827
chr20	44939130	44945130	-	ENSG00000025772	TOMM34	ENST00000372813	18267
chr20	44955594	44961594	+	ENSG00000101104	PABPC1L	ENST00000490798	36983
chr20	45077021	45083021	+	ENSG00000101109	STK4	ENST00000372806	113509
chr20	45088214	45094214	-	ENSG00000124134	KCNS1	ENST00000537075	9913
chr20	45106452	45112452	-	ENSG00000175121	WFDC5	ENST00000372789	5720
chr20	45120425	45126425	-	ENSG00000168703	WFDC12	ENST00000372785	1040
chr20	45173544	45179544	+	ENSG00000124102	PI3	ENST00000243924	1642
chr20	45206768	45212768	+	ENSG00000124233	SEMG1	ENST00000372781	2735
chr20	45221458	45227458	+	ENSG00000124157	SEMG2	ENST00000372769	3085
chr20	45249239	45255239	-	ENSG00000124107	SLPI	ENST00000338380	2325
chr20	45290445	45296445	-	ENSG00000124159	MATN4	ENST00000537548	15084
chr20	45314824	45320824	+	ENSG00000124232	RBPJL	ENST00000343694	10984
chr20	45322288	45328288	-	ENSG00000124145	SDC4	ENST00000372733	23136
chr20	45372477	45378477	-	ENSG00000124251	TP53TG5	ENST00000494455	32412
chr20	45373798	45379798	+	ENSG00000204070	SYS1	ENST00000426004	13659
chr20	45407610	45413610	+	ENSG00000244274	DBNDD2	ENST00000372723	4553
chr20	45407610	45413610	+	ENSG00000254806	SYS1-DBNDD2	ENST00000419593	47410
chr20	45453926	45459926	+	ENSG00000124155	PIGT	ENST00000640666	40793
chr20	45478532	45484532	+	ENSG00000101443	WFDC2	ENST00000372676	11779
chr20	45509461	45515461	-	ENSG00000101446	SPINT3	ENST00000217428	3161
chr20	45531196	45537196	-	ENSG00000249139	EPPIN-WFDC6	ENST00000651288	13466
chr20	45531196	45537196	-	ENSG00000243543	WFDC6	ENST00000372670	5286
chr20	45537626	45543626	-	ENSG00000101448	EPPIN	ENST00000354280	6775
chr20	45548153	45554153	-	ENSG00000158901	WFDC8	ENST00000357199	28173
chr20	45604939	45610939	-	ENSG00000180205	WFDC9	ENST00000326000	23345
chr20	45628196	45634196	+	ENSG00000180305	WFDC10A	ENST00000372643	1457
chr20	45645563	45651563	-	ENSG00000180083	WFDC11	ENST00000356562	21707
chr20	45681651	45687651	-	ENSG00000182931	WFDC10B	ENST00000330523	20368
chr20	45705817	45711817	+	ENSG00000168634	WFDC13	ENST00000305479	6779
chr20	45722830	45728830	+	ENSG00000149651	SPINT4	ENST00000279058	3483
chr20	45744944	45750944	-	ENSG00000124116	WFDC3	ENST00000481847	43988
chr20	45808418	45814418	+	ENSG00000101457	DNTTIP1	ENST00000372622	19464
chr20	45813953	45819953	+	ENSG00000175063	UBE2C	ENST00000405520	4377
chr20	45820214	45826214	-	ENSG00000101470	TNNC2	ENST00000372557	10531
chr20	45838721	45844721	-	ENSG00000101473	ACOT8	ENST00000217455	15671
chr20	45840276	45846276	+	ENSG00000124104	SNX21	ENST00000491381	9477
chr20	45876122	45882122	+	ENSG00000132801	ZSWIM3	ENST00000255152	21508
chr20	45882266	45888266	+	ENSG00000168612	ZSWIM1	ENST00000372523	4039
chr20	45883491	45889491	-	ENSG00000149634	SPATA25	ENST00000372519	1131
chr20	45885634	45891634	-	ENSG00000124257	NEURL2	ENST00000372518	2574
chr20	45895622	45901622	-	ENSG00000100979	PLTP	ENST00000372431	13533
chr20	45895820	45901820	+	ENSG00000064601	CTSA	ENST00000606788	8676
chr20	45945020	45951020	+	ENSG00000100982	PCIF1	ENST00000372409	13337
chr20	45945660	45951660	-	ENSG00000198026	ZNF335	ENST00000322927	23543
chr20	46013561	46019561	+	ENSG00000100985	MMP9	ENST00000372330	7653
chr20	46054702	46060702	+	ENSG00000124140	SLC12A5	ENST00000454036	36012
chr20	46057991	46063991	-	ENSG00000124160	NCOA5	ENST00000290231	28971
chr20	46126863	46132863	+	ENSG00000101017	CD40	ENST00000372276	11547
chr20	46170739	46176739	-	ENSG00000149654	CDH22	ENST00000537909	134759
chr20	46342984	46348984	-	ENSG00000080189	SLC35C2	ENST00000372230	18441
chr20	46384427	46390427	-	ENSG00000062598	ELMO2	ENST00000487583	45558
chr20	46496630	46502630	-	ENSG00000198185	ZNF334	ENST00000692313	13929
chr20	46537946	46543946	-	ENSG00000149635	OCSTAMP	ENST00000279028	9708
chr20	46554823	46560823	-	ENSG00000158296	SLC13A3	ENST00000290317	112316
chr20	46681365	46687365	-	ENSG00000172315	TP53RK	ENST00000372114	5079
chr20	46733347	46739347	+	ENSG00000197496	SLC2A10	ENST00000359271	26698
chr20	47185844	47191844	+	ENSG00000064655	EYA2	ENST00000357410	294220
chr20	47206214	47212214	-	ENSG00000101040	ZMYND8	ENST00000446994	147675
chr20	47653872	47659872	+	ENSG00000124151	NCOA3	ENST00000371998	154985
chr20	47653912	47659912	-	ENSG00000196562	SULF2	ENST00000359930	129674
chr20	48621252	48627252	-	ENSG00000124126	PREX1	ENST00000371941	203747
chr20	49033693	49039693	+	ENSG00000124198	ARFGEF2	ENST00000371917	114982
chr20	49093960	49099960	+	ENSG00000124207	CSE1L	ENST00000396192	50714
chr20	49110341	49116341	-	ENSG00000124214	STAU1	ENST00000371828	75026
chr20	49234946	49240946	-	ENSG00000124201	ZNFX1	ENST00000371754	40480
chr20	49241077	49247077	+	ENSG00000124228	DDX27	ENST00000484427	24730
chr20	49295107	49301107	-	ENSG00000158445	KCNB1	ENST00000635878	183902
chr20	49500874	49506874	-	ENSG00000124212	PTGIS	ENST00000244043	64263
chr20	49629945	49635945	-	ENSG00000158470	B4GALT5	ENST00000371711	80933
chr20	49889241	49895241	+	ENSG00000197818	SLC9A8	ENST00000417961	79528
chr20	49900391	49906391	-	ENSG00000158480	SPATA2	ENST00000289431	12138
chr20	49950878	49956878	+	ENSG00000124226	RNF114	ENST00000622999	17501
chr20	49985886	49991886	+	ENSG00000124216	SNAI1	ENST00000244050	5906
chr20	50078124	50084124	-	ENSG00000124208	PEDS1-UBE2V1	ENST00000341698	72513
chr20	50078124	50084124	-	ENSG00000244687	UBE2V1	ENST00000340309	34830
chr20	50115254	50121254	-	ENSG00000240849	PEDS1	ENST00000371652	35469
chr20	50189668	50195668	+	ENSG00000172216	CEBPB	ENST00000303004	1838
chr20	50582241	50588241	+	ENSG00000196396	PTPN1	ENST00000371621	74858
chr20	50583108	50589108	-	ENSG00000042062	RIPOR3	ENST00000327979	105434
chr20	50753795	50759795	+	ENSG00000124171	PARD6B	ENST00000396039	25130
chr20	50874177	50880177	+	ENSG00000124243	BCAS4	ENST00000358791	82283
chr20	50885918	50891918	-	ENSG00000101126	ADNP	ENST00000621696	42519
