Hugo_Symbol	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Splice_Site	Translation_Start_Site	total	MutatedSamples	AlteredSamples
CDK18	3	0	0	0	0	3	3	3
CDK5	3	0	0	0	0	3	3	3
CDK7	3	0	0	0	0	3	3	3
CDKL4	3	0	0	0	0	3	3	3
CDR1	3	0	0	0	0	3	3	3
CDS2	3	0	0	0	0	3	3	3
CDYL2	3	0	0	0	0	3	3	3
CEACAM21	2	1	0	0	0	3	3	3
CEACAM5	3	0	0	0	0	3	3	3
CEL	3	0	0	0	0	3	3	3
CELA1	3	0	0	0	0	3	3	3
CELA2A	1	1	0	0	1	3	3	3
CENPL	2	1	0	0	0	3	3	3
CEP104	3	0	0	0	0	3	3	3
CEP164	3	0	0	0	0	3	3	3
CEP170B	3	0	0	0	0	3	3	3
CEP19	2	1	0	0	0	3	3	3
CEP41	3	0	0	0	0	3	3	3
CEP76	3	0	0	0	0	3	3	3
CEP85L	3	0	0	0	0	3	3	3
CERS4	2	0	0	0	1	3	3	3
CES1	3	0	0	0	0	3	3	3
CETP	3	0	0	0	0	3	3	3
CFAP97	3	0	0	0	0	3	3	3
CHCHD3	3	0	0	0	0	3	3	3
CHI3L2	3	0	0	0	0	3	3	3
CHIA	3	0	0	0	0	3	3	3
CHMP6	3	0	0	0	0	3	3	3
CHRFAM7A	3	0	0	0	0	3	3	3
CHRM1	3	0	0	0	0	3	3	3
CHRM3	3	0	0	0	0	3	3	3
CHRM5	2	1	0	0	0	3	3	3
CHRNA1	3	0	0	0	0	3	3	3
CHRNA6	3	0	0	0	0	3	3	3
CHRNE	3	0	0	0	0	3	3	3
CHST5	3	0	0	0	0	3	3	3
CHST7	3	0	0	0	0	3	3	3
CIAO1	2	1	0	0	0	3	3	3
CIRH1A	3	0	0	0	0	3	3	3
CISD3	3	0	0	0	0	3	3	3
CLASRP	3	0	0	0	0	3	3	3
CLDN10	3	0	0	0	0	3	3	3
CLDN6	3	0	0	0	0	3	3	3
CLDND1	2	0	0	1	0	3	3	3
CLEC17A	3	0	0	0	0	3	3	3
CLEC4A	3	0	0	0	0	3	3	3
CLHC1	3	0	0	0	0	3	3	3
CLIC5	3	0	0	0	0	3	3	3
CLIC6	3	0	0	0	0	3	3	3
CLSTN1	3	0	0	0	0	3	3	3
CLUAP1	3	0	0	0	0	3	3	3
CLUL1	3	0	0	0	0	3	3	3
CNGB1	3	0	0	0	0	3	3	3
CNN1	3	0	0	0	0	3	3	3
CNOT10	3	0	0	0	0	3	3	3
CNPY1	2	1	0	0	0	3	3	3
CNPY2	3	0	0	0	0	3	3	3
CNR1	3	0	0	0	0	3	3	3
CNTFR	3	0	0	0	0	3	3	3
COA6	3	0	0	0	0	3	3	3
COASY	3	0	0	0	0	3	3	3
COIL	2	1	0	0	0	3	3	3
COL11A2	2	0	0	1	0	3	3	3
COL21A1	2	0	0	1	0	3	3	3
COL4A3BP	3	0	0	0	0	3	3	3
COLEC12	2	1	0	0	0	3	3	3
COLGALT2	3	0	0	0	0	3	3	3
COMMD10	3	0	0	0	0	3	3	3
COMMD4	3	0	0	0	0	3	3	3
COPS6	2	1	0	0	0	3	3	3
COQ5	3	0	0	0	0	3	3	3
COQ6	3	0	0	0	0	3	3	3
CORO2B	3	0	0	0	0	3	3	3
CPA2	1	2	0	0	0	3	3	3
CPA4	2	1	0	0	0	3	3	3
CPA6	3	0	0	0	0	3	3	3
CPE	3	0	0	0	0	3	3	3
CPT1B	2	1	0	0	0	3	3	3
CRELD1	3	0	0	0	0	3	3	3
CROT	3	0	0	0	0	3	3	3
CRTC3	3	0	0	0	0	3	3	3
CRY2	2	1	0	0	0	3	3	3
CRYL1	3	0	0	0	0	3	3	3
CRYZ	2	0	0	1	0	3	3	3
CSAG1	3	0	0	0	0	3	3	3
CSGALNACT2	3	0	0	0	0	3	3	3
CSNK1A1L	3	0	0	0	0	3	3	3
CSNK1E	3	0	0	0	0	3	3	3
CSNK2A3	3	0	0	0	0	3	3	3
CST1	3	0	0	0	0	3	3	3
CST2	1	2	0	0	0	3	3	3
CTDP1	3	0	0	0	0	3	3	3
CTGF	3	0	0	0	0	3	3	3
CTIF	3	0	0	0	0	3	3	3
CTPS1	3	0	0	0	0	3	3	3
CTSF	3	0	0	0	0	3	3	3
CTSO	3	0	0	0	0	3	3	3
CTSV	3	0	0	0	0	3	3	3
CXCL2	3	0	0	0	0	3	3	3
CXCR4	3	0	0	0	0	3	3	3
CYB5R4	3	0	0	0	0	3	3	3
CYHR1	3	0	0	0	0	3	3	3
CYP1B1	3	0	0	0	0	3	3	3
CYP21A2	3	0	0	0	0	3	3	3
CYP27A1	3	0	0	0	0	3	3	3
CYP27B1	3	0	0	0	0	3	3	3
CYP2A7	2	0	0	0	1	3	3	3
CYP2C9	3	0	0	0	0	3	3	3
CYP2D7	3	0	0	0	0	3	3	3
CYP3A43	3	0	0	0	0	3	3	3
CYP4A11	3	0	0	0	0	3	3	3
CYP4F2	2	1	0	0	0	3	3	3
CYP4Z1	2	1	0	0	0	3	3	3
CYR61	3	0	0	0	0	3	3	3
CYSLTR2	3	0	0	0	0	3	3	3
CYTH3	2	1	0	0	0	3	3	3
CYTH4	3	0	0	0	0	3	3	3
DACT2	3	0	0	0	0	3	3	3
DAGLA	2	1	0	0	0	3	3	3
DAO	2	1	0	0	0	3	3	3
DAPK2	3	0	0	0	0	3	3	3
DAZAP1	2	1	0	0	0	3	3	3
DCAF13	2	1	0	0	0	3	3	3
DCAF7	3	0	0	0	0	3	3	3
DCLRE1B	3	0	0	0	0	3	3	3
DCN	3	0	0	0	0	3	3	3
DCPS	3	0	0	0	0	3	3	3
DCSTAMP	3	0	0	0	0	3	3	3
DCTN2	3	0	0	0	0	3	3	3
DCUN1D1	2	1	0	0	0	3	3	3
DCUN1D2	3	0	0	0	0	3	3	3
DDC	2	1	0	0	0	3	3	3
DDX39A	2	1	0	0	0	3	3	3
DDX49	3	0	0	0	0	3	3	3
DDX50	3	0	0	0	0	3	3	3
DDX51	2	0	0	1	0	3	3	3
DDX59	2	1	0	0	0	3	3	3
DEAF1	2	0	0	1	0	3	3	3
DEDD	2	1	0	0	0	3	3	3
DEF6	3	0	0	0	0	3	3	3
DENND1C	2	0	0	1	0	3	3	3
DEPDC4	2	1	0	0	0	3	3	3
DFNA5	2	1	0	0	0	3	3	3
DGAT2	2	0	0	1	0	3	3	3
DGKA	3	0	0	0	0	3	3	3
DHDDS	3	0	0	0	0	3	3	3
DHX58	3	0	0	0	0	3	3	3
DIRAS2	3	0	0	0	0	3	3	3
DKC1	3	0	0	0	0	3	3	3
DLD	3	0	0	0	0	3	3	3
DNAAF3	3	0	0	0	0	3	3	3
DNAJA2	2	1	0	0	0	3	3	3
DNAJA3	2	1	0	0	0	3	3	3
DNAJA4	2	0	0	1	0	3	3	3
DNAJB12	3	0	0	0	0	3	3	3
DNAJB5	3	0	0	0	0	3	3	3
DNAJC1	2	1	0	0	0	3	3	3
DNAJC2	3	0	0	0	0	3	3	3
DNAL1	3	0	0	0	0	3	3	3
DNMT3B	3	0	0	0	0	3	3	3
DOK3	3	0	0	0	0	3	3	3
DOLK	3	0	0	0	0	3	3	3
DOLPP1	2	0	0	1	0	3	3	3
DPAGT1	3	0	0	0	0	3	3	3
DPCR1	3	0	0	0	0	3	3	3
DPM1	3	0	0	0	0	3	3	3
DPYS	2	1	0	0	0	3	3	3
DPYSL2	3	0	0	0	0	3	3	3
DQX1	2	1	0	0	0	3	3	3
DRD2	3	0	0	0	0	3	3	3
DRG2	3	0	0	0	0	3	3	3
DRGX	3	0	0	0	0	3	3	3
DSCR3	3	0	0	0	0	3	3	3
DSG1	3	0	0	0	0	3	3	3
DTX2	3	0	0	0	0	3	3	3
DTX3	3	0	0	0	0	3	3	3
DYRK1B	3	0	0	0	0	3	3	3
DZIP1	3	0	0	0	0	3	3	3
E2F7	3	0	0	0	0	3	3	3
EAPP	2	0	0	1	0	3	3	3
EBF3	3	0	0	0	0	3	3	3
EDA	3	0	0	0	0	3	3	3
EDEM1	3	0	0	0	0	3	3	3
EDN1	3	0	0	0	0	3	3	3
EDNRA	2	1	0	0	0	3	3	3
EDNRB	3	0	0	0	0	3	3	3
EDRF1	3	0	0	0	0	3	3	3
EEF1A2	3	0	0	0	0	3	3	3
EEF1G	2	1	0	0	0	3	3	3
EEFSEC	3	0	0	0	0	3	3	3
EFEMP2	3	0	0	0	0	3	3	3
EFNA3	3	0	0	0	0	3	3	3
EFTUD1	3	0	0	0	0	3	3	3
EGFL8	2	0	0	1	0	3	3	3
EGLN1	3	0	0	0	0	3	3	3
EIF1AX	2	1	0	0	0	3	3	3
EIF2AK2	3	0	0	0	0	3	3	3
EIF2AK3	3	0	0	0	0	3	3	3
EIF2B1	3	0	0	0	0	3	3	3
EIF2B2	1	1	0	1	0	3	3	3
EIF2B3	2	0	0	1	0	3	3	3
EIF2B4	3	0	0	0	0	3	3	3
EIF2S1	3	0	0	0	0	3	3	3
EIF2S2	3	0	0	0	0	3	3	3
EIF3B	3	0	0	0	0	3	3	3
EIF3D	2	1	0	0	0	3	3	3
EIF3K	3	0	0	0	0	3	3	3
EIF4A1	2	1	0	0	0	3	3	3
EIF4B	3	0	0	0	0	3	3	3
EIF4E2	3	0	0	0	0	3	3	3
ELMO2	2	0	0	1	0	3	3	3
ELMOD3	2	0	0	1	0	3	3	3
ELN	3	0	0	0	0	3	3	3
ELOVL4	3	0	0	0	0	3	3	3
ELP4	3	0	0	0	0	3	3	3
ELSPBP1	2	0	0	1	0	3	3	3
EMB	3	0	0	0	0	3	3	3
EMILIN1	3	0	0	0	0	3	3	3
EML3	3	0	0	0	0	3	3	3
ENOSF1	3	0	0	0	0	3	3	3
ENTPD4	3	0	0	0	0	3	3	3
ENTPD5	3	0	0	0	0	3	3	3
EP400NL	3	0	0	0	0	3	3	3
EPB41L4B	3	0	0	0	0	3	3	3
EPM2AIP1	2	1	0	0	0	3	3	3
EPN3	2	1	0	0	0	3	3	3
EPS8L3	3	0	0	0	0	3	3	3
ERCC1	3	0	0	0	0	3	3	3
ERCC2	2	0	0	1	0	3	3	3
ERICH6	2	1	0	0	0	3	3	3
ERLEC1	3	0	0	0	0	3	3	3
ESCO1	3	0	0	0	0	3	3	3
ETFB	3	0	0	0	0	3	3	3
ETV3	3	0	0	0	0	3	3	3
ETV7	2	1	0	0	0	3	3	3
EVA1C	3	0	0	0	0	3	3	3
EXOC8	3	0	0	0	0	3	3	3
EXOG	2	1	0	0	0	3	3	3
EYA2	3	0	0	0	0	3	3	3
EYA3	3	0	0	0	0	3	3	3
EZR	2	1	0	0	0	3	3	3
F11R	3	0	0	0	0	3	3	3
F2	3	0	0	0	0	3	3	3
FAIM3	3	0	0	0	0	3	3	3
FAM114A1	3	0	0	0	0	3	3	3
FAM120B	2	1	0	0	0	3	3	3
FAM134B	3	0	0	0	0	3	3	3
FAM149B1	3	0	0	0	0	3	3	3
FAM151A	3	0	0	0	0	3	3	3
FAM160B2	2	0	0	1	0	3	3	3
FAM162A	3	0	0	0	0	3	3	3
FAM166A	3	0	0	0	0	3	3	3
FAM167A	3	0	0	0	0	3	3	3
FAM172A	3	0	0	0	0	3	3	3
FAM175B	2	1	0	0	0	3	3	3
FAM184B	3	0	0	0	0	3	3	3
FAM196B	3	0	0	0	0	3	3	3
FAM198A	3	0	0	0	0	3	3	3
FAM200A	3	0	0	0	0	3	3	3
FAM20B	3	0	0	0	0	3	3	3
FAM20C	3	0	0	0	0	3	3	3
FAM212B	3	0	0	0	0	3	3	3
FAM217A	3	0	0	0	0	3	3	3
FAM35A	3	0	0	0	0	3	3	3
FAM45A	3	0	0	0	0	3	3	3
FAM46C	3	0	0	0	0	3	3	3
FAM53C	3	0	0	0	0	3	3	3
FAM58A	1	1	0	1	0	3	3	3
FAM63B	1	2	0	0	0	3	3	3
FAM69C	3	0	0	0	0	3	3	3
FAM71E2	2	1	0	0	0	3	3	3
FAM73A	3	0	0	0	0	3	3	3
FAM78A	3	0	0	0	0	3	3	3
FAM81A	2	1	0	0	0	3	3	3
FAM83G	3	0	0	0	0	3	3	3
FAM92A1	3	0	0	0	0	3	3	3
FAM98C	3	0	0	0	0	3	3	3
FAM9A	2	1	0	0	0	3	3	3
FANCC	3	0	0	0	0	3	3	3
FANCE	3	0	0	0	0	3	3	3
FANCG	3	0	0	0	0	3	3	3
FAR1	2	1	0	0	0	3	3	3
FARSA	3	0	0	0	0	3	3	3
FBLN1	3	0	0	0	0	3	3	3
FBRSL1	3	0	0	0	0	3	3	3
FBXL17	2	1	0	0	0	3	3	3
FBXL19	3	0	0	0	0	3	3	3
FBXL4	3	0	0	0	0	3	3	3
FBXO10	3	0	0	0	0	3	3	3
FBXO15	2	1	0	0	0	3	3	3
FBXO25	3	0	0	0	0	3	3	3
FBXO3	3	0	0	0	0	3	3	3
FBXO34	3	0	0	0	0	3	3	3
FBXO39	3	0	0	0	0	3	3	3
FBXO40	3	0	0	0	0	3	3	3
FBXO43	3	0	0	0	0	3	3	3
FBXO7	3	0	0	0	0	3	3	3
FBXW4	2	1	0	0	0	3	3	3
FCAR	3	0	0	0	0	3	3	3
FCGR2A	3	0	0	0	0	3	3	3
FCRL2	3	0	0	0	0	3	3	3
FCRLA	3	0	0	0	0	3	3	3
FDFT1	3	0	0	0	0	3	3	3
FEM1C	3	0	0	0	0	3	3	3
FERMT2	3	0	0	0	0	3	3	3
FEZ1	3	0	0	0	0	3	3	3
FGD1	3	0	0	0	0	3	3	3
FGD3	3	0	0	0	0	3	3	3
FGF13	3	0	0	0	0	3	3	3
FGF14	3	0	0	0	0	3	3	3
FGF7	2	1	0	0	0	3	3	3
FGFRL1	3	0	0	0	0	3	3	3
FGR	3	0	0	0	0	3	3	3
FIBCD1	3	0	0	0	0	3	3	3
FIBP	2	0	1	0	0	3	3	3
FILIP1L	3	0	0	0	0	3	3	3
FIP1L1	3	0	0	0	0	3	3	3
FKBP5	2	1	0	0	0	3	3	3
FLOT2	3	0	0	0	0	3	3	3
FMNL1	3	0	0	0	0	3	3	3
FMOD	3	0	0	0	0	3	3	3
FMR1NB	2	1	0	0	0	3	3	3
FN3K	3	0	0	0	0	3	3	3
FOPNL	2	1	0	0	0	3	3	3
FOXP3	2	0	0	1	0	3	3	3
FOXRED2	3	0	0	0	0	3	3	3
FPR3	3	0	0	0	0	3	3	3
FRMD1	3	0	0	0	0	3	3	3
FRS3	3	0	0	0	0	3	3	3
FTO	3	0	0	0	0	3	3	3
FUCA1	3	0	0	0	0	3	3	3
FUCA2	3	0	0	0	0	3	3	3
FUK	3	0	0	0	0	3	3	3
FUS	3	0	0	0	0	3	3	3
FUT3	3	0	0	0	0	3	3	3
FXYD3	2	0	1	0	0	3	3	3
FZD1	3	0	0	0	0	3	3	3
FZD2	3	0	0	0	0	3	3	3
FZD4	2	1	0	0	0	3	3	3
GAB1	3	0	0	0	0	3	3	3
GAB4	3	0	0	0	0	3	3	3
GABPB2	2	0	0	1	0	3	3	3
GABRA2	3	0	0	0	0	3	3	3
GABRB3	3	0	0	0	0	3	3	3
GABRE	3	0	0	0	0	3	3	3
GABRR3	3	0	0	0	0	3	3	3
GAL3ST4	3	0	0	0	0	3	3	3
GALK2	3	0	0	0	0	3	3	3
GALNT3	2	1	0	0	0	3	3	3
GALNT6	3	0	0	0	0	3	3	3
GAPT	2	1	0	0	0	3	3	3
GAS2	3	0	0	0	0	3	3	3
GAS7	3	0	0	0	0	3	3	3
GATAD2A	2	1	0	0	0	3	3	3
GATAD2B	3	0	0	0	0	3	3	3
GATB	3	0	0	0	0	3	3	3
GATM	3	0	0	0	0	3	3	3
GATSL2	3	0	0	0	0	3	3	3
GBP6	3	0	0	0	0	3	3	3
GC	2	0	0	1	0	3	3	3
GCC1	3	0	0	0	0	3	3	3
GCLC	3	0	0	0	0	3	3	3
GCM2	2	1	0	0	0	3	3	3
GCNT4	3	0	0	0	0	3	3	3
GCSAM	3	0	0	0	0	3	3	3
GDAP2	3	0	0	0	0	3	3	3
GDF10	3	0	0	0	0	3	3	3
GDPD4	3	0	0	0	0	3	3	3
GDPD5	2	0	0	1	0	3	3	3
GDPGP1	3	0	0	0	0	3	3	3
GEN1	3	0	0	0	0	3	3	3
GET4	2	1	0	0	0	3	3	3
GFAP	3	0	0	0	0	3	3	3
GFOD1	3	0	0	0	0	3	3	3
GFRA3	3	0	0	0	0	3	3	3
GGPS1	3	0	0	0	0	3	3	3
GGT7	3	0	0	0	0	3	3	3
GGTLC2	3	0	0	0	0	3	3	3
GH1	2	1	0	0	0	3	3	3
GIGYF2	2	1	0	0	0	3	3	3
GIMAP1	3	0	0	0	0	3	3	3
GIMAP4	3	0	0	0	0	3	3	3
GIMAP6	3	0	0	0	0	3	3	3
GK5	2	1	0	0	0	3	3	3
GLB1L	3	0	0	0	0	3	3	3
GLB1L2	3	0	0	0	0	3	3	3
GLCCI1	3	0	0	0	0	3	3	3
GLI4	3	0	0	0	0	3	3	3
GLT8D2	3	0	0	0	0	3	3	3
GLYCTK	3	0	0	0	0	3	3	3
GMDS	3	0	0	0	0	3	3	3
GMIP	3	0	0	0	0	3	3	3
GNA11	2	1	0	0	0	3	3	3
GNA12	3	0	0	0	0	3	3	3
GNA13	1	2	0	0	0	3	3	3
GNA14	2	0	0	1	0	3	3	3
GNAZ	3	0	0	0	0	3	3	3
GNB3	2	1	0	0	0	3	3	3
GNB5	3	0	0	0	0	3	3	3
GNL3	3	0	0	0	0	3	3	3
GOLGA2	3	0	0	0	0	3	3	3
GOLGA6L9	3	0	0	0	0	3	3	3
GOPC	3	0	0	0	0	3	3	3
GPC2	3	0	0	0	0	3	3	3
GPER1	3	0	0	0	0	3	3	3
GPHN	2	1	0	0	0	3	3	3
GPR1	3	0	0	0	0	3	3	3
GPR101	3	0	0	0	0	3	3	3
GPR108	2	1	0	0	0	3	3	3
GPR61	3	0	0	0	0	3	3	3
GPR83	2	1	0	0	0	3	3	3
GPR85	3	0	0	0	0	3	3	3
GPR87	3	0	0	0	0	3	3	3
GPT	3	0	0	0	0	3	3	3
GRAMD3	3	0	0	0	0	3	3	3
GRB14	3	0	0	0	0	3	3	3
GREM2	3	0	0	0	0	3	3	3
GRHPR	3	0	0	0	0	3	3	3
GRIA2	3	0	0	0	0	3	3	3
GRIK4	2	1	0	0	0	3	3	3
GRIN3B	3	0	0	0	0	3	3	3
GRK4	2	0	0	1	0	3	3	3
GRM7	2	1	0	0	0	3	3	3
GRTP1	2	1	0	0	0	3	3	3
GSS	3	0	0	0	0	3	3	3
GSTCD	3	0	0	0	0	3	3	3
GTDC1	3	0	0	0	0	3	3	3
GTF2A1	3	0	0	0	0	3	3	3
GTF2E2	1	1	0	1	0	3	3	3
GTF2H3	3	0	0	0	0	3	3	3
GXYLT1	3	0	0	0	0	3	3	3
GYS2	3	0	0	0	0	3	3	3
GZMA	3	0	0	0	0	3	3	3
GZMH	3	0	0	0	0	3	3	3
H2AFY2	2	1	0	0	0	3	3	3
H2AFZ	3	0	0	0	0	3	3	3
H3F3A	3	0	0	0	0	3	3	3
H6PD	2	1	0	0	0	3	3	3
HACD1	3	0	0	0	0	3	3	3
HADHB	3	0	0	0	0	3	3	3
HAO1	3	0	0	0	0	3	3	3
HAUS4	3	0	0	0	0	3	3	3
HCCS	3	0	0	0	0	3	3	3
HDAC2	2	0	1	0	0	3	3	3
HEATR3	1	1	0	1	0	3	3	3
HECTD3	3	0	0	0	0	3	3	3
HEMK1	3	0	0	0	0	3	3	3
HERC4	3	0	0	0	0	3	3	3
HEXDC	2	1	0	0	0	3	3	3
HEY2	3	0	0	0	0	3	3	3
HEYL	2	1	0	0	0	3	3	3
HGD	2	0	0	1	0	3	3	3
HHAT	3	0	0	0	0	3	3	3
HHATL	3	0	0	0	0	3	3	3
HHLA2	2	1	0	0	0	3	3	3
HIBADH	3	0	0	0	0	3	3	3
HIBCH	2	1	0	0	0	3	3	3
HIRIP3	3	0	0	0	0	3	3	3
HIST1H1C	3	0	0	0	0	3	3	3
HIST1H2AI	2	1	0	0	0	3	3	3
HIST1H2AM	1	2	0	0	0	3	3	3
HIST1H2BH	3	0	0	0	0	3	3	3
HIST1H2BK	3	0	0	0	0	3	3	3
HIST1H3G	3	0	0	0	0	3	3	3
HIST1H4J	2	1	0	0	0	3	3	3
HK3	3	0	0	0	0	3	3	3
HLA-C	2	0	0	1	0	3	3	3
HLA-F	3	0	0	0	0	3	3	3
HMBS	3	0	0	0	0	3	3	3
HMGB2	3	0	0	0	0	3	3	3
HMGB3	2	1	0	0	0	3	3	3
HNRNPA3	1	1	0	1	0	3	3	3
HNRNPCL1	3	0	0	0	0	3	3	3
HNRNPCL2	3	0	0	0	0	3	3	3
HNRNPH3	2	0	1	0	0	3	3	3
HOMER1	3	0	0	0	0	3	3	3
HOXA5	3	0	0	0	0	3	3	3
HOXB13	2	1	0	0	0	3	3	3
HOXB3	3	0	0	0	0	3	3	3
HOXB9	3	0	0	0	0	3	3	3
HP1BP3	3	0	0	0	0	3	3	3
HPGDS	3	0	0	0	0	3	3	3
HRASLS	3	0	0	0	0	3	3	3
HSD17B2	3	0	0	0	0	3	3	3
HSD3B2	3	0	0	0	0	3	3	3
HSF2BP	3	0	0	0	0	3	3	3
HSF5	1	2	0	0	0	3	3	3
HSP90B1	2	0	0	1	0	3	3	3
HSPA6	3	0	0	0	0	3	3	3
HUS1B	3	0	0	0	0	3	3	3
HVCN1	3	0	0	0	0	3	3	3
HYAL2	3	0	0	0	0	3	3	3
HYLS1	3	0	0	0	0	3	3	3
HZGJ	3	0	0	0	0	3	3	3
IDO1	3	0	0	0	0	3	3	3
IFIT3	2	1	0	0	0	3	3	3
IFIT5	2	1	0	0	0	3	3	3
IFITM10	2	0	0	1	0	3	3	3
IFNAR2	2	1	0	0	0	3	3	3
IGBP1	3	0	0	0	0	3	3	3
IGF2BP1	2	1	0	0	0	3	3	3
IGF2BP3	1	2	0	0	0	3	3	3
IGFALS	2	1	0	0	0	3	3	3
IGHV3-53	3	0	0	0	0	3	3	3
IGHV3-66	3	0	0	0	0	3	3	3
IGHV3-74	3	0	0	0	0	3	3	3
IGHV4-28	3	0	0	0	0	3	3	3
IGKV1-5	3	0	0	0	0	3	3	3
IGKV1D-16	3	0	0	0	0	3	3	3
IGKV3-7	3	0	0	0	0	3	3	3
IGLV5-45	3	0	0	0	0	3	3	3
IGLV5-48	3	0	0	0	0	3	3	3
IKZF2	3	0	0	0	0	3	3	3
IKZF5	3	0	0	0	0	3	3	3
IL13RA1	2	0	0	1	0	3	3	3
IL15	3	0	0	0	0	3	3	3
IL17RA	3	0	0	0	0	3	3	3
IL17RB	3	0	0	0	0	3	3	3
IL17RE	3	0	0	0	0	3	3	3
IL1R1	2	1	0	0	0	3	3	3
IL1R2	3	0	0	0	0	3	3	3
IL1RAPL2	3	0	0	0	0	3	3	3
IL1RL1	3	0	0	0	0	3	3	3
IL1RN	3	0	0	0	0	3	3	3
IL34	3	0	0	0	0	3	3	3
IL9R	3	0	0	0	0	3	3	3
ILDR1	3	0	0	0	0	3	3	3
IMPA2	2	1	0	0	0	3	3	3
IMPACT	3	0	0	0	0	3	3	3
IMPDH1	3	0	0	0	0	3	3	3
INF2	3	0	0	0	0	3	3	3
INHA	3	0	0	0	0	3	3	3
INHBA	3	0	0	0	0	3	3	3
INO80C	3	0	0	0	0	3	3	3
INTS5	3	0	0	0	0	3	3	3
IP6K1	3	0	0	0	0	3	3	3
IPO4	3	0	0	0	0	3	3	3
IPP	3	0	0	0	0	3	3	3
IQCD	2	1	0	0	0	3	3	3
IQSEC1	3	0	0	0	0	3	3	3
IRAK1	3	0	0	0	0	3	3	3
IRAK4	3	0	0	0	0	3	3	3
IRF5	3	0	0	0	0	3	3	3
IRF6	3	0	0	0	0	3	3	3
ISL1	3	0	0	0	0	3	3	3
ITGB5	3	0	0	0	0	3	3	3
ITIH2	3	0	0	0	0	3	3	3
ITIH3	3	0	0	0	0	3	3	3
ITPRIP	3	0	0	0	0	3	3	3
JAKMIP2	2	1	0	0	0	3	3	3
JUP	3	0	0	0	0	3	3	3
KANK3	3	0	0	0	0	3	3	3
KANSL3	3	0	0	0	0	3	3	3
KARS	3	0	0	0	0	3	3	3
KAT2A	3	0	0	0	0	3	3	3
KAT5	3	0	0	0	0	3	3	3
KAT8	3	0	0	0	0	3	3	3
KAZN	1	1	0	1	0	3	3	3
KBTBD12	2	1	0	0	0	3	3	3
KCMF1	2	1	0	0	0	3	3	3
KCNC1	3	0	0	0	0	3	3	3
KCNC3	2	1	0	0	0	3	3	3
KCNC4	2	0	0	1	0	3	3	3
KCNG4	2	1	0	0	0	3	3	3
KCNIP4	3	0	0	0	0	3	3	3
KCNJ1	3	0	0	0	0	3	3	3
KCNJ11	2	1	0	0	0	3	3	3
KCNK10	3	0	0	0	0	3	3	3
KCNK15	3	0	0	0	0	3	3	3
KCNK5	3	0	0	0	0	3	3	3
KCNN2	2	1	0	0	0	3	3	3
KCNS3	3	0	0	0	0	3	3	3
KCTD10	3	0	0	0	0	3	3	3
KCTD18	1	2	0	0	0	3	3	3
KDELC2	3	0	0	0	0	3	3	3
KDM1B	3	0	0	0	0	3	3	3
KDM4B	2	1	0	0	0	3	3	3
KDM4D	2	1	0	0	0	3	3	3
KDM7A	3	0	0	0	0	3	3	3
KEL	1	1	0	1	0	3	3	3
KHDRBS2	3	0	0	0	0	3	3	3
KHDRBS3	1	2	0	0	0	3	3	3
KIAA0226L	3	0	0	0	0	3	3	3
KIAA0355	3	0	0	0	0	3	3	3
KIAA0391	3	0	0	0	0	3	3	3
KIAA0895	3	0	0	0	0	3	3	3
KIAA1161	3	0	0	0	0	3	3	3
KIAA1191	3	0	0	0	0	3	3	3
KIAA1467	3	0	0	0	0	3	3	3
KIAA1522	3	0	0	0	0	3	3	3
KIAA1598	3	0	0	0	0	3	3	3
KIAA2013	3	0	0	0	0	3	3	3
KIF3A	3	0	0	0	0	3	3	3
KIF3B	3	0	0	0	0	3	3	3
KIF3C	3	0	0	0	0	3	3	3
KIF9	3	0	0	0	0	3	3	3
KIR2DL1	3	0	0	0	0	3	3	3
KIR2DS4	3	0	0	0	0	3	3	3
KIR3DL1	3	0	0	0	0	3	3	3
KIZ	2	1	0	0	0	3	3	3
KLC3	3	0	0	0	0	3	3	3
KLF17	3	0	0	0	0	3	3	3
KLHDC3	2	0	0	1	0	3	3	3
KLHL12	3	0	0	0	0	3	3	3
KLHL25	3	0	0	0	0	3	3	3
KLHL29	3	0	0	0	0	3	3	3
KLHL3	2	1	0	0	0	3	3	3
KLHL6	3	0	0	0	0	3	3	3
KLK11	2	1	0	0	0	3	3	3
KLK12	3	0	0	0	0	3	3	3
KLK5	3	0	0	0	0	3	3	3
KNSTRN	3	0	0	0	0	3	3	3
KRBOX4	3	0	0	0	0	3	3	3
KRT17	3	0	0	0	0	3	3	3
KRT18	3	0	0	0	0	3	3	3
KRT2	3	0	0	0	0	3	3	3
KRT222	3	0	0	0	0	3	3	3
KRT6A	3	0	0	0	0	3	3	3
KRT6C	3	0	0	0	0	3	3	3
KRT86	2	0	0	1	0	3	3	3
KXD1	3	0	0	0	0	3	3	3
KY	2	0	0	1	0	3	3	3
L3MBTL2	2	0	0	1	0	3	3	3
LACC1	3	0	0	0	0	3	3	3
LACE1	2	1	0	0	0	3	3	3
LACTB2	2	1	0	0	0	3	3	3
LAMP3	2	1	0	0	0	3	3	3
LANCL3	3	0	0	0	0	3	3	3
LAPTM4B	2	1	0	0	0	3	3	3
LARS2	2	1	0	0	0	3	3	3
LAYN	3	0	0	0	0	3	3	3
LCK	3	0	0	0	0	3	3	3
LCP2	3	0	0	0	0	3	3	3
LDHA	3	0	0	0	0	3	3	3
