Chr	Start	End	Mutations
chr19	8374812	8377627	0
chr19	10258852	10263635	0
chr19	10471408	10477756	0
chr19	10688086	10690705	1
chr19	10870600	10874636	0
chr19	10920071	10924101	3
chr19	10924100	10926161	1
chr19	10928634	10931966	0
chr19	11132535	11135385	0
chr19	11164427	11170747	2
chr19	11199470	11199558	0
chr19	11199557	11201112	1
chr19	11201111	11202776	1
chr19	11325024	11328508	2
chr19	11357616	11359089	1
chr19	11363535	11366838	4
chr19	11458800	11464807	0
chr19	11617572	11618955	1
chr19	11618954	11623303	0
chr19	11785658	11788970	0
chr19	11833514	11837945	3
chr19	12577099	12579547	0
chr19	12749008	12755106	1
chr19	12758608	12762217	0
chr19	12758608	12762217	0
chr19	12871415	12873009	0
chr19	12874300	12875889	0
chr19	12878442	12881558	1
chr19	12881557	12882363	0
chr19	12882362	12889530	1
chr19	12910917	12913332	0
chr19	12976314	12985712	0
chr19	13206228	13212297	0
chr19	13926726	13931361	2
chr19	13926726	13931361	2
chr19	13933223	13938902	1
chr19	13933223	13938902	1
chr19	14027398	14030441	0
chr19	14030440	14034842	3
chr19	14062802	14073447	0
chr19	14075990	14081159	0
chr19	14075990	14081159	0
chr19	14560728	14563424	1
chr19	14560728	14563424	1
chr19	15222044	15226637	0
chr19	15226636	15229088	3
chr19	15230233	15234508	2
chr19	15351854	15354788	0
chr19	15373583	15380159	0
chr19	15469744	15471957	0
chr19	16189924	16190149	0
chr19	16190148	16190930	1
chr19	16190929	16191852	1
chr19	16191851	16193501	0
chr19	16193500	16194819	0
chr19	16194818	16195461	0
chr19	16240741	16245197	0
chr19	16473177	16476315	0
chr19	16630295	16631497	0
chr19	16631496	16635458	0
chr19	16686291	16689467	1
chr19	16690401	16691132	0
chr19	17208666	17213822	1
chr19	17213821	17216943	2
chr19	17213821	17216943	2
chr19	17324589	17326830	0
chr19	17339022	17341539	2
chr19	17341538	17344710	0
chr19	17385936	17389869	0
chr19	17389868	17399052	0
chr19	17432913	17435518	0
chr19	17432913	17435518	0
chr19	17435517	17441920	0
chr19	17435517	17441920	0
chr19	17896343	17899747	0
chr19	18254180	18258800	2
chr19	18275395	18277788	0
chr19	18277787	18279847	0
chr19	18279846	18282648	0
chr19	18367645	18372068	0
chr19	18385336	18388714	1
chr19	18385336	18388714	1
chr19	18388713	18390077	0
chr19	18388713	18390077	0
chr19	18390076	18390945	0
chr19	18390076	18390945	0
chr19	18390944	18393158	0
chr19	18390944	18393158	0
chr19	18393157	18395448	0
chr19	18860765	18865339	0
chr19	18865591	18869551	1
chr19	18865591	18869551	1
chr19	18870234	18873564	0
chr19	18870234	18873564	0
chr19	19106828	19111353	2
chr19	19278816	19280590	2
chr19	19542211	19545588	2
chr19	19619365	19622781	0
chr19	19623044	19625978	1
chr19	19787962	19790903	0
chr19	24129466	24131690	0
chr19	29695425	29697084	0
chr19	29700900	29701147	0
chr19	29701146	29701821	0
chr19	33129661	33130704	1
chr19	34688997	34691105	0
chr19	34745472	34746815	0
chr19	35489516	35492293	0
chr19	35495670	35498606	0
chr19	35498904	35502118	1
chr19	35549540	35552557	1
chr19	35549540	35552557	1
chr19	35740198	35744705	3
chr19	35740198	35744705	3
chr19	35751276	35755379	4
chr19	35751276	35755379	4
chr19	35755753	35756761	0
chr19	35755753	35756761	0
chr19	35756760	35762288	1
chr19	35756760	35762288	1
chr19	35767863	35769313	0
chr19	35769312	35771118	0
chr19	35772214	35774091	0
chr19	35988733	35993723	0
chr19	36113068	36115524	1
chr19	36126770	36128373	0
chr19	36379295	36381908	0
chr19	36507628	36510728	0
chr19	36512548	36516935	3
chr19	36636740	36638012	0
chr19	36638011	36639818	9
chr19	38797745	38802081	2
chr19	38818116	38822595	0
chr19	38868845	38871195	1
chr19	38875362	38877106	0
chr19	39112086	39113470	0
chr19	39184549	39188005	0
chr19	39199343	39201470	1
chr19	39199343	39201470	1
chr19	39201469	39205353	0
chr19	39201469	39205353	0
chr19	39327120	39329292	2
chr19	39329291	39329908	0
chr19	39329907	39331798	0
chr19	39397738	39401438	0
chr19	39408913	39410414	0
chr19	39410854	39413156	0
chr19	39518891	39523781	0
chr19	39657307	39660864	0
chr19	39661737	39665469	0
chr19	39831608	39833436	0
chr19	39859557	39862164	0
chr19	39863545	39866263	1
chr19	40767945	40775528	1
chr19	41094384	41098635	4
chr19	41125206	41129746	0
chr19	41129745	41132198	0
chr19	41207977	41211279	0
chr19	41260364	41267691	0
chr19	41806753	41809154	0
chr19	41813423	41815781	0
chr19	41926997	41929951	0
chr19	41932619	41934658	0
chr19	42371958	42377455	2
chr19	42377615	42380670	0
chr19	42386356	42388877	0
chr19	42388876	42390710	0
chr19	42575180	42581088	0
chr19	42749390	42751363	0
chr19	42751362	42754147	0
chr19	42754146	42754578	3
chr19	43966992	43968751	1
chr19	43968750	43970256	0
chr19	44007643	44012326	5
chr19	44110785	44113846	0
chr19	44229561	44232785	0
chr19	44991404	44995393	0
chr19	45351489	45353181	1
chr19	45375734	45379785	0
chr19	45379784	45381249	0
chr19	45381248	45383340	1
chr19	45403695	45406062	0
chr19	45406061	45409144	4
chr19	45409143	45411372	3
chr19	45504668	45507925	0
chr19	45680918	45684311	0
chr19	45685724	45688786	4
chr19	45764568	45768647	0
chr19	45764568	45768647	0
chr19	45764568	45768647	0
chr19	45796863	45801920	0
chr19	45884636	45886869	2
chr19	45888128	45889498	0
chr19	45910899	45912063	0
chr19	45913047	45915822	2
chr19	46018143	46021461	1
chr19	46387171	46390558	3
chr19	46392797	46397351	0
chr19	47207273	47209677	0
chr19	47220066	47228293	1
chr19	47278429	47280119	0
chr19	47342043	47347905	0
chr19	47519816	47522733	4
chr19	47738543	47742494	3
chr19	47759426	47760931	0
chr19	47777265	47781861	1
chr19	48110925	48114202	0
chr19	48178850	48182594	0
chr19	48835678	48837931	1
chr19	48945863	48951668	0
chr19	48956428	48961753	3
chr19	48964073	48966115	0
chr19	48964073	48966115	0
chr19	48964073	48966115	0
chr19	48966652	48968282	1
chr19	48966652	48968282	1
chr19	49059551	49065679	2
chr19	49066712	49069485	0
chr19	49112311	49116239	0
chr19	49116238	49118225	1
chr19	49118224	49118824	3
chr19	49120066	49120879	0
chr19	49120878	49121625	0
chr19	49423671	49426107	0
chr19	49423671	49426107	0
chr19	49426106	49428342	0
chr19	49426106	49428342	0
chr19	49481374	49483603	0
chr19	49501401	49507408	0
chr19	49621669	49624531	0
chr19	49627815	49637457	1
chr19	49627815	49637457	1
chr19	49668612	49674134	1
chr19	49674133	49675332	0
chr19	49713538	49715137	0
chr19	49841192	49843656	0
chr19	49975389	49981213	1
chr19	50301931	50310972	1
chr19	50310971	50312150	0
chr19	50380863	50387366	1
chr19	50423039	50428647	3
chr19	50488738	50492474	0
chr19	50514381	50516664	0
chr19	50514381	50516664	0
chr19	50727159	50729982	0
chr19	50765435	50769153	0
chr19	50769152	50772320	3
chr19	50774787	50777490	0
chr19	50815123	50816661	0
chr19	50816660	50817232	0
chr19	50817409	50820177	2
chr19	50820176	50820343	0
chr19	50820342	50821892	1
chr19	50821891	50823077	0
chr19	50821891	50823077	0
chr19	50823551	50830094	5
chr19	50876279	50883454	5
chr19	50883453	50884899	0
chr19	52701937	52705496	10
chr19	52798825	52802856	8
chr19	53632331	53637357	1
chr19	53944101	53945813	0
chr19	53946208	53947570	0
chr19	54634566	54638744	7
chr19	54667671	54672996	0
chr19	55576397	55578714	2
chr19	55579121	55580813	0
chr19	55592434	55594464	0
chr19	55887031	55892331	0
chr19	55892889	55897148	0
chr19	55988389	55990500	0
chr19	55990499	55998306	0
chr19	56088535	56092783	0
chr19	56149515	56158345	0
chr19	56181758	56183625	0
chr19	56185131	56187315	1
chr19	56185131	56187315	1
chr19	56189563	56195346	5
chr19	56205271	56209075	0
chr19	56215074	56217160	0
chr19	56217159	56218250	0
chr19	56218249	56219706	0
chr19	56626691	56628204	0
chr19	56628203	56633432	0
chr19	56661372	56665315	10
chr19	58313327	58314255	0
chr19	58314254	58315463	0
chr19	58315462	58316621	0
chr19	58509988	58511547	0
chr20	62125465	62136444	0
chr20	62125465	62136444	0
chr20	2637448	2641401	0
chr20	31406776	31409344	0
chr20	35436035	35438829	0
chr20	62176118	62186343	0
chr20	1316584	1319920	0
chr20	3782583	3784159	0
chr20	3785164	3786588	0
chr20	3786587	3788502	0
chr20	3827213	3828846	0
chr20	20002204	20004064	0
chr20	32440743	32442238	0
chr20	32440743	32442238	0
chr20	32442237	32449895	1
chr20	32442237	32449895	1
chr20	33021142	33023863	1
chr20	33673631	33675998	0
chr20	33857116	33860543	0
chr20	35200129	35203836	0
chr20	35429649	35436036	0
chr20	36029588	36033376	1
chr20	36033375	36037191	0
chr20	43538279	43540766	1
chr20	44427756	44431341	0
chr20	45810357	45810609	0
chr20	46367064	46370203	1
chr20	49235462	49237260	0
chr20	53496381	53496630	0
chr20	57564293	57566783	2
chr20	57571075	57571713	0
chr20	57601734	57602825	0
chr20	62198897	62207756	1
chr20	62298071	62300801	0
chr21	30719152	30720077	0
chr21	34142301	34144926	0
chr21	42841797	42844575	0
chr21	43988952	43991500	0
chr21	44459967	44467408	0
chr21	46181314	46187892	0
chr21	30746939	30749176	1
chr21	37520330	37523505	0
chr21	38825659	38829069	0
chr21	43166341	43170009	0
chr21	43983818	43986704	0
chr21	43986703	43988328	0
chr21	44327919	44331991	1
chr21	44327919	44331991	1
chr21	44492809	44497890	0
chr21	44845322	44848063	0
chr21	44848062	44848369	0
chr21	45221695	45224173	0
chr21	45229019	45231648	0
chr21	46188774	46190139	0
chr21	46232688	46235044	0
chr21	46568501	46571184	0
chr22	42073118	42076633	0
chr22	19868000	19876380	0
chr22	20141210	20153431	0
chr22	20141210	20153431	0
chr22	23607290	23612923	0
chr22	30981662	30987177	0
chr22	31522751	31528262	0
chr22	38483537	38489273	0
chr22	38681561	38684274	0
chr22	38681561	38684274	0
chr22	41662485	41664702	0
chr22	41910027	41912243	0
chr22	41910027	41912243	0
chr22	41924934	41927858	0
chr22	43036063	43041280	0
chr22	43530082	43533263	0
chr22	46359189	46367268	0
chr22	46359189	46367268	0
chr22	50618708	50627386	0
chr22	50740938	50743311	0
chr22	17588309	17590784	0
chr22	17588309	17590784	0
chr22	17590783	17593085	0
chr22	17590783	17593085	0
chr22	19964870	19969376	0
chr22	19972138	19976045	0
chr22	20111630	20114902	4
chr22	21060812	21068005	0
chr22	21956406	21960371	0
chr22	23599381	23605699	0
chr22	23736851	23740260	0
chr22	24175693	24179512	2
chr22	24180118	24181893	0
chr22	24186009	24188806	6
chr22	24216066	24221065	0
chr22	25727374	25730178	0
chr22	29695937	29699698	0
chr22	29699697	29702993	0
chr22	29728633	29734819	1
chr22	30428078	30429953	0
chr22	30968841	30976626	0
chr22	30976782	30981663	0
chr22	31322615	31325046	0
chr22	31528261	31538014	1
chr22	31671450	31673528	0
chr22	31678606	31681483	0
chr22	35722283	35729742	2
chr22	36753317	36755670	0
chr22	36755669	36757562	0
chr22	36757561	36759333	0
chr22	36759707	36763011	0
chr22	36868213	36875793	1
chr22	36875792	36879726	3
chr22	37571912	37574631	0
chr22	37571912	37574631	0
chr22	37882805	37892196	1
chr22	38044272	38052793	0
chr22	38084010	38085588	0
chr22	38087529	38092099	0
chr22	38217932	38221848	1
chr22	38290773	38293917	0
chr22	38687280	38689378	2
chr22	38687280	38689378	2
chr22	39085248	39087612	1
chr22	40930950	40934732	0
chr22	41568971	41574825	1
chr22	41575646	41577562	0
chr22	41577898	41579988	0
chr22	41657457	41662486	0
chr22	41829627	41832194	0
chr22	41834177	41837578	0
chr22	41918557	41924935	0
chr22	42058192	42060828	1
chr22	43525518	43527748	0
chr22	43528235	43529372	0
chr22	45195149	45199104	1
chr22	46325987	46330065	1
chr22	46330064	46331894	1
chr22	46351807	46359190	1
chr22	46351807	46359190	1
chr22	50161709	50166210	0
chr22	50277404	50280421	5
chr22	50298914	50306037	0
chr22	50726781	50730801	0
chr22	50733916	50740939	2
chr22	50743310	50747512	1
chrX	20151397	20153106	0
chrX	48919108	48922956	0
chrX	149929320	149931696	0
chrX	152973272	152978890	0
chrX	153058332	153060960	0
chrX	153580384	153584638	0
chrX	153697507	153700802	0
chrX	153779571	153781866	0
chrX	24078679	24080041	0
chrX	24080040	24081071	0
chrX	24217008	24218298	0
chrX	24218297	24219893	0
chrX	47064192	47065653	0
chrX	47089464	47090791	0
chrX	47090790	47091613	0
chrX	47091612	47094081	2
chrX	47095917	47098850	0
chrX	48454744	48461087	2
chrX	48768302	48771837	0
chrX	48828694	48829944	0
chrX	48828694	48829944	0
chrX	48829943	48832563	1
chrX	48829943	48832563	1
chrX	48924288	48927424	0
chrX	49028280	49030918	5
chrX	49031667	49034450	1
chrX	53221574	53224175	0
chrX	53226870	53228508	0
chrX	102938444	102939267	0
chrX	102940803	102942594	0
chrX	135579145	135581060	3
chrX	152709487	152712790	0
chrX	152970101	152972143	1
chrX	152989616	152992626	5
chrX	153052705	153058222	6
chrX	153060959	153064075	0
chrX	153182878	153186615	1
chrX	153272878	153276482	0
chrX	153276481	153277851	0
chrX	153278411	153280209	0
chrX	153577617	153580385	3
chrX	153586309	153588130	0
chrX	153588540	153593768	1
chrX	153702712	153704708	2
chrX	153739056	153745413	1
chrX	153774598	153777718	3
chrY	13703669	13704527	0
