Chr	Start	End	Name	Score	Strand	Length
chr9	135663309	135666961	LCN9	0	+	3652
chr9	137877782	138124624	CACNA1B	0	+	246842
chr10	17951839	18043292	SLC39A12	0	+	91453
chr10	17752201	17800868	TMEM236	0	+	48667
chr10	17315421	17454595	ST8SIA6	0	-	139174
chr10	37125598	37232567	ANKRD30A	0	+	106969
chr10	50799409	50885675	A1CF	0	-	86266
chr10	84231520	84241546	LRIT1	0	-	10026
chr10	84230666	84259960	RGR	0	+	29294
chr10	113550837	113589602	HABP2	0	+	38765
chr10	117128521	117138301	VAX1	0	-	9780
chr10	70247329	70284004	NPFFR1	0	-	36675
chr10	102830531	102837472	CYP17A1	0	-	6941
chr11	40114203	41459773	LRRC4C	0	-	1345570
chr11	58640426	58731974	GLYAT	0	-	91548
chr11	55993681	55994625	OR5F1	0	-	944
chr11	86374736	86423109	CCDC81	0	+	48373
chr11	113409605	113475691	DRD2	0	-	66086
chr11	113904796	113949079	HTR3B	0	+	44283
chr11	120511746	120988906	GRIK4	0	+	477160
chr20	23985050	23988779	GGTLC1	0	-	3729
chr11	62989154	63015841	SLC22A8	0	-	26687
chr20	2536573	2643580	TMC2	0	+	107007
chr11	60867542	60875693	ZP1	0	+	8151
chr11	60040409	60048044	OOSP2	0	+	7635
chr11	60056587	60071115	MS4A3	0	+	14528
chr11	126423358	127003460	KIRREL3	0	-	580102
chr11	118162806	118176639	SCN2B	0	-	13833
chr20	33662327	33665619	C20orf144	0	+	3292
chr20	45886491	45887622	SPATA25	0	-	1131
chr20	46540946	46550654	OCSTAMP	0	-	9708
chr20	45722347	45725830	SPINT4	0	+	3483
chr20	46173739	46308498	CDH22	0	-	134759
chr11	64934471	64935893	GPHA2	0	-	1422
chr11	63369785	63410294	SLC22A9	0	+	40509
chr16	30024427	30052978	TLCD3B	0	-	28551
chrX	21372801	21654695	CNKSR2	0	+	281894
chr11	99020949	100358885	CNTN5	0	+	1337936
chr12	9827481	9845007	KLRF1	0	+	17526
chr11	55262155	55271114	TRIM48	0	+	8959
chr11	56346039	56346998	OR8K1	0	+	959
chr10	53802771	55627942	PCDH15	0	-	1825171
chr13	69700594	70108493	KLHL1	0	-	407899
chr4	175632934	176002664	GPM6A	0	-	369730
chr4	176065841	176182818	WDR17	0	+	116977
chr4	176184579	176195585	SPATA4	0	-	11006
chr18	74534500	74587212	CNDP1	0	+	52712
chr15	39588357	39782841	FSIP1	0	-	194484
chr11	85855101	85920021	CCDC83	0	+	64920
chr1	192158462	192185815	RGS18	0	+	27353
chr2	11133128	11151317	C2orf50	0	+	18189
chr4	163471095	163473754	TKTL2	0	-	2659
chr10	24981979	25062279	ENKUR	0	-	80300
chr10	30611779	30629762	LYZL2	0	-	17983
chr12	110501655	110533556	RAD9B	0	+	31901
chr14	32934396	33820863	NPAS3	0	+	886467
chr2	3658200	3702671	ALLC	0	+	44471
chr11	78063861	78068351	THRSP	0	+	4490
chr2	17816460	17817798	MSGN1	0	+	1338
chr1	198523222	198540945	ATP6V1G3	0	-	17723
chr4	127730400	127774292	SLC25A31	0	+	43892
chr12	100717526	101128641	ANO4	0	+	411115
chr3	114127580	114199407	DRD3	0	-	71827
chr4	146638893	146642474	POU4F2	0	+	3581
chr10	133237855	133241928	VENTX	0	+	4073
chr10	7703316	7749520	ITIH2	0	+	46204
chr11	128836315	128867373	KCNJ1	0	-	31058
chr14	57563920	57982194	SLC35F4	0	-	418274
chr4	46243548	46475230	GABRA2	0	-	231682
chr12	128853427	128984968	GLT1D1	0	+	131541
chr12	129071725	129904025	TMEM132D	0	-	832300
chr4	154781213	154828813	RBM46	0	+	47600
chr6	99918519	99994247	MCHR2	0	-	75728
chr2	130191745	130198439	TUBA3E	0	-	6694
chr1	176857302	177164973	ASTN1	0	-	307671
chr2	130521197	130528604	CFC1B	0	+	7407
chr13	48653711	48711226	CYSLTR2	0	+	57515
chr4	92303966	93810157	GRID2	0	+	1506191
chr18	42743227	43115691	RIT2	0	-	372464
chr2	168901291	168910000	G6PC2	0	+	8709
chr11	13492054	13496181	PTH	0	-	4127
chr2	85418714	85437029	SH2D6	0	+	18315
chr5	80487969	80542563	FAM151B	0	+	54594
chr2	197726879	197786762	BOLL	0	-	59883
chr10	15032227	15073853	OLAH	0	+	41626
chr19	58034025	58054631	ZSCAN1	0	+	20606
chr11	105609994	105982092	GRIA4	0	+	372098
chr4	87608529	87616873	DSPP	0	+	8344
chr4	87650280	87664361	DMP1	0	+	14081
chr4	87821398	87846814	MEPE	0	+	25416
chr5	35904288	35938779	CAPSL	0	-	34491
chr5	55738017	55817157	DDX4	0	+	79140
chr2	70808643	70820599	CLEC4F	0	-	11956
chr1	66752459	66779047	DYNLT5	0	+	26588
chr10	89430299	89556641	SLC16A12	0	-	126342
chr6	146027646	146437601	GRM1	0	+	409955
chr5	58582221	58859394	RAB3C	0	+	277173
chr12	25409307	25648579	LMNTD1	0	-	239272
chr6	24126186	24154900	NRSN1	0	+	28714
chr3	147393422	147510293	ZIC1	0	+	116871
chr2	134838616	134902034	ACMSD	0	+	63418
chr1	247738615	247739559	OR14K1	0	+	944
chr2	158171073	158456753	CCDC148	0	-	285680
chr3	62369681	62374324	FEZF2	0	-	4643
chr6	168053095	168101511	FRMD1	0	-	48416
chr5	95391366	95450454	FAM81B	0	+	59088
chr13	111316184	111344249	TEX29	0	+	28065
chr13	112376355	112434689	SPACA7	0	+	58334
chr15	28378621	28392021	GOLGA8F	0	+	13400
chrX	89921908	89922883	TGIF2LX	0	+	975
chr16	85098358	85112472	CIBAR2	0	-	14114
chr2	227979955	228181687	SPHKAP	0	-	201732
chr17	70053429	70135608	KCNJ16	0	+	82179
chr1	75918873	75932404	ASB17	0	-	13531
chr11	124611428	124620356	PANX3	0	+	8928
chr3	98531978	98534681	GPR15	0	+	2703
chr2	241776822	241804287	GAL3ST2	0	+	27465
chr6	131628442	131747418	ENPP3	0	+	118976
chr1	228006998	228061271	WNT3A	0	+	54273
chr7	113876777	114075920	PPP1R3A	0	-	199143
chr7	117363222	117428123	ASZ1	0	-	64901
chr10	123666355	123697399	GPR26	0	+	31044
chr2	169645425	169694405	CCDC173	0	-	48980
chr10	125753580	125775821	MMP21	0	-	22241
chr10	126424997	126798708	C10orf90	0	-	373711
chr6	89095959	89118071	SRSF12	0	-	22112
chr18	26133852	26193355	PSMA8	0	+	59503
chr21	18269116	18485879	TMPRSS15	0	-	216763
chr17	51630313	52160017	CA10	0	-	529704
chr7	55793540	55862755	SEPTIN14	0	-	69215
chr2	124025287	124921219	CNTNAP5	0	+	895932
chr8	102551589	102561018	ODF1	0	+	9429
chr14	19930917	19936757	OR4K1	0	+	5840
chr7	72959485	72969466	TRIM74	0	-	9981
chr5	153489615	153813869	GRIA1	0	+	324254
chr7	134127299	134264591	LRGUK	0	+	137292
chr16	21983865	22001116	PDZD9	0	-	17251
chr16	21663968	21761935	OTOA	0	+	97967
chr2	201288271	201357398	FLACC1	0	-	69127
chr2	201487421	201619178	C2CD6	0	-	131757
chr1	240014348	240475187	FMN2	0	+	460839
chr9	102995311	103018488	CYLC2	0	+	23177
chr9	18858906	19049358	SAXO1	0	-	190452
chr9	19507452	19789037	SLC24A2	0	-	281585
chr3	140678064	140701150	TRIM42	0	+	23086
chr8	130780301	131040909	ADCY8	0	-	260608
chr8	17027238	17122642	MICU3	0	+	95404
chr8	18391282	18401218	NAT2	0	+	9936
chr4	69480165	69526014	UGT2B4	0	-	45849
chr1	109539872	109548406	GPR61	0	+	8534
chr4	75859864	75902571	PPEF2	0	-	42707
chr15	81007033	81149179	CFAP161	0	+	142146
chr4	76011184	76112802	ART3	0	+	101618
chr15	84884654	84945798	SLC28A1	0	+	61144
chr21	30165565	30166805	CLDN17	0	-	1240
chr10	104641290	105265242	SORCS3	0	+	623952
chr5	171419647	171457626	FGF18	0	+	37979
chr8	98426958	98432853	KCNS2	0	+	5895
chr10	70431936	70447951	NODAL	0	-	16015
chr11	57376769	57381150	PRG3	0	-	4381
chr8	35235475	35796550	UNC5D	0	+	561075
chr11	58834065	58904215	GLYATL2	0	-	70150
chr16	31427731	31428360	COX6A2	0	-	629
chr16	31393335	31426505	ITGAD	0	+	33170
chrX	136300963	136416890	ADGRG4	0	+	115927
chrX	137566127	137577691	ZIC3	0	+	11564
chr3	9498361	9553822	LHFPL4	0	-	55461
chr3	10285666	10292947	GHRL	0	-	7281
chr1	182899865	182953525	SHCBP1L	0	-	53660
chr3	10324023	10708007	ATP2B2	0	-	383984
chr3	42397083	42410610	LYZL4	0	-	13527
chr3	42685537	42692544	KLHL40	0	+	7007
chr1	56854797	56918223	C8A	0	+	63426
chr7	155070324	155087392	HTR5A	0	+	17068
chr1	12746200	12763699	C1orf158	0	+	17499
chr6	35737032	35749079	ARMC12	0	+	12047
chr16	70802084	71230722	HYDIN	0	-	428638
chr21	37607373	38121345	KCNJ6	0	-	513972
chr2	26401920	26456711	DRC1	0	+	54791
chr2	26581205	26641366	CIB4	0	-	60161
chr15	65895079	66253756	MEGF11	0	-	358677
chr7	6031376	6036552	ANKRD61	0	+	5176
chr1	26019884	26036464	EXTL1	0	+	16580
chr1	26051301	26068436	TRIM63	0	-	17135
chr11	7020479	7071526	NLRP14	0	+	51047
chr12	121839527	121863596	HPD	0	-	24069
chr12	122167738	122203471	LRRC43	0	+	35733
chr2	218356857	218368099	CATIP	0	+	11242
chr20	49293394	49484297	KCNB1	0	-	190903
chr1	158327951	158331531	CD1B	0	-	3580
chr1	158353696	158357553	CD1E	0	+	3857
chr5	143812161	143820716	HMHB1	0	+	8555
chr7	130266863	130289798	CPA2	0	+	22935
chr7	130344816	130368730	CPA5	0	+	23914
chr6	27285903	27312273	POM121L2	0	-	26370
chrX	54932961	54998534	PFKFB1	0	-	65573
chrX	55009055	55030977	ALAS2	0	-	21922
chr1	19664875	19680966	HTR6	0	+	16091
chr8	22042398	22048809	FGF17	0	+	6411
chr16	24845841	24911628	SLC5A11	0	+	65787
chr20	45551153	45579326	WFDC8	0	-	28173
chr17	46833201	46886730	WNT9B	0	+	53529
chr17	48721719	48722518	PRAC1	0	-	799
chr21	34364006	34371381	KCNE2	0	+	7375
chr17	48958554	48968596	GIP	0	-	10042
chr15	34751032	34754998	GJD2	0	-	3966
chr21	36460621	36576569	CLDN14	0	-	115948
chr15	74069857	74082550	GOLGA6A	0	-	12693
chr1	17308195	17364004	PADI4	0	+	55809
chr2	74557883	74648338	M1AP	0	-	90455
chr16	55324203	55330756	IRX6	0	+	6553
chr16	55846154	55956031	CES5A	0	-	109877
chr1	151700058	151716803	CELF3	0	-	16745
chr1	152686123	152687397	LCE2B	0	+	1274
chr15	43276271	43302255	TGM7	0	-	25984
chr16	57694793	57731805	DRC7	0	+	37012
chr3	126481166	126517773	UROC1	0	-	36607
chr16	67326798	67385204	LRRC36	0	+	58406
chr16	67482571	67483547	AGRP	0	-	976
chr19	43951223	43967709	ZNF221	0	+	16486
chr17	3411370	3424070	OR3A3	0	+	12700
chr21	43169008	43172805	CRYAA	0	+	3797
chr21	46136160	46155579	FTCD	0	-	19419
chr19	51367098	51369003	CLDND2	0	-	1905
chr9	134880810	134887523	FCN2	0	+	6713
chr9	135521438	135526540	LCN1	0	+	5102
chr19	40379271	40390181	HIPK4	0	-	10910
chr19	55376826	55378246	TMEM190	0	+	1420
chr19	55836540	55881855	NLRP4	0	+	45315
chr1	154567778	154580013	CHRNB2	0	+	12235
chr3	46877721	46903799	PTH1R	0	+	26078
chr3	46835111	46882172	MYL3	0	-	47061
chr1	156920632	156933094	LRRC71	0	+	12462
chr7	99756960	99784248	CYP3A4	0	-	27288
chr8	142872356	142879846	CYP11B1	0	-	7490
chr19	14472466	14475354	PTGER1	0	-	2888
chr19	15010726	15023276	CCDC105	0	+	12550
chr19	15468645	15498956	PGLYRP2	0	-	30311
chr7	102813230	103074839	FBXL13	0	-	261609
chr19	3224661	3297076	CELF5	0	+	72415
chr22	21632716	21637329	CCDC116	0	+	4613
chr19	35825372	35869287	NPHS1	0	-	43915
chr17	74842023	74861504	GRIN2C	0	-	19481
chr17	41835685	41848384	KLHL10	0	+	12699
chr19	49388219	49417990	KASH5	0	+	29771
chr17	42184060	42185452	HCRT	0	-	1392
chr12	54644589	54648493	DCD	0	-	3904
chr17	43847148	43863639	CD300LG	0	+	16491
chr19	50152548	50163281	IZUMO2	0	-	10733
chr19	50659255	50719802	SHANK1	0	-	60547
chr19	9114828	9115763	OR7G1	0	-	935
chr12	52393931	52406335	KRT82	0	-	12404
chr6	41149337	41154347	TREML1	0	-	5010
chr17	7101322	7115700	ASGR2	0	-	14378
chr17	8729935	8745219	CCDC42	0	-	15284
chr16	560394	565529	PRR35	0	+	5135
chr16	769428	783370	MSLNL	0	-	13942
chr16	1072747	1081454	SSTR5	0	+	8707
chr16	1833986	1884294	MEIOB	0	-	50308
chr16	2471297	2474145	NTN3	0	+	2848
chr11	62707676	62709201	GNG3	0	+	1525
chr3	52794768	52809009	ITIH3	0	+	14241
chr1	47137435	47149727	CYP4A22	0	+	12292
chr1	50024029	50203772	ELAVL4	0	+	179743
chr1	54806063	54842252	LEXM	0	+	36189
chr1	54998933	55017172	BSND	0	+	18239
chr1	15438442	15449242	CTRC	0	+	10800
chr1	46545641	46551647	KNCN	0	-	6006
chr1	15742499	15747982	TMEM82	0	+	5483
chr1	30711277	30723585	MATN1	0	-	12308
chr1	1173880	1197936	TTLL10	0	+	24056
chr1	3746460	3771645	CCDC27	0	+	25185
chr1	67138907	67259979	IL23R	0	+	121072
chr1	59987269	60073770	C1orf87	0	-	86501
chr1	74026015	74198187	LRRIQ3	0	-	172172
chr1	74469376	74512611	LRRC53	0	-	43235
chr1	75128434	75161533	LHX8	0	+	33099
chr1	193178730	193186613	B3GALT2	0	-	7883
chr1	84999147	85133138	DNAI3	0	+	133991
chr1	91260766	91404856	HFM1	0	-	144090
chr1	190097658	190478404	BRINP3	0	-	380746
chr1	196225779	196609225	KCNT2	0	-	383446
chr1	247857187	247880138	TRIM58	0	+	22951
chr1	159951492	159954237	SLAMF9	0	-	2745
chr1	248145148	248146086	OR2M5	0	+	938
chr1	160081538	160090563	KCNJ9	0	+	9025
chr1	173500460	173603072	SLC9C2	0	-	102612
chr1	165201867	165356715	LMX1A	0	-	154848
chr1	165544000	165563957	LRRC52	0	+	19957
chr1	212624474	212626775	FAM71A	0	+	2301
chr1	241652278	241802777	WDR64	0	+	150499
chr1	205336061	205357090	KLHDC8A	0	-	21029
chr1	206865623	206869223	IL20	0	+	3600
chr1	206957965	206970625	FCAMR	0	-	12660
chr2	80288351	80304752	LRRTM1	0	-	16401
chr2	154697855	154858354	KCNJ3	0	+	160499
chr2	186827475	186849208	ZSWIM2	0	-	21733
chr2	132147591	132257969	ANKRD30BL	0	-	110378
chr2	94871430	94876823	TEKT4	0	+	5393
chr2	119544432	119662251	CFAP221	0	+	117819
chr2	166888480	167259753	XIRP2	0	+	371273
chr4	94298535	94342876	HPGDS	0	-	44341
chr4	95840093	95841464	PDHA2	0	+	1371
chr4	97184093	98143476	STPG2	0	-	959383
chr1	151169986	151176284	TMOD4	0	-	6298
chr1	152878322	152885047	SMCP	0	+	6725
chr2	68860909	68871397	BMP10	0	-	10488
chr1	154502219	154548147	TDRD10	0	+	45928
chr2	208128137	208129828	CRYGC	0	-	1691
chr1	154199085	154206333	C1orf189	0	-	7248
chr2	231921809	231926396	NPPC	0	-	4587
chr4	46035769	46124054	GABRG1	0	-	88285
chr4	46993723	47426447	GABRB1	0	+	432724
chr2	232456125	232460753	ALPI	0	+	4628
chr1	154993586	154994315	LENEP	0	+	729
chr1	155033824	155050930	DCST1	0	+	17106
chr3	68731766	68953297	TAFA4	0	-	221531
chr3	69106065	69123032	LMOD3	0	-	16967
chr4	26481396	26490484	CCKAR	0	-	9088
chr1	201190824	201228952	IGFN1	0	+	38128
chr3	71771655	71785206	PROK2	0	-	13551
chr4	55556519	55592245	PDCL2	0	-	35726
chr2	216081866	216102783	TMEM169	0	+	20917
chr2	218162841	218166962	CXCR1	0	-	4121
chr1	156337314	156346995	TSACC	0	+	9681
chr2	218981087	218985184	FEV	0	-	4097
chr2	218990189	218993422	CRYBA2	0	-	3233
chr3	108743424	108757410	RETNLB	0	-	13986
chr1	157573747	157598085	FCRL4	0	-	24338
chr3	108822770	108855005	TRAT1	0	+	32235
chr3	109293788	109316517	DPPA2	0	-	22729
chr1	157794403	157820120	FCRL1	0	-	25717
chr1	158610704	158686715	SPTA1	0	-	76011
chr3	19879472	19947025	EFHB	0	-	67553
chr3	170996347	171026743	SLC2A2	0	-	30396
chr3	62398346	62875416	CADPS	0	-	477070
chr4	84491985	84499292	NKX6-1	0	-	7307
chr3	63228315	63616924	SYNPR	0	+	388609
chr3	63819299	63848636	C3orf49	0	+	29337
chr3	150659885	150703971	ERICH6	0	-	44086
chr3	57197838	57227606	HESX1	0	-	29768
chr3	146391421	146495991	PLSCR2	0	-	104570
chr4	76312997	76421868	CCDC158	0	-	108871
chr2	27149004	27156974	TCF23	0	+	7970
chr2	27275433	27281499	DNAJC5G	0	+	6066
chr2	27307400	27308445	UCN	0	-	1045
chr3	44874608	44914990	TGM4	0	+	40382
chr3	45755449	45796536	SLC6A20	0	-	41087
chr3	46494611	46500950	RTP3	0	+	6339
chr3	46515385	46606948	LRRC2	0	-	91563
chr3	121593379	121630295	FBXO40	0	+	36916
chr1	36795527	37034515	GRIK3	0	-	238988
chr3	126394909	126436556	CFAP100	0	+	41647
chr3	129528639	129535344	RHO	0	+	6705
chr3	196197452	196211437	ZDHHC19	0	-	13985
chr4	4188726	4226929	OTOP1	0	-	38203
chr1	42733093	42740254	CLDN19	0	-	7161
chr3	48223347	48225491	CAMP	0	+	2144
chr3	48372219	48401259	FBXW12	0	+	29040
chr3	49857988	49869935	CAMKV	0	-	11947
chr3	51707068	51718613	GRM2	0	+	11545
chr4	108742048	108763054	ETNPPL	0	-	21006
chr4	118033618	118258634	NDST3	0	+	225016
chr4	121758881	121765427	SMIM43	0	-	6546
chr4	122378966	122429802	ADAD1	0	+	50836
chr4	158893134	159038760	C4orf45	0	-	145626
chr4	163343892	163351934	NPY5R	0	+	8042
chr5	33944623	33984693	SLC45A2	0	-	40070
chr5	36246913	36302114	RANBP3L	0	-	55201
chr5	23443586	23528093	PRDM9	0	+	84507
chr5	147870682	147882191	SCGB3A2	0	+	11509
chr5	148451032	148677235	HTR4	0	-	226203
chr5	55112971	55173177	CDC20B	0	-	60206
chr5	80319625	80321842	SPZ1	0	+	2217
chr4	184088706	184221230	ENPP6	0	-	132524
chr5	73173193	73175143	TMEM174	0	+	1950
chr5	71719275	71721048	CARTPT	0	+	1773
chr4	186208979	186258471	KLKB1	0	+	49492
chr5	1225381	1246189	SLC6A18	0	+	20808
chr5	132060655	132063204	IL3	0	+	2549
chr5	132073789	132076170	CSF2	0	+	2381
chr6	100962701	102081622	GRIK2	0	+	1118921
chr5	171309248	171312139	TLX3	0	+	2891
chr6	139240061	139291998	TXLNB	0	-	51937
chr6	116529013	116561127	CALHM4	0	+	32114
chr6	166157656	166168700	TBXT	0	-	11044
chr6	130144315	130365425	SAMD3	0	-	221110
chr6	137143820	137173648	IL22RA2	0	-	29828
chr6	168292830	168319777	DACT2	0	-	26947
chr7	50095883	50159256	SPATA48	0	+	63373
chr6	25726063	25726562	H2AC1	0	-	499
chr5	55851357	55922854	IL31RA	0	+	71497
chr5	56099680	56233330	ANKRD55	0	-	133650
chr7	35202430	35254100	TBX20	0	-	51670
chr5	45254948	45696498	HCN1	0	-	441550
chr5	150660882	150679368	MYOZ3	0	+	18486
chr7	31337465	31340726	NEUROD6	0	-	3261
chr6	39329990	39725408	KIF6	0	-	395418
chr7	88794106	88795737	TEX47	0	-	1631
chr7	20782279	20786886	SP8	0	-	4607
chr7	123452193	123535077	IQUB	0	-	82884
chr17	35192520	35194393	SLC35G3	0	-	1873
chr8	13566869	13568288	C8orf48	0	+	1419
chr7	47987148	48029119	SUN3	0	-	41971
chr7	48035511	48061304	C7orf57	0	+	25793
chr8	116950273	117176714	SLC30A8	0	+	226441
chr8	109963636	109975771	KCNV1	0	-	12135
chr8	112222928	113436939	CSMD3	0	-	1214011
chr8	7055304	7056739	DEFA5	0	-	1435
chr8	6935820	6938306	DEFA4	0	-	2486
chr8	6924697	6926076	DEFA6	0	-	1379
chr8	108606850	108787594	TMEM74	0	-	180744
chr7	1232872	1237326	UNCX	0	+	4454
chr8	7442684	7463674	SPAG11B	0	-	20990
chr8	85373436	85449040	CA3	0	+	75604
chr8	86214063	86321146	SLC7A13	0	-	107083
chr7	151148009	151174745	GBX1	0	-	26736
chr8	104339087	104356689	DCSTAMP	0	+	17602
chr9	34379019	34397828	C9orf24	0	-	18809
chr9	69012504	69014113	PRKACG	0	-	1609
chr8	40530590	40897833	ZMAT4	0	-	367243
chr8	41645177	41650817	NKX6-3	0	-	5640
chr7	141836300	141841487	PRSS37	0	-	5187
chr8	67422038	67746378	CPA6	0	-	324340
chr8	68330955	68819023	C8orf34	0	+	488068
chr9	72521608	72838297	TMC1	0	+	316689
chr7	130206344	130216844	SSMEM1	0	+	10500
chr7	142939343	142940868	LLCFC1	0	+	1525
chrX	23908006	23939509	CXorf58	0	+	31503
chrX	15281697	15315640	ASB11	0	-	33943
chrX	15345596	15384413	VEGFD	0	-	38817
chr9	122614738	122615682	OR1Q1	0	+	944
chr9	122800123	122801073	OR1K1	0	+	950
chr10	22928024	23038523	ARMC3	0	+	110499
chr11	93329971	93438487	DEUP1	0	+	108516
chrX	70925579	70931125	SLC7A3	0	-	5546
chrX	137023929	137033995	GPR101	0	-	10066
chrX	106900164	106930861	CLDN2	0	+	30697
chr10	48909483	48914232	LRRC18	0	-	4749
chr14	80954989	81146306	TSHR	0	+	191317
chr11	72239077	72245664	PHOX2A	0	-	6587
chr10	52765380	52772784	MBL2	0	-	7404
chr11	124919205	124936412	HEPACAM	0	-	17207
chr14	46651010	46651781	RPL10L	0	-	771
chrX	141838316	141897832	MAGEC3	0	+	59516
chr14	77265483	77271206	NGB	0	-	5723
chr14	77394021	77423523	NOXRED1	0	-	29502
chr13	25161679	25172288	AMER2	0	-	10609
chrX	48186220	48196795	SSX5	0	-	10575
chrX	48346427	48356707	SSX3	0	-	10280
chr14	56799905	56816693	OTX2	0	-	16788
chr10	49364066	49396089	DRGX	0	-	32023
chr10	13221766	13234374	UCMA	0	-	12608
chr9	135693407	135704498	SOHLH1	0	-	11091
chr12	9985642	10013424	CLEC1B	0	-	27782
chrX	132076990	132128020	FRMD7	0	-	51030
chr9	132944000	132991687	GFI1B	0	+	47687
chr14	19875142	19883932	OR4K2	0	+	8790
chr12	87980035	88034037	C12orf50	0	-	54002
chr10	116663696	116670264	C10orf82	0	-	6568
chr10	97572499	97583884	ANKRD2	0	+	11385
chr12	80099537	80380880	OTOGL	0	+	281343
chr11	47437764	47449143	RAPSN	0	-	11379
chr12	27466810	27502185	SMCO2	0	+	35375
chr14	94487274	94517844	SERPINA12	0	-	30570
chr11	20599594	20659285	SLC6A5	0	+	59691
chr12	95867048	95942635	CCDC38	0	-	75587
chr10	16513734	16521879	C1QL3	0	-	8145
chr12	75040077	75209839	KCNC2	0	-	169762
chrX	151563675	151676739	PASD1	0	+	113064
chr15	37921939	37967724	TMCO5A	0	+	45785
chr14	23372809	23376403	IL25	0	+	3594
chr14	23376773	23379772	CMTM5	0	+	2999
chr11	134274245	134319564	GLB1L3	0	+	45319
chr12	108907741	109021068	SVOP	0	-	113327
chr11	133840631	133845538	SPATA19	0	-	4907
chr16	49373804	49399431	C16orf78	0	+	25627
chr12	100203669	100267079	DEPDC4	0	-	63410
chr12	1820267	1836753	LRTM2	0	+	16486
chrX	154219756	154233286	OPN1MW2	0	+	13530
chr12	101475336	101486997	SPIC	0	+	11661
chr10	70771238	70785401	TBATA	0	-	14163
chr16	4734344	4749396	DNAAF8	0	+	15052
chr11	123629187	123655244	SCN3B	0	-	26057
chr12	69825227	69959097	MYRFL	0	+	133870
chr10	73644881	73663803	SYNPO2L	0	-	18922
chr11	108308519	108467531	C11orf65	0	-	159012
chr17	57744495	57745299	CCDC182	0	-	804
chr18	72742314	72868146	NETO1	0	-	125832
chr21	13609777	13645823	POTED	0	+	36046
chr19	33132090	33175799	WDR88	0	+	43709
chr11	6845683	6846636	OR10A5	0	+	953
chr11	6891574	6892500	OR2D2	0	-	926
chr11	8224309	8268716	LMO1	0	-	44407
chr12	8509475	8522366	CLEC4D	0	+	12891
chr16	84009667	84042795	SLC38A8	0	-	33128
chr18	59275156	59318649	CPLX4	0	-	43493
chr18	77249848	77277900	GALR1	0	+	28052
chr16	66908122	66918917	CDH16	0	-	10795
chr17	9576627	9643447	CFAP52	0	+	66820
chr18	60371062	60372775	MC4R	0	-	1713
chr18	63542369	63569329	SERPINB12	0	+	26960
chr11	113687547	113706373	TMPRSS5	0	-	18826
chrX	104112131	104115842	ZCCHC18	0	+	3711
chr16	20623235	20698890	ACSM1	0	-	75655
chr11	18412318	18452063	LDHC	0	+	39745
chr11	18455824	18479601	LDHAL6A	0	+	23777
chr11	58905398	59043527	GLYATL1	0	+	138129
chr12	56994492	56998447	GPR182	0	+	3955
chr22	36560857	36703752	CACNG2	0	-	142895
chr12	57028517	57051198	MYO1A	0	-	22681
chr11	59456961	59457905	OR4D6	0	+	944
chr7	100483927	100494802	NYAP1	0	+	10875
chr11	60327255	60396596	MS4A6E	0	+	69341
chr11	60429572	60455214	MS4A5	0	+	25642
chr20	2380901	2432753	TGM6	0	+	51852
chr18	32937402	33441101	CCDC178	0	-	503699
chr6	167146414	167196913	TCP10L2	0	+	50499
chr7	101170496	101180293	NAT16	0	-	9797
chr15	44956687	44979229	TERB2	0	+	22542
chr17	49132460	49176840	B4GALNT2	0	+	44380
chr9	127716079	127731590	TTC16	0	+	15511
chr20	32983773	33004433	SUN5	0	-	20660
chr20	33031648	33044047	BPIFB6	0	+	12399
chr17	50761029	50767557	ANKRD40CL	0	-	6528
chr15	73873564	73889214	TBC1D21	0	+	15650
chr16	30023198	30027736	C16orf92	0	+	4538
chr15	75258334	75273455	GOLGA6C	0	+	15121
chr18	46476972	46657220	LOXHD1	0	-	180248
chr11	3638512	3642316	ART5	0	-	3804
chr11	4680171	4697854	OR51E2	0	-	17683
chr11	4704784	4992431	MMP26	0	+	287647
chr11	5422111	5423206	OR51Q1	0	+	1095
chr19	46633953	46636541	GNG8	0	-	2588
chr17	58218548	58268518	LPO	0	+	49970
chr12	48567684	48570066	LALBA	0	-	2382
chr12	49950737	49958878	AQP2	0	+	8141
chr12	51888009	51891727	ANKRD33	0	+	3718
chr19	54497879	54510687	LAIR2	0	+	12808
chr19	54816468	54830778	KIR3DL1	0	+	14310
chr19	3879864	3928082	ATCAY	0	+	48218
chr19	4292232	4302431	TMIGD2	0	-	10199
chr19	6306142	6333612	ACER1	0	-	27470
chr12	53103486	53124535	SOAT2	0	+	21049
chr11	67518912	67524517	CABP2	0	-	5605
chr11	67631303	67639763	TBX10	0	-	8460
chr11	56134721	56140201	OR8J3	0	-	5480
chr11	55935456	55936400	OR5I1	0	-	944
chr17	6789133	6831761	TEKT1	0	-	42628
chr8	58490178	58500163	CYP7A1	0	-	9985
chr11	64555690	64572875	SLC22A11	0	+	17185
chr11	64937517	64972108	MAJIN	0	-	34591
chr8	28316986	28343355	PNOC	0	+	26369
chr16	3204247	3205188	OR1F1	0	+	941
chr6	27911185	27912396	OR2B2	0	-	1211
chr22	38426327	38455199	KCNJ4	0	-	28872
chr1	228424845	228425360	H3-4	0	-	515
chr16	3355889	3357306	OR2C1	0	+	1417
chr14	52267698	52276724	PTGDR	0	+	9026
chr9	2717510	2730037	KCNV2	0	+	12527
