Chr	Start	End	Name	Score	Strand	Length
chr17	43847148	43863639	CD300LG	0	+	16491
chr17	44004622	44009068	NAGS	0	+	4446
chr17	44034328	44067619	LSM12	0	-	33291
chr17	44170447	44179084	ASB16	0	+	8637
chr19	50476400	50490871	EMC10	0	+	14471
chr19	50505998	50511220	JOSD2	0	-	5222
chr17	44353215	44363853	FAM171A2	0	-	10638
chr17	44708608	44752264	DBF4B	0	+	43656
chr12	49961872	49965682	AQP5	0	+	3810
chr12	49976923	50033136	RACGAP1	0	-	56213
chr12	50392383	50480004	LARP4	0	+	87621
chr12	52006946	52015889	TAMALIN	0	+	8943
chr19	10316212	10333638	RAVER1	0	-	17426
chr6	33771202	33789130	LEMD2	0	-	17928
chr17	4630919	4642294	ALOX15	0	-	11375
chr17	4733533	4739928	CXCL16	0	-	6395
chr17	5208920	5234860	SCIMP	0	-	25940
chr17	7012635	7017520	RNASEK-C17orf49	0	+	4885
chr17	7023050	7030290	BCL6B	0	+	7240
chr17	7438273	7444937	FGF11	0	+	6664
chr17	8377516	8383213	RPL26	0	-	5697
chr16	46407	53608	POLR3K	0	-	7201
chr16	53828	57669	SNRNP25	0	+	3841
chr16	649311	667833	WDR90	0	+	18522
chr16	681670	684528	JMJD8	0	-	2858
chr16	1776712	1793700	SPSB3	0	-	16988
chr16	2460086	2464963	TEDC2	0	+	4877
chr16	2429394	2458854	CCNF	0	+	29460
chr16	2475051	2509560	TBC1D24	0	+	34509
chr16	3027682	3036944	BICDL2	0	-	9262
chr16	2883213	2899382	FLYWCH2	0	+	16169
chr16	2830253	2839585	ZG16B	0	+	9332
chr16	3305406	3318852	ZNF75A	0	+	13446
chr16	3953387	4116442	ADCY9	0	-	163055
chr11	70467854	71252577	SHANK2	0	-	784723
chr11	72285495	72434680	CLPB	0	-	149185
chr11	74988279	75018893	NEU3	0	+	30614
chr11	62337448	62393412	ASRGL1	0	+	55964
chr11	62676498	62679117	UBXN1	0	-	2619
chr11	62728069	62740293	TTC9C	0	+	12224
chr11	62792123	62806302	NXF1	0	-	14179
chr11	62806860	62832051	STX5	0	-	25191
chr11	65375192	65383701	SLC25A45	0	-	8509
chr3	51993522	51995895	RPL29	0	-	2373
chr11	65121780	65134532	SYVN1	0	-	12752
chr11	64359148	64372215	RPS6KA4	0	+	13067
chr11	68312591	68449275	LRP5	0	+	136684
chr1	47183582	47191044	PDZK1IP1	0	-	7462
chr1	47216290	47232225	TAL1	0	-	15935
chr1	47333790	47378839	CMPK1	0	+	45049
chr1	52684449	52698347	COA7	0	-	13898
chr1	52726453	52827336	ZYG11B	0	+	100883
chr1	53226900	53238518	MAGOH	0	-	11618
chr1	54542257	54639192	ACOT11	0	+	96935
chr1	54756898	54764523	PARS2	0	-	7625
chr1	55066359	55215364	USP24	0	-	149005
chr1	6521347	6554513	NOL9	0	-	33166
chr1	56645314	56715335	PRKAA2	0	+	70021
chr1	6590724	6614607	KLHL21	0	-	23883
chr1	45016399	45306209	ZSWIM5	0	-	289810
chr1	28668778	28719353	GMEB1	0	+	50575
chr1	8318114	8344167	SLC45A1	0	+	26053
chr1	25800193	25818221	SELENON	0	+	18028
chr1	65147549	65232145	AK4	0	+	84596
chr1	64833229	65067754	JAK1	0	-	234525
chr1	9922113	9943407	LZIC	0	-	21294
chr1	9997206	10016021	RBP7	0	+	18815
chr1	15756607	15786594	FBLIM1	0	+	29987
chr1	19282573	19288770	AKR7A3	0	-	6197
chr1	11691710	11725857	DRAXIN	0	+	34147
chr1	13583465	13617957	PDPN	0	+	34492
chr1	12567910	12618210	DHRS3	0	-	50300
chr1	30732469	30757774	LAPTM5	0	-	25305
chr1	30869466	30908758	SDC3	0	-	39292
chr1	31629866	31644896	PEF1	0	-	15030
chr1	32651142	32686211	RBBP4	0	+	35069
chr1	32741830	32774970	KIAA1522	0	+	33140
chr1	32351521	32364312	TSSK3	0	+	12791
chr1	19682240	19799945	TMCO4	0	-	117705
chr1	20482391	20486210	CAMK2N1	0	-	3819
chr1	21509397	21578410	ALPL	0	+	69013
chr1	22117313	22143969	WNT4	0	-	26656
chr1	1280436	1292029	SCNN1D	0	+	11593
chr1	1352689	1361777	MXRA8	0	-	9088
chr1	3487951	3611508	MEGF6	0	-	123557
chr1	68045886	68051717	DIRAS3	0	-	5831
chr1	60865259	61462788	NFIA	0	+	597529
chr1	58643440	58700077	MYSM1	0	-	56637
chr1	61681046	61725423	TM2D1	0	-	44377
chr1	62436297	62451804	USP1	0	+	15507
chr1	77944055	77979110	FUBP1	0	-	35055
chr1	77888513	77943895	NEXN	0	+	55382
chr1	78889764	79282124	ADGRL4	0	-	392360
chr1	74026015	74198187	LRRIQ3	0	-	172172
chr1	74733152	74766678	TYW3	0	+	33526
chr1	98661701	98760500	SNX7	0	+	98799
chr1	107140007	107484923	NTNG1	0	+	344916
chr1	108560089	108644900	FAM102B	0	+	84811
chr1	108648290	108661526	HENMT1	0	-	13236
chr1	85249953	85259672	C1orf52	0	-	9719
chr1	89106132	89150456	GBP2	0	-	44324
chr1	109483479	109492804	ATXN7L2	0	+	9325
chr1	89181144	89198942	GBP4	0	-	17798
chr1	89995110	90035533	ZNF326	0	+	40423
chr1	190097658	190478404	BRINP3	0	-	380746
chr1	92473043	92486925	GFI1	0	-	13882
chr1	99850361	99924023	AGL	0	+	73662
chr1	100719742	100739045	VCAM1	0	+	19303
chr1	100872372	100895179	EXTL2	0	-	22807
chr1	100896076	100981757	SLC30A7	0	+	85681
chr1	200404940	200410056	ZNF281	0	-	5116
chr1	183620846	183635783	ARPC5	0	-	14937
chr1	159171609	159203313	CADM3	0	+	31704
chr1	247416156	247449108	NLRP3	0	+	32952
chr1	247297412	247331867	ZNF496	0	-	34455
chr1	247857187	247880138	TRIM58	0	+	22951
chr1	160091340	160098943	IGSF8	0	-	7603
chr1	162631373	162787405	DDR2	0	+	156032
chr1	160205380	160215376	PEA15	0	+	9996
chr1	160343316	160358952	NCSTN	0	+	15636
chr1	160400564	160428670	VANGL2	0	+	28106
chr1	160485030	160523262	SLAMF6	0	-	38232
chr1	161983192	162023869	OLFML2B	0	-	40677
chr1	161721563	161728143	FCRLB	0	+	6580
chr1	161623196	161631963	FCGR3B	0	-	8767
chr1	161098361	161100346	KLHDC9	0	+	1985
chr1	212858275	212899363	FLVCR1	0	+	41088
chr1	212565334	212620777	ATF3	0	+	55443
chr1	110338506	110346681	RBM15	0	+	8175
chr1	179591613	179691272	TDRD5	0	+	99659
chr1	181088700	181092900	IER5	0	+	4200
chr2	240998618	241095568	SNED1	0	+	96950
chr1	220057482	220090462	BPNT1	0	-	32980
chr1	217631324	217871696	SPATA17	0	+	240372
chr1	220690363	220699153	C1orf115	0	+	8790
chr1	145289900	145405567	NBPF20	0	-	115667
chr1	147629652	147670524	ACP6	0	-	40872
chr1	245154985	245709432	KIF26B	0	+	554447
chr1	246540561	246566261	TFB2M	0	-	25700
chr1	246566444	246668595	CNST	0	+	102151
chr2	48440598	48515391	PPP1R21	0	+	74793
chr1	205336061	205357090	KLHDC8A	0	-	21029
chr2	42048021	42058517	PKDCC	0	+	10496
chr2	42762481	42764261	OXER1	0	-	1780
chr2	42767089	42792593	HAAO	0	-	25504
chr1	206684905	206734281	MAPKAPK2	0	+	49376
chr1	206865623	206869223	IL20	0	+	3600
chr1	206903317	206923247	FCMR	0	-	19930
chr1	206928522	206946466	PIGR	0	-	17944
chr1	223701593	223776018	CAPN2	0	+	74425
chr1	228106679	228109312	MRPL55	0	-	2633
chr2	60881521	60931612	REL	0	+	50091
chr2	60940222	61018259	PUS10	0	-	78037
chr2	61065871	61138034	SANBR	0	+	72163
chr1	228407935	228416861	TRIM17	0	-	8926
chr2	197568224	197676045	RFTN2	0	-	107821
chr1	231626790	232041272	DISC1	0	+	414482
chr2	30722771	30820542	CAPN13	0	-	97771
chr2	31867809	32039805	DPY30	0	-	171996
chr2	199955317	200008540	MAIP1	0	+	53223
chr2	10911934	10914225	KCNF1	0	+	2291
chr2	11155198	11178870	SLC66A3	0	+	23672
chr2	14632700	14650814	LRATD1	0	+	18114
chr2	154697855	154858354	KCNJ3	0	+	160499
chr2	55172547	55232563	CLHC1	0	-	60016
chr2	182833275	182866637	FRZB	0	-	33362
chr2	183078559	183100008	DUSP19	0	+	21449
chr2	55519604	55545079	CFAP36	0	+	25475
chr2	183117513	183161680	NUP35	0	+	44167
chr2	108786757	108885477	CCDC138	0	+	98720
chr2	73254682	73284478	FBXO41	0	-	29796
chr2	73892314	73919865	ACTG2	0	+	27551
chr2	17663812	17800242	SMC6	0	-	136430
chr2	17539126	17657018	VSNL1	0	+	117892
chr2	131527675	131533666	CCDC74A	0	+	5991
chr1	226061851	226072019	H3-3A	0	+	10168
chr2	230034982	230068993	SLC16A14	0	-	34011
chr2	118842171	118847648	EN1	0	-	5477
chr4	52020706	52038299	SGCB	0	-	17593
chr4	52051304	52097299	SPATA18	0	+	45995
chr2	119544432	119662251	CFAP221	0	+	117819
chr2	222424543	222562621	SGPP2	0	+	138078
chr2	120346136	120351803	INHBB	0	+	5667
chr4	94207611	94291292	SMARCAD1	0	+	83681
chr4	94298535	94342876	HPGDS	0	-	44341
chr4	94451857	94668227	PDLIM5	0	+	216370
chr2	96497646	96508109	NEURL3	0	-	10463
chr1	150363091	150476566	RPRD2	0	+	113475
chr2	96824526	96857934	ANKRD23	0	-	33408
chr1	150730079	150765957	CTSS	0	-	35878
chr4	4859665	4863936	MSX1	0	+	4271
chr1	151036321	151047720	BNIPL	0	+	11399
chr4	15339818	15446167	C1QTNF7	0	+	106349
chr1	151156664	151170296	SCNM1	0	+	13632
chr1	151176304	151195321	VPS72	0	-	19017
chr2	127257290	127294166	ERCC3	0	-	36876
chr2	101271219	101308701	RNF149	0	-	37482
chr2	127436207	127526886	IWS1	0	-	90679
chr2	74135400	74147912	BOLA3	0	-	12512
chr2	37641882	37738468	CDC42EP3	0	-	96586
chr1	152032506	152047907	S100A11	0	-	15401
chr1	152908546	152911886	IVL	0	+	3340
chr1	153001747	153003856	SPRR3	0	+	2109
chr2	38797729	38875934	DHX57	0	-	78205
chr2	68679601	68826833	ARHGAP25	0	+	147232
chr1	153357854	153361023	S100A9	0	+	3169
chr2	70447284	70554193	TGFA	0	-	106909
chr2	207711540	207761839	CCNYL1	0	+	50299
chr2	207762598	207769906	FZD5	0	-	7308
chr4	17800655	17810758	DCAF16	0	-	10103
chr4	44682200	44726588	GNPDA2	0	-	44388
chr4	47914142	48040173	NIPAL1	0	+	126031
chr4	79901146	80125454	ANTXR2	0	-	224308
chr4	83407343	83455855	HELQ	0	-	48512
chr3	88051944	88149885	CGGBP1	0	-	97941
chr4	83459517	83523348	ABRAXAS1	0	-	63831
chr2	174431571	174487094	GPR155	0	-	55523
chr2	158795317	158862781	DAPL1	0	+	67464
chr1	154924740	154936719	PMVK	0	-	11979
chr1	154944076	154956123	PBXIP1	0	-	12047
chr3	190305707	190322446	CLDN1	0	-	16739
chr1	113929324	113977869	HIPK1	0	+	48545
chr1	155033824	155050930	DCST1	0	+	17106
chr2	237324003	237414328	COL6A3	0	-	90325
chr1	200891048	200915742	INAVA	0	+	24694
chr3	66998307	67011210	KBTBD8	0	+	12903
chr3	68975217	69013684	EOGT	0	-	38467
chr1	156591756	156609507	NAXE	0	+	17751
chr3	119468963	119494708	POGLUT1	0	+	25745
chr1	115976513	116070054	SLC22A15	0	+	93541
chr1	116372668	116410261	ATP1A1	0	+	37593
chr3	121894401	121944188	SLC15A2	0	+	49787
chr3	120324509	120349354	LRRC58	0	-	24845
chr3	120392293	120450993	FSTL1	0	-	58700
chr1	201896456	201946588	LMOD1	0	-	50132
chr1	202007945	202017183	ELF3	0	+	9238
chr1	203007374	203024848	TMEM183A	0	+	17474
chr4	57030773	57110385	IGFBP7	0	-	79612
chr2	218217141	218254356	ARPC2	0	+	37215
chr1	156308968	156367873	CCT3	0	-	58905
chr1	156282935	156293185	TMEM79	0	+	10250
chr1	156009048	156020951	SSR2	0	-	11903
chr2	218663892	218672002	RNF25	0	-	8110
chr2	218672069	218702716	STK36	0	+	30647
chr1	203090654	203167405	ADORA1	0	+	76751
chr3	27106484	27369460	NEK10	0	-	262976
chr3	108549864	108589644	CIP2A	0	-	39780
chr3	27715949	27722711	EOMES	0	-	6762
chr2	179944876	180007297	CWC22	0	-	62421
chr3	30606601	30694142	TGFBR2	0	+	87541
chr3	13479724	13506424	HDAC11	0	+	26700
chr3	108822770	108855005	TRAT1	0	+	32235
chr3	13549125	13638422	FBLN2	0	+	89297
chr2	219236598	219245478	GLB1L	0	-	8880
chr3	31532638	31637616	STT3B	0	+	104978
chr3	14112077	14124870	CHCHD4	0	-	12793
chr1	204828651	205022822	NFASC	0	+	194171
chr2	200510008	200584096	SGO2	0	+	74088
chr3	167735243	167825569	SERPINI1	0	+	90326
chr3	33496245	33718356	CLASP2	0	-	222111
chr2	84423528	84460045	SUCLG1	0	-	36517
chr1	205302063	205321745	NUAK2	0	-	19682
chr3	170222424	170305977	PRKCI	0	+	83553
chr1	158831351	158849506	MNDA	0	+	18155
chr1	158930796	158977059	PYHIN1	0	+	46263
chr1	158999968	159055155	IFI16	0	+	55187
chr1	159062484	159147096	AIM2	0	-	84612
chr3	170888418	170908644	EIF5A2	0	-	20226
chr3	170864875	170870208	RPL22L1	0	-	5333
chr3	160755602	161078902	PPM1L	0	+	323300
chr2	202773150	202871766	ICA1L	0	-	98616
chr2	203867771	203873965	CTLA4	0	+	6194
chr2	203936763	203961577	ICOS	0	+	24814
chr3	72371825	72446621	RYBP	0	-	74796
chr3	112921205	112975103	CD200R1	0	-	53898
chr3	112990984	113015060	GTPBP8	0	+	24076
chr3	113442718	113515187	SPICE1	0	-	72469
chr3	113964137	114056594	CCDC191	0	-	92457
chr3	62398346	62875416	CADPS	0	-	477070
chr4	84491985	84499292	NKX6-1	0	-	7307
chr4	84583127	84651334	CDS1	0	+	68207
chr4	84669597	84966690	WDFY3	0	-	297093
chr4	73052362	73069755	COX18	0	-	17393
chr4	73397114	73421482	ALB	0	+	24368
chr3	63863155	64003462	ATXN7	0	+	140307
chr3	64010550	64024010	PSMD6	0	-	13460
chr3	64092236	64445476	PRICKLE2	0	-	353240
chr3	64515654	64688000	ADAMTS9	0	-	172346
chr4	88257620	88284769	PPM1K	0	-	27149
chr3	155870650	155944020	GMPS	0	+	73370
chr3	156673235	156706770	TIPARP	0	+	33535
chr3	157146508	157160760	CCNL1	0	-	14252
chr3	57755450	57930003	SLMAP	0	+	174553
chr4	39452587	39458931	RPL9	0	-	6344
chr4	39546336	39638902	SMIM14	0	-	92566
chr3	58306245	58324695	RPP14	0	+	18450
chr3	58237532	58295693	ABHD6	0	+	58161
chr3	58192257	58214697	DNASE1L3	0	-	22440
chr3	58717365	59050084	CFAP20DC	0	-	332719
chr4	40423267	40630875	RBM47	0	-	207608
chr4	40810027	41216714	APBB2	0	-	406687
chr3	9902612	9916402	IL17RE	0	+	13790
chr3	9945542	9952408	PRRT3	0	-	6866
chr3	142815922	142889206	PCOLCE2	0	-	73284
chr3	142964497	143060725	U2SURP	0	+	96228
chr3	9649433	9702393	MTMR14	0	+	52960
chr4	73995642	73998677	CXCL5	0	-	3035
chr4	74114174	74303099	MTHFD2L	0	+	188925
chr4	73869393	73871308	CXCL1	0	+	1915
chr4	76312997	76421868	CCDC158	0	-	108871
chr3	148865296	148897203	CPA3	0	+	31907
chr3	149318498	149334414	TM4SF18	0	-	15916
chr3	133598175	133662380	TOPBP1	0	-	64205
chr3	134065303	134250859	RYK	0	-	185556
chr2	27663471	27694976	SLC4A1AP	0	+	31505
chr2	28457145	28644142	PLB1	0	+	186997
chr2	28782517	28850611	SPDYA	0	+	68094
chr3	44737661	44761619	KIAA1143	0	-	23958
chr3	44761721	44873376	KIF15	0	+	111655
chr3	44874608	44914990	TGM4	0	+	40382
chr2	28894667	28948219	WDR43	0	+	53552
chr3	44915257	44976185	ZDHHC3	0	-	60928
chr3	45082277	45146422	CDCP1	0	-	64145
chr3	45001548	45036071	CLEC3B	0	+	34523
chr3	45755449	45796536	SLC6A20	0	-	41087
chr3	45823316	45916042	LZTFL1	0	-	92726
chr3	45917903	45995824	FYCO1	0	-	77921
chr3	47495640	47513712	ELP6	0	-	18072
chr3	125225669	125375325	ZNF148	0	-	149656
chr3	139560180	139678017	NMNAT3	0	-	117837
chr1	34712737	34859755	SMIM12	0	-	147018
chr3	127571232	127598267	TPRA1	0	-	27035
chr3	183697797	183812624	YEATS2	0	+	114827
chr1	36795527	37034515	GRIK3	0	-	238988
chr1	37474580	37484377	ZC3H12A	0	+	9797
chr1	37489993	37514766	MEAF6	0	-	24773
chr1	37534449	37554293	SNIP1	0	-	19844
chr3	184361710	184368596	POLR2H	0	+	6886
chr3	126342635	126357408	KLF15	0	-	14773
chr3	185506262	185552588	LIPH	0	-	46326
chr3	128619969	128681075	RPN1	0	-	61106
chr3	185582496	185633551	SENP2	0	+	51055
chr1	39623435	39639643	HEYL	0	-	16208
chr3	129429607	129520510	IFT122	0	+	90903
chr3	186789880	186807058	RFC4	0	-	17178
chr3	187120948	187180908	RPL39L	0	-	59960
chr3	52401008	52410008	BAP1	0	-	9000
chr3	53224712	53256052	TKT	0	-	31340
chr3	53156009	53192717	PRKCD	0	+	36708
chr3	53088483	53130453	RFT1	0	-	41970
chr3	52903572	53046750	SFMBT1	0	-	143178
chr3	52545352	52685917	PBRM1	0	-	140565
chr4	1345691	1395989	UVSSA	0	+	50298
chr3	56727418	57079329	ARHGEF3	0	-	351911
chr4	1692731	1712344	SLBP	0	-	19613
chr4	3503612	3532446	LRPAP1	0	-	28834
chr3	196347662	196432430	UBXN7	0	-	84768
chr3	196468783	196503768	RNF168	0	-	34985
chr3	196639775	196736007	PIGX	0	+	96232
chr3	196980590	197029817	MELTF	0	-	49227
chr4	6693878	6697170	S100P	0	+	3292
chr4	7965310	8158832	ABLIM2	0	-	193522
chr1	40508741	40516038	EXO5	0	+	7297
chr1	42817122	42844991	ERMAP	0	+	27869
chr1	42846573	42852477	ZNF691	0	+	5904
chr4	107824563	107915047	SGMS2	0	+	90484
chr4	98995659	99062809	METAP1	0	+	67150
chr4	99896248	99946618	DNAJB14	0	-	50370
chr4	99948086	99950355	H2AZ1	0	-	2269
chr4	100395341	100880126	EMCN	0	-	484785
chr4	102885048	103019719	SLC9B1	0	-	134671
chr4	103019868	103085829	SLC9B2	0	-	65961
chr4	128269237	128288829	PGRMC2	0	-	19592
chr3	48157146	48188417	CDC25A	0	-	31271
chr3	48223347	48225491	CAMP	0	+	2144
chr3	48241100	48299253	ZNF589	0	+	58153
chr3	48403854	48430086	PLXNB1	0	-	26232
chr3	48432164	48440456	CCDC51	0	-	8292
chr3	48446710	48467645	ATRIP	0	+	20935
chr3	48467798	48504826	SHISA5	0	-	37028
chr4	123396795	123403760	SPRY1	0	+	6965
chr3	49554477	49671549	BSN	0	+	117072
chr3	49674014	49683971	APEH	0	+	9957
chr4	127623271	127726737	INTU	0	+	103466
chr3	49689538	49721529	RNF123	0	+	31991
chr4	127781821	127840733	HSPA4L	0	+	58912
chr4	127965306	128039953	ABHD18	0	+	74647
chr3	49907160	49930173	MON1A	0	-	23013
chr3	49887002	49903873	MST1R	0	-	16871
chr3	51538719	51668667	RAD54L2	0	+	129948
chr3	52048919	52056571	DUSP7	0	-	7652
chr3	52075226	52154690	POC1A	0	-	79464
chr3	52254434	52288020	WDR82	0	-	33586
chr4	110617423	110642123	PITX2	0	-	24700
chr4	119296419	119304445	C4orf3	0	-	8026
chr4	118280038	118353003	PRSS12	0	-	72965
chr4	173331376	173334432	HMGB2	0	-	3056
chr4	173369969	173377532	SAP30	0	+	7563
chr4	173384701	173406380	SCRG1	0	-	21679
chr4	173524969	173530229	HAND2	0	-	5260
chr4	120055623	120066858	MAD2L1	0	-	11235
chr4	121667946	121696995	ANXA5	0	-	29049
chr4	155342658	155376970	MAP9	0	-	34312
chr4	155666726	155737059	GUCY1A1	0	+	70333
chr4	174236658	174283667	FBXO8	0	-	47009
chr4	174283730	174333380	CEP44	0	+	49650
chr4	174490175	174523154	HPGD	0	-	32979
chr4	158201604	158255416	TMEM144	0	+	53812
chr4	158124474	158173318	GASK1B	0	-	48844
chr4	163323962	163344832	NPY1R	0	-	20870
chr4	139301505	139420033	NAA15	0	+	118528
chr4	141636583	141733987	IL15	0	+	97404
chr4	151409176	151670503	FHIP1A	0	+	261327
chr4	152779937	152918463	ARFIP1	0	+	138526
chr5	5420664	5490220	ICE1	0	+	69556
chr4	145110838	145180589	OTUD4	0	-	69751
chr4	146175703	146200000	LSM6	0	+	24297
chr4	147617386	147672044	TMEM184C	0	+	54658
chr5	52989340	53094779	ITGA2	0	+	105439
chr5	53095679	53110063	MOCS2	0	-	14384
chr5	83940554	84384880	EDIL3	0	-	444326
chr5	88189633	88269476	TMEM161B	0	-	79843
chr5	60751791	60844274	ELOVL7	0	-	92483
chr5	60945177	61154531	NDUFAF2	0	+	209354
chr5	36098407	36151887	LMBRD2	0	-	53480
chr5	36246913	36302114	RANBP3L	0	-	55201
chr5	36876769	37066413	NIPBL	0	+	189644
chr5	64165843	64372869	RNF180	0	+	207026
chr5	90529344	91164437	ADGRV1	0	+	635093
chr5	111496033	111512590	STARD4	0	-	16557
chr5	115204012	115262877	PGGT1B	0	-	58865
chr5	115267190	115296693	CCDC112	0	-	29503
chr5	10564070	10657816	ANKRD33B	0	+	93746
chr5	10275875	10307902	CMBL	0	-	32027
chr5	127045235	127073506	C5orf63	0	-	28271
chr5	127517640	127555085	PRRC1	0	+	37445
chr5	76818933	76835315	F2RL1	0	+	16382
chr5	53560633	53683338	NDUFS4	0	+	122705
chr5	54977867	55022671	ESM1	0	-	44804
chr5	149345430	149354583	GRPEL2	0	+	9153
chr5	55112971	55173177	CDC20B	0	-	60206
chr5	95555101	95605102	ARSK	0	+	50001
chr5	95713522	95824383	RHOBTB3	0	+	110861
chr5	80111651	80256048	SERINC5	0	-	144397
chr4	184627696	184649509	CASP3	0	-	21813
chr4	184649667	184694963	PRIMPOL	0	+	45296
chr5	96875986	96919703	ERAP2	0	+	43717
chr5	79689836	79800240	CMYA5	0	+	110404
chr5	38258409	38465480	EGFLAM	0	+	207071
chr5	71719275	71721048	CARTPT	0	+	1773
chr5	38937920	39074399	RICTOR	0	-	136479
chr5	79612120	79688246	TENT2	0	+	76126
chr5	158695916	159099916	EBF1	0	-	404000
chr5	159263290	159286036	UBLCP1	0	+	22746
chr5	73565443	73583380	UTP15	0	+	17937
chr4	186069155	186088073	TLR3	0	+	18918
chr4	186208979	186258471	KLKB1	0	+	49492
chr5	196868	218153	CCDC127	0	-	21285
chr6	1312098	1314758	FOXQ1	0	+	2660
chr5	132750819	132807241	SEPTIN8	0	-	56422
chr5	132822141	132830659	SHROOM1	0	-	8518
chr5	132861181	132866884	GDF9	0	-	5703
chr5	132873444	132875046	LEAP2	0	+	1602
chr6	73413515	73452297	CGAS	0	-	38782
chr6	122779716	122784074	FABP7	0	+	4358
chr6	139240061	139291998	TXLNB	0	-	51937
chr6	139371807	139374648	CITED2	0	-	2841
chr5	173056352	173139284	CREBRF	0	+	82932
chr5	175477062	175529742	SFXN1	0	+	52680
chr6	130144315	130365425	SAMD3	0	-	221110
chr6	130366017	130443067	TMEM200A	0	+	77050
chr6	107152562	107459564	PDSS2	0	-	307002
chr6	147204417	147390476	STXBP5	0	+	186059
chr6	36948263	36964837	PI16	0	+	16574
chr7	6409126	6484190	DAGLB	0	-	75064
chr7	36324152	36390125	KIAA0895	0	-	65973
chr7	23504780	23532041	TRA2A	0	-	27261
chr5	154190730	154420984	GALNT10	0	+	230254
chr5	154445997	154461053	SAP30L	0	+	15056
chr5	150442635	150449739	RPS14	0	-	7104
chr5	150660882	150679368	MYOZ3	0	+	18486
chr7	107201372	107564261	COG5	0	-	362889
chr7	112819147	112939875	BMT2	0	-	120728
chr7	113078331	113087778	GPR85	0	-	9447
chr5	160401641	160421711	SLU7	0	-	20070
chr7	33094797	33109405	RP9	0	-	14608
chr5	160421855	160428739	PTTG1	0	+	6884
chr5	134738495	134752157	CAMLG	0	+	13662
chr7	33904308	34156427	BMPER	0	+	252119
chr6	39188971	39229475	KCNK5	0	-	40504
chr6	39329990	39725408	KIF6	0	-	395418
chr7	6688433	6706947	ZNF12	0	-	18514
chr7	90154456	90164829	STEAP1	0	+	10373
chr7	7566875	7608932	MIOS	0	+	42057
chr7	86876906	87059654	ELAPOR2	0	-	182748
chr6	158650014	158764876	SYTL3	0	+	114862
chr8	79762371	79767857	HEY1	0	-	5486
chr8	80628451	80874781	ZNF704	0	-	246330
chr8	81280536	81284777	FABP5	0	+	4241
chr6	159034468	159045152	TAGAP	0	-	10684
chr7	94394895	94431227	COL1A2	0	+	36332
chr6	159169400	159272108	FNDC1	0	+	102708
chr7	135681231	135729258	SLC13A4	0	-	48027
chr7	98106862	98209638	LMTK2	0	+	102776
chr8	11842524	11869533	CTSB	0	-	27009
chr8	54457935	54460892	SOX17	0	+	2957
chr8	13083361	13604610	DLC1	0	-	521249
chr7	45574140	45723116	ADCY1	0	+	148976
chr8	75407914	75566834	HNF4G	0	+	158920
chr8	76980258	77001044	PEX2	0	-	20786
chr8	116845934	116874776	RAD21	0	-	28842
chr8	116950273	117176714	SLC30A8	0	+	226441
chr8	117520713	117540262	MED30	0	+	19549
chr8	118923557	118951885	TNFRSF11B	0	-	28328
chr8	73064543	73124088	SBSPON	0	-	59545
chr8	112222928	113436939	CSMD3	0	-	1214011
chr8	47260878	47736306	SPIDR	0	+	475428
chr7	104126341	104208047	ORC5	0	-	81706
chr8	89901849	89927888	OSGIN2	0	+	26039
chr8	6870592	6877936	DEFB1	0	-	7344
chr7	816615	896435	SUN1	0	+	79820
chr8	106270144	106752694	OXR1	0	+	482550
chr7	1542235	1560821	TMEM184A	0	-	18586
chr7	150991017	151014588	NOS3	0	+	23571
chr7	1428465	1459470	MICALL2	0	-	31005
chr8	85373436	85449040	CA3	0	+	75604
chr7	1470277	1504389	INTS1	0	-	34112
chr7	151057210	151076526	SLC4A2	0	+	19316
chr7	151076624	151080866	FASTK	0	-	4242
chr7	151081085	151083493	TMUB1	0	-	2408
chr5	126600925	126627252	PHAX	0	+	26327
chr5	126531200	126595362	ALDH7A1	0	-	64162
chr7	4682295	4771442	FOXK1	0	+	89147
chr8	98944403	98952104	OSR2	0	+	7701
chr8	100916523	100953388	YWHAZ	0	-	36865
chr8	103140713	103230305	BAALC	0	+	89592
chr8	103298433	103332866	FZD6	0	+	34433
chr8	103371538	103382989	CTHRC1	0	+	11451
chr8	94813311	94881746	INTS8	0	+	68435
chr8	94487689	94553529	VIRMA	0	-	65840
chr9	14737152	14910995	FREM1	0	-	173843
chr8	94249253	94262350	GEM	0	-	13097
chr8	93857807	93926068	PDP1	0	+	68261
chr8	93754844	93819234	TMEM67	0	+	64390
chr9	34610486	34612104	RPP25L	0	-	1618
chr9	34366666	34376898	MYORG	0	-	10232
chr9	34329506	34343711	NUDT2	0	+	14205
chr8	124306189	124372701	TMEM65	0	-	66512
chr9	15464066	15510995	PSIP1	0	-	46929
chr9	15553043	16061663	CCDC171	0	+	508620
chr9	90801787	90898549	SYK	0	+	96762
chr9	104764129	104777764	NIPSNAP3B	0	+	13635
chr9	104781006	104928155	ABCA1	0	-	147149
chr9	91409045	91423832	NFIL3	0	-	14787
chr7	128476729	128506602	METTL2B	0	+	29873
chr8	40530590	40897833	ZMAT4	0	-	367243
chr8	132685007	132760712	TMEM71	0	-	75705
chr9	70043848	70226972	MAMDC2	0	+	183124
chr8	67422038	67746378	CPA6	0	-	324340
chr8	68330955	68819023	C8orf34	0	+	488068
chr9	72900671	73080442	ALDH1A1	0	-	179771
