0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	Middle	Start	End
chr11	64777354	64780416	0																													64778885	-1531	1531
chr11	64803868	64807066	3	-284.0	1206.0	1102.0																										64805467	-1599	1599
chr11	65083790	65084990	0																													65084390	-600	600
chr11	65086044	65089150	4	1153.0	246.0	827.0	537.0																									65087597	-1553	1553
chr11	65089414	65091980	0																													65090697	-1283	1283
chr11	65114207	65118729	1	561.0																												65116468	-2261	2261
chr11	65118993	65122566	5	-1601.0	-207.0	-69.0	-1364.0	-420.0																								65120779	-1786	1787
chr11	65133245	65136097	0																													65134671	-1426	1426
chr11	65353721	65354349	0																													65354035	-314	314
chr11	65616459	65619083	3	445.0	791.0	485.0																										65617771	-1312	1312
chr11	65711560	65719441	11	-3136.0	1851.0	-3366.0	-3587.0	2807.0	-3797.0	938.0	-3770.0	-2924.0	3398.0	-1297.0																		65715500	-3940	3941
chr11	65775055	65783036	2	945.0	-334.0																											65779045	-3990	3991
chr11	65861625	65864311	0																													65862968	-1343	1343
chr11	65890396	65895821	2	1905.0	-924.0																											65893108	-2712	2713
chr11	65914927	65922841	3	1634.0	-1488.0	1590.0																										65918884	-3957	3957
chr11	65996412	66000833	3	-1755.0	-1043.0	1039.0																										65998622	-2210	2211
chr11	66001614	66005880	1	379.0																												66003747	-2133	2133
chr11	66006888	66011134	0																													66009011	-2123	2123
chr11	66067180	66068902	0																													66068041	-861	861
chr11	66254364	66259748	3	-1683.0	-1758.0	-1589.0																										66257056	-2692	2692
chr11	66260144	66262565	0																													66261354	-1210	1211
chr11	66273975	66280041	1	874.0																												66277008	-3033	3033
chr11	66284234	66289459	4	-1387.0	2267.0	1883.0	-792.0																									66286846	-2612	2613
chr11	66335067	66338108	3	752.0	-1132.0	257.0																										66336587	-1520	1521
chr11	66339780	66343268	1	309.0																												66341524	-1744	1744
chr11	66464852	66470360	1	-1270.0																												66467606	-2754	2754
chr11	66473881	66481031	0																													66477456	-3575	3575
chr11	67052121	67055753	0																													67053937	-1816	1816
chr11	67297068	67303170	4	1009.0	234.0	1294.0	1030.0																									67300119	-3051	3051
chr11	67305924	67307988	0																													67306956	-1032	1032
chr11	67460672	67465373	0																													67463022	-2350	2351
chr11	67467743	67471352	1	1529.0																												67469547	-1804	1805
chr11	68027744	68032802	1	2501.0																												68030273	-2529	2529
chr11	68120496	68124691	0																													68122593	-2097	2098
chr11	68752935	68754612	0																													68753773	-838	839
chr11	68840584	68844757	0																													68842670	-2086	2087
chr11	69672745	69675417	1	827.0																												69674081	-1336	1336
chr11	70201642	70207877	0																													70204759	-3117	3118
chr11	70269321	70271645	0																													70270483	-1162	1162
chr11	70391096	70396181	0																													70393638	-2542	2543
chr11	72079215	72081649	0																													72080432	-1217	1217
chr11	72083178	72084283	0																													72083730	-552	553
chr11	72102762	72104292	0																													72103527	-765	765
chr11	72105292	72112069	2	13.0	-1801.0																											72108680	-3388	3389
chr11	72672766	72676553	0																													72674659	-1893	1894
chr11	73307065	73312027	2	-1684.0	-1679.0																											73309546	-2481	2481
chr11	73375040	73378522	0																													73376781	-1741	1741
chr11	73979112	73985313	0																													73982212	-3100	3101
chr11	75397994	75401301	0																													75399647	-1653	1654
chr11	75402351	75403406	0																													75402878	-527	528
chr11	75563335	75567120	0																													75565227	-1892	1893
chr11	76781617	76784716	0																													76783166	-1549	1550
chr11	83070479	83073827	0																													83072153	-1674	1674
chr11	83157215	83158649	0																													83157932	-717	717
chr11	83189277	83191761	0																													83190519	-1242	1242
chr11	85650075	85652906	0																													85651490	-1415	1416
chr11	85681420	85682702	0																													85682061	-641	641
chr11	85684967	85686382	4	-461.0	128.0	-324.0	607.0																									85685674	-707	708
chr11	86067929	86070354	0																													86069141	-1212	1213
chr11	111601652	111604385	0																													111603018	-1366	1367
chr11	111926307	111927420	0																													111926863	-556	557
chr11	118261495	118262953	1	-401.0																												118262224	-729	729
chr11	119165978	119170832	0																													119168405	-2427	2427
chr11	119335052	119338374	3	499.0	1030.0	1603.0																										119336713	-1661	1661
chr11	121291833	121293302	0																													121292567	-734	735
chr11	123061374	123063139	0																													123062256	-882	883
chr11	123740125	123743470	0																													123741797	-1672	1673
chr11	126262717	126268473	11	525.0	1629.0	174.0	-1271.0	1626.0	496.0	-934.0	-1199.0	-2100.0	-2434.0	1813.0																		126265595	-2878	2878
chr11	129818128	129821373	0																													129819750	-1622	1623
chr11	130912908	130916972	1	85.0																												130914940	-2032	2032
chr12	2806286	2810346	0																													2808316	-2030	2030
chr12	2958663	2962919	0																													2960791	-2128	2128
chr12	3869006	3870631	0																													3869818	-812	813
chr12	6199467	6204063	3	1268.0	1258.0	1260.0																										6201765	-2298	2298
chr12	6493068	6495680	0																													6494374	-1306	1306
chr12	6532414	6536116	0																													6534265	-1851	1851
chr12	6767353	6771853	3	-342.0	-553.0	-1002.0																										6769603	-2250	2250
chr12	6922528	6927188	0																													6924858	-2330	2330
chr12	6927338	6929893	0																													6928615	-1277	1278
chr12	6939900	6943679	7	365.0	318.0	845.0	858.0	406.0	39.0	382.0																						6941789	-1889	1890
chr12	6943962	6944845	2	-180.0	-357.0																											6944403	-441	442
chr12	6969236	6974302	2	884.0	697.0																											6971769	-2533	2533
chr12	10722339	10724039	0																													10723189	-850	850
chr12	12561423	12563505	0																													12562464	-1041	1041
chr12	12722825	12727267	0																													12725046	-2221	2221
chr12	12890898	12894262	0																													12892580	-1682	1682
chr12	14768653	14769849	0																													14769251	-598	598
chr12	14773939	14775891	2	-854.0	-348.0																											14774915	-976	976
chr12	31323435	31326127	1	-636.0																												31324781	-1346	1346
chr12	32678578	32680084	0																													32679331	-753	753
chr12	45215429	45216979	0																													45216204	-775	775
chr12	45726850	45731796	0																													45729323	-2473	2473
chr12	46267340	46270598	0																													46268969	-1629	1629
chr12	46370707	46373018	3	591.0	523.0	1035.0																										46371862	-1155	1156
chr12	47965279	47967555	1	-268.0																												47966417	-1138	1138
chr12	48349758	48351341	0																													48350549	-791	792
chr12	48808035	48810999	0																													48809517	-1482	1482
chr12	48815203	48819389	0																													48817296	-2093	2093
chr12	48995450	48999931	0																													48997690	-2240	2241
chr12	49563141	49568229	3	2218.0	906.0	-789.0																										49565685	-2544	2544
chr12	50084362	50086518	0																													50085440	-1078	1078
chr12	51025238	51029098	0																													51027168	-1930	1930
chr12	51049365	51051971	0																													51050668	-1303	1303
chr12	51238403	51240728	0																													51239565	-1162	1163
chr12	51241438	51243335	1	-296.0																												51242386	-948	949
chr12	52004083	52010792	0																													52007437	-3354	3355
chr12	52077439	52082495	0																													52079967	-2528	2528
chr12	52247366	52248274	0																													52247820	-454	454
chr12	52249483	52251547	0																													52250515	-1032	1032
chr12	53182545	53185275	0																													53183910	-1365	1365
chr12	53209102	53212236	1	-727.0																												53210669	-1567	1567
chr12	53225367	53232216	1	1279.0																												53228791	-3424	3425
chr12	53446113	53449266	0																													53447689	-1576	1577
chr12	53451549	53453403	0																													53452476	-927	927
chr12	53454646	53455693	2	-321.0	311.0																											53455169	-523	524
chr12	53494811	53500034	0																													53497422	-2611	2612
chr12	53941321	53943822	0																													53942571	-1250	1251
chr12	53972367	53976330	1	-930.0																												53974348	-1981	1982
chr12	53981090	53984150	0																													53982620	-1530	1530
chr12	54281748	54284447	3	-24.0	-1267.0	-1172.0																										54283097	-1349	1350
chr12	55726829	55729610	1	912.0																												55728219	-1390	1391
chr12	55730124	55737195	0																													55733659	-3535	3536
chr12	55828249	55831305	1	1380.0																												55829777	-1528	1528
chr12	55972520	55974736	0																													55973628	-1108	1108
chr12	55996300	55998763	0																													55997531	-1231	1232
chr12	56001962	56008616	10	1452.0	285.0	1420.0	550.0	503.0	637.0	148.0	3041.0	3039.0	1523.0																			56005289	-3327	3327
chr12	56097722	56102514	9	-2066.0	-2177.0	1269.0	-1413.0	1269.0	139.0	-2027.0	-1690.0	1269.0																				56100118	-2396	2396
chr12	56120388	56122689	2	227.0	823.0																											56121538	-1150	1151
chr12	56155108	56159297	3	1506.0	-1289.0	-656.0																										56157202	-2094	2095
chr12	56255565	56260384	0																													56257974	-2409	2410
chr12	56314440	56316472	4	536.0	314.0	314.0	-632.0																									56315456	-1016	1016
chr12	56317368	56321971	4	2088.0	-258.0	558.0	295.0																									56319669	-2301	2302
chr12	56354056	56358231	3	633.0	1331.0	-426.0																										56356143	-2087	2088
chr12	57516638	57517655	2	254.0	122.0																											57517146	-508	509
chr12	57519555	57526255	5	-3183.0	-2159.0	-2618.0	-2595.0	-1399.0																								57522905	-3350	3350
chr12	57598924	57603426	5	762.0	268.0	-501.0	2069.0	774.0																								57601175	-2251	2251
chr12	57750622	57756759	1	2708.0																												57753690	-3068	3069
chr12	57763599	57767444	3	1371.0	-1484.0	99.0																										57765521	-1922	1923
chr12	57769883	57772411	0																													57771147	-1264	1264
chr12	57842841	57846610	0																													57844725	-1884	1885
chr12	64403340	64405538	0																													64404439	-1099	1099
chr12	64454653	64457236	1	-7.0																												64455944	-1291	1292
chr12	66304157	66305903	1	293.0																												66305030	-873	873
chr12	68609907	68612614	0																													68611260	-1353	1354
chr12	69737882	69740243	1	-738.0																												69739062	-1180	1181
chr12	70241720	70244196	0																													70242958	-1238	1238
chr12	71753750	71756513	1	-153.0																												71755131	-1381	1382
chr12	76763121	76766307	2	515.0	515.0																											76764714	-1593	1593
chr12	79686685	79692122	0																													79689403	-2718	2719
chr12	79933415	79936322	2	-307.0	-134.0																											79934868	-1453	1454
chr12	89351270	89356136	1	1736.0																												89353703	-2433	2433
chr12	89706575	89710544	0																													89708559	-1984	1985
chr12	92143582	92146790	1	909.0																												92145186	-1604	1604
chr12	96398485	96400862	0																													96399673	-1188	1189
chr12	100266150	100268029	5	114.0	137.0	16.0	43.0	42.0																								100267089	-939	940
chr12	103967309	103969991	0																													103968650	-1341	1341
chr12	106136968	106140920	0																													106138944	-1976	1976
chr12	107090749	107092536	0																													107091642	-893	894
chr12	108730023	108732143	0																													108731083	-1060	1060
chr12	109475268	109479058	0																													109477163	-1895	1895
chr12	110124388	110127849	0																													110126118	-1730	1731
chr12	110281882	110283198	0																													110282540	-658	658
chr12	110445313	110449177	0																													110447245	-1932	1932
chr12	111597219	111602221	0																													111599720	-2501	2501
chr12	112415927	112420662	0																													112418294	-2367	2368
chr12	116276419	116279385	1	781.0																												116277902	-1483	1483
chr12	118059984	118063123	0																													118061553	-1569	1570
chr12	119987958	119991032	1	-701.0																												119989495	-1537	1537
chr12	120115637	120118170	0																													120116903	-1266	1267
chr12	120196260	120198087	3	352.0	-157.0	268.0																										120197173	-913	914
chr12	120261602	120263825	0																													120262713	-1111	1112
chr12	120578605	120581408	3	-1136.0	872.0	-1148.0																										120580006	-1401	1402
chr12	121799275	121801598	0																													121800436	-1161	1162
chr12	121802646	121809496	1	1260.0																												121806071	-3425	3425
chr12	121917696	121919734	0																													121918715	-1019	1019
chr12	122267530	122270059	0																													122268794	-1264	1265
chr12	122419433	122423220	0																													122421326	-1893	1894
chr12	122524837	122526923	1	-1039.0																												122525880	-1043	1043
chr12	122773960	122775532	0																													122774746	-786	786
chr12	122833793	122836251	0																													122835022	-1229	1229
chr12	123971860	123974675	0																													123973267	-1407	1408
chr12	124908910	124915502	11	-1278.0	500.0	-205.0	-1059.0	-1193.0	-433.0	283.0	-484.0	-311.0	356.0	-1198.0																		124912206	-3296	3296
chr12	130870304	130873748	1	-1058.0																												130872026	-1722	1722
chr12	131710994	131712861	1	494.0																												131711927	-933	934
chr12	131714027	131715222	1	342.0																												131714624	-597	598
chr12	131826255	131833946	0																													131830100	-3845	3846
chr12	131928220	131932422	0																													131930321	-2101	2101
chr12	131942790	131950517	1	2934.0																												131946653	-3863	3864
chr12	132617879	132624092	10	-657.0	516.0	-621.0	-570.0	676.0	721.0	1272.0	-717.0	-328.0	-734.0																			132620985	-3106	3107
chr12	132708054	132712783	0																													132710418	-2364	2365
chr13	19861704	19865358	1	-628.0																												19863531	-1827	1827
chr13	19957269	19960339	0																													19958804	-1535	1535
chr13	21058902	21062964	0																													21060933	-2031	2031
chr13	21143358	21144433	0																													21143895	-537	538
chr13	26221458	26224808	0																													26223133	-1675	1675
chr13	27168883	27172870	0																													27170876	-1993	1994
chr13	27619883	27622605	2	-676.0	-663.0																											27621244	-1361	1361
chr13	28138047	28140237	0																													28139142	-1095	1095
chr13	29593798	29596426	0																													29595112	-1314	1314
chr13	29848912	29851180	0																													29850046	-1134	1134
chr13	33349164	33351069	0																													33350116	-952	953
chr13	36996802	37001223	3	-1674.0	-1726.0	-1619.0																										36999012	-2210	2211
chr13	40663803	40667123	0																													40665463	-1660	1660
chr13	42037116	42041422	0																													42039269	-2153	2153
chr13	43878087	43881335	1	-1600.0																												43879711	-1624	1624
chr13	45340573	45341935	0																													45341254	-681	681
chr13	49994715	49997932	0																													49996323	-1608	1609
chr13	51451223	51455296	3	802.0	1256.0	841.0																										51453259	-2036	2037
chr13	51582623	51585336	1	-736.0																												51583979	-1356	1357
chr13	102771644	102775343	0																													102773493	-1849	1850
chr13	108214720	108216364	0																													108215542	-822	822
chr13	110556449	110559150	0																													110557799	-1350	1351
chr13	110711040	110716889	6	-1617.0	1074.0	-1454.0	-1628.0	-243.0	-1869.0																							110713964	-2924	2925
chr13	113160953	113166709	0																													113163831	-2878	2878
chr13	113208193	113210917	0																													113209555	-1362	1362
chr13	113586436	113589235	0																													113587835	-1399	1400
chr13	113971238	113977133	0																													113974185	-2947	2948
chr14	20455593	20458059	5	-685.0	896.0	-278.0	1167.0	-590.0																								20456826	-1233	1233
chr14	20458464	20460019	0																													20459241	-777	778
chr14	20460589	20462003	0																													20461296	-707	707
chr14	22835374	22836702	0																													22836038	-664	664
chr14	22870968	22878539	2	-1200.0	2483.0																											22874753	-3785	3786
chr14	22880064	22883445	0																													22881754	-1690	1691
chr14	23028866	23032594	0																													23030730	-1864	1864
chr14	23300652	23304322	0																													23302487	-1835	1835
chr14	23550206	23554112	0																													23552159	-1953	1953
chr14	23554939	23558224	4	-283.0	-429.0	-693.0	-666.0																									23556581	-1642	1643
chr14	24121716	24124239	0																													24122977	-1261	1262
chr14	24136319	24139271	2	-1402.0	-974.0																											24137795	-1476	1476
chr14	24212069	24214183	1	-1008.0																												24213126	-1057	1057
chr14	24240191	24242010	0																													24241100	-909	910
chr14	24301047	24305199	5	1462.0	34.0	-1879.0	-1457.0	1070.0																								24303123	-2076	2076
chr14	24307134	24312575	1	-1754.0																												24309854	-2720	2721
chr14	24312737	24314646	0																													24313691	-954	955
chr14	24428305	24433297	2	1863.0	-828.0																											24430801	-2496	2496
chr14	32075953	32078008	0																													32076980	-1027	1028
chr14	37590976	37598955	19	2930.0	2709.0	2772.0	2930.0	2823.0	2859.0	2930.0	2858.0	2858.0	2818.0	14.0	2920.0	2857.0	2957.0	3383.0	2709.0	23.0	2831.0	2639.0										37594965	-3989	3990
chr14	39173632	39176689	3	-214.0	-915.0	-1411.0																										39175160	-1528	1529
chr14	39177852	39179957	3	-194.0	-558.0	1001.0																										39178904	-1052	1053
chr14	44896935	44897888	0																													44897411	-476	477
chr14	49633140	49638710	1	847.0																												49635925	-2785	2785
chr14	54565019	54568552	0																													54566785	-1766	1767
chr14	54568752	54570392	0																													54569572	-820	820
chr14	55051773	55052436	0																													55052104	-331	332
chr14	55271098	55272946	0																													55272022	-924	924
chr14	57388722	57391864	1	-1266.0																												57390293	-1571	1571
chr14	59188920	59191063	0																													59189991	-1071	1072
chr14	60720250	60724618	3	-1050.0	-933.0	-1205.0																										60722434	-2184	2184
chr14	64503127	64505685	0																													64504406	-1279	1279
chr14	65411591	65414608	2	1156.0	1197.0																											65413099	-1508	1509
chr14	68791266	68797146	4	-1074.0	1138.0	1301.0	1227.0																									68794206	-2940	2940
chr14	68968701	68976497	0																													68972599	-3898	3898
chr14	68976993	68979436	0																													68978214	-1221	1222
chr14	69149572	69152799	0																													69151185	-1613	1614
chr14	70807974	70810328	0																													70809151	-1177	1177
chr14	71318886	71322356	0																													71320621	-1735	1735
chr14	71931883	71935211	0																													71933547	-1664	1664
chr14	72925377	72926960	0																													72926168	-791	792
chr14	73135588	73139712	0																													73137650	-2062	2062
chr14	73711891	73715294	1	554.0																												73713592	-1701	1702
chr14	73784723	73788879	0																													73786801	-2078	2078
chr14	75002191	75005988	4	1113.0	492.0	-813.0	522.0																									75004089	-1898	1899
chr14	75050716	75051996	0																													75051356	-640	640
chr14	75276674	75281886	6	407.0	287.0	-1314.0	-2342.0	-782.0	-2090.0																							75279280	-2606	2606
chr14	75427122	75429445	0																													75428283	-1161	1162
chr14	75521937	75523019	0																													75522478	-541	541
chr14	75523840	75526076	1	-150.0																												75524958	-1118	1118
chr14	77022122	77028914	2	-1146.0	-867.0																											77025518	-3396	3396
chr14	77319878	77323876	0																													77321877	-1999	1999
chr14	81218947	81221802	0																													81220374	-1427	1428
chr14	88554232	88555899	0																													88555065	-833	834
chr14	89956334	89958858	0																													89957596	-1262	1262
chr14	90396332	90398457	1	221.0																												90397394	-1062	1063
chr14	91509616	91512827	0																													91511221	-1605	1606
chr14	93113841	93116231	0																													93115036	-1195	1195
chr14	93181158	93186174	9	349.0	418.0	545.0	-177.0	-576.0	495.0	-42.0	-171.0	-558.0																				93183666	-2508	2508
chr14	99479022	99482089	0																													99480555	-1533	1534
chr14	99482934	99484160	0																													99483547	-613	613
chr14	100237548	100240706	0																													100239127	-1579	1579
chr14	101963194	101965794	0																													101964494	-1300	1300
chr14	102590696	102594007	0																													102592351	-1655	1656
chr14	103333281	103335710	0																													103334495	-1214	1215
chr14	103518305	103523222	1	-1590.0																												103520763	-2458	2459
chr14	103560475	103563773	4	73.0	48.0	1185.0	1410.0																									103562124	-1649	1649
chr14	103850229	103854974	0																													103852601	-2372	2373
chr14	105483101	105488801	0																													105485951	-2850	2850
chr14	105527713	105533089	0																													105530401	-2688	2688
chr15	38456462	38460402	0																													38458432	-1970	1970
chr15	40465508	40469738	2	1602.0	1276.0																											40467623	-2115	2115
chr15	40469957	40475944	0																													40472950	-2993	2994
chr15	40843480	40848329	0																													40845904	-2424	2425
chr15	40871887	40874669	0																													40873278	-1391	1391
chr15	41115417	41118759	0																													41117088	-1671	1671
chr15	41773266	41776359	0																													41774812	-1546	1547
chr15	48330860	48332403	1	50.0																												48331631	-771	772
chr15	50185486	50185617	0																													50185551	-65	66
chr15	50354039	50355646	0																													50354842	-803	804
chr15	50356398	50356704	0																													50356551	-153	153
chr15	50356880	50358517	0																													50357698	-818	819
chr15	51947044	51950926	0																													51948985	-1941	1941
chr15	52192269	52192382	0																													52192325	-56	57
chr15	55742078	55745639	0																													55743858	-1780	1781
chr15	59370857	59372981	0																													59371919	-1062	1062
chr15	63042661	63044959	0																													63043810	-1149	1149
chr15	63503496	63506970	0																													63505233	-1737	1737
chr15	63594448	63598402	1	-1027.0																												63596425	-1977	1977
chr15	64160421	64162390	0																													64161405	-984	985
chr15	64459082	64461683	0																													64460382	-1300	1301
chr15	64702610	64705239	1	893.0																												64703924	-1314	1315
chr15	66503113	66504166	2	204.0	381.0																											66503639	-526	527
chr15	66504518	66506468	1	-7.0																												66505493	-975	975
chr15	66702227	66704543	1	1003.0																												66703385	-1158	1158
chr15	66704614	66707963	0																													66706288	-1674	1675
chr15	67064581	67070575	0																													67067578	-2997	2997
chr15	68279785	68280534	0																													68280159	-374	375
chr15	69413885	69415085	0																													69414485	-600	600
chr15	69454687	69457250	0																													69455968	-1281	1282
chr15	70096189	70098303	2	423.0	544.0																											70097246	-1057	1057
chr15	72195606	72201234	1	-1315.0																												72198420	-2814	2814
chr15	72473804	72475475	2	-27.0	-336.0																											72474639	-835	836
chr15	75367285	75368432	0																													75367858	-573	574
chr15	75371185	75374734	1	1081.0																												75372959	-1774	1775
chr15	75449692	75456984	0																													75453338	-3646	3646
chr15	75646553	75649356	0																													75647954	-1401	1402
chr15	81000190	81003342	1	-1473.0																												81001766	-1576	1576
chr15	82257996	82261716	0																													82259856	-1860	1860
chr15	83010505	83013134	0																													83011819	-1314	1315
chr15	83062234	83064513	0																													83063373	-1139	1140
chr15	84649931	84651441	0																													84650686	-755	755
chr15	84656159	84659912	0																													84658035	-1876	1877
chr15	84746402	84749568	0																													84747985	-1583	1583
chr15	88637626	88640257	0																													88638941	-1315	1316
chr15	89744546	89751553	0																													89748049	-3503	3504
chr15	89999149	90003332	0																													90001240	-2091	2092
chr15	90098976	90100107	0																													90099541	-565	566
chr15	90100837	90103511	0																													90102174	-1337	1337
chr15	90227539	90231216	1	1375.0																												90229377	-1838	1839
chr15	90232565	90233626	0																													90233095	-530	531
chr15	90387857	90391645	0																													90389751	-1894	1894
chr15	90870976	90874910	0																													90872943	-1967	1967
chr15	90881741	90884035	0																													90882888	-1147	1147
chr15	90904903	90908548	3	738.0	-588.0	1088.0																										90906725	-1822	1823
chr15	90929609	90931480	1	-633.0																												90930544	-935	936
chr15	90951225	90954353	3	-161.0	-450.0	-381.0																										90952789	-1564	1564
chr15	90954608	90956496	0																													90955552	-944	944
chr15	99565793	99566770	0																													99566281	-488	489
chr16	173302	177107	2	1708.0	1654.0																											175204	-1902	1903
chr16	276995	283365	0																													280180	-3185	3185
chr16	284032	287503	3	199.0	-892.0	570.0																										285767	-1735	1736
chr16	351701	356312	0																													354006	-2305	2306
chr16	396796	401800	1	-331.0																												399298	-2502	2502
chr16	526893	530999	0																													528946	-2053	2053
chr16	633191	638855	2	1120.0	738.0																											636023	-2832	2832
chr16	646228	650683	4	472.0	158.0	40.0	87.0																									648455	-2227	2228
chr16	776688	783985	1	-296.0																												780336	-3648	3649
chr16	1301703	1306455	0																													1304079	-2376	2376
chr16	1442531	1449768	2	2176.0	-1402.0																											1446149	-3618	3619
chr16	1609249	1616076	0																													1612662	-3413	3414
chr16	1677008	1680512	0																													1678760	-1752	1752
chr16	1703559	1707165	1	-1163.0																												1705362	-1803	1803
chr16	1959125	1966168	5	1034.0	-282.0	2928.0	491.0	-1645.0																								1962646	-3521	3522
chr16	1980953	1988494	1	-1402.0																												1984723	-3770	3771
chr16	2242306	2249429	1	-1033.0																												2245867	-3561	3562
chr16	2249484	2252743	0																													2251113	-1629	1630
chr16	2253285	2258228	0																													2255756	-2471	2472
chr16	2261938	2266817	4	2072.0	202.0	80.0	1267.0																									2264377	-2439	2440
chr16	2266902	2270144	0																													2268523	-1621	1621
chr16	2270436	2274870	1	855.0																												2272653	-2217	2217
chr16	2536636	2539020	0																													2537828	-1192	1192
chr16	2852487	2856076	1	399.0																												2854281	-1794	1795
chr16	2856336	2863619	0																													2859977	-3641	3642
chr16	2983590	2988483	0																													2986036	-2446	2447
chr16	3044525	3048651	0																													3046588	-2063	2063
chr16	3123772	3128041	0																													3125906	-2134	2135
chr16	3489448	3493194	0																													3491321	-1873	1873
chr16	3879041	3880350	0																													3879695	-654	655
chr16	4271610	4274244	4	164.0	174.0	184.0	192.0																									4272927	-1317	1317
chr16	4315101	4318502	0																													4316801	-1700	1701
chr16	4614036	4619577	0																													4616806	-2770	2771
chr16	4688036	4694986	4	2259.0	-2299.0	-2851.0	-2559.0																									4691511	-3475	3475
chr16	4695248	4701454	1	-1010.0																												4698351	-3103	3103
chr16	4759564	4764820	1	-560.0																												4762192	-2628	2628
chr16	4793700	4801194	0																													4797447	-3747	3747
chr16	4803527	4805307	0																													4804417	-890	890
chr16	4846459	4849308	0																													4847883	-1424	1425
chr16	8675917	8677532	0																													8676724	-807	808
chr16	8784020	8786677	0																													8785348	-1328	1329
chr16	8883689	8886866	0																													8885277	-1588	1589
chr16	9091183	9093543	0																													9092363	-1180	1180
chr16	10576732	10579247	0																													10577989	-1257	1258
chr16	11795659	11799814	0																													11797736	-2077	2078
chr16	11800174	11803132	0																													11801653	-1479	1479
chr16	11913819	11916936	1	-170.0																												11915377	-1558	1559
chr16	11974665	11979536	0																													11977100	-2435	2436
chr16	13919696	13923003	1	1162.0																												13921349	-1653	1654
chr16	14632648	14635645	0																													14634146	-1498	1499
chr16	18800136	18802975	0																													18801555	-1419	1420
chr16	18925489	18927999	0																													18926744	-1255	1255
chr16	18985430	18992151	0																													18988790	-3360	3361
chr16	19066724	19069103	1	-774.0																												19067913	-1189	1190
chr16	19113540	19116200	2	-870.0	-1196.0																											19114870	-1330	1330
chr16	19165375	19169489	0																													19167432	-2057	2057
chr16	20896243	20898430	0																													20897336	-1093	1094
chr16	20899448	20904273	0																													20901860	-2412	2413
chr16	21300739	21302876	0																													21301807	-1068	1069
chr16	22296690	22301594	0																													22299142	-2452	2452
chr16	24538940	24541089	0																													24540014	-1074	1075
chr16	25256943	25258525	1	669.0																												25257734	-791	791
chr16	28483594	28490242	2	-1728.0	-760.0																											28486918	-3324	3324
chr16	28820373	28826025	0																													28823199	-2826	2826
chr16	28838528	28846122	6	-1932.0	-654.0	-760.0	-3591.0	-1768.0	-2100.0																							28842325	-3797	3797
chr16	28973752	28977800	3	578.0	513.0	287.0																										28975776	-2024	2024
chr16	28984813	28992064	2	3020.0	2274.0																											28988438	-3625	3626
chr16	29804322	29808524	4	-1243.0	1261.0	-1426.0	-1819.0																									29806423	-2101	2101
chr16	29808851	29810382	3	-589.0	58.0	-488.0																										29809616	-765	766
chr16	29811711	29817697	2	-2103.0	-1754.0																											29814704	-2993	2993
chr16	29820506	29821933	0																													29821219	-713	714
chr16	29822463	29825845	0																													29824154	-1691	1691
chr16	29966850	29971531	2	1059.0	1058.0																											29969190	-2340	2341
chr16	30068401	30074981	8	2050.0	1836.0	1608.0	1416.0	2853.0	3042.0	2162.0	2774.0																					30071691	-3290	3290
chr16	30075101	30076247	0																													30075674	-573	573
chr16	30182803	30190232	3	80.0	-314.0	-1594.0																										30186517	-3714	3715
chr16	30350971	30354406	1	-537.0																												30352688	-1717	1718
chr16	30355475	30357484	0																													30356479	-1004	1005
chr16	30358036	30360133	4	-535.0	639.0	13.0	963.0																									30359084	-1048	1049
chr16	30381003	30383713	7	894.0	62.0	1240.0	1333.0	207.0	1291.0	567.0																						30382358	-1355	1355
chr16	30406346	30412203	0																													30409274	-2928	2929
chr16	30532477	30535754	2	1445.0	-137.0																											30534115	-1638	1639
chr16	30552109	30557344	2	-950.0	-1058.0																											30554726	-2617	2618
chr16	30572486	30573824	0																													30573155	-669	669
chr16	30574648	30577357	0																													30576002	-1354	1355
chr16	30652605	30657065	6	1848.0	-34.0	-1445.0	-1556.0	-1441.0	-1411.0																							30654835	-2230	2230
chr16	30657312	30661673	0																													30659492	-2180	2181
chr16	30697783	30699763	0																													30698773	-990	990
chr16	30753550	30760117	3	-2849.0	-2211.0	-648.0																										30756833	-3283	3284
chr16	30761511	30763962	2	1132.0	-428.0																											30762736	-1225	1226
chr16	30764376	30767232	2	-973.0	-1052.0																											30765804	-1428	1428
chr16	30889949	30893482	1	-1537.0																												30891715	-1766	1767
chr16	30895568	30900309	0																													30897938	-2370	2371
chr16	30947150	30948743	0																													30947946	-796	797
chr16	30949692	30956551	0																													30953121	-3429	3430
chr16	30957778	30959774	1	-24.0																												30958776	-998	998
chr16	30981951	30984314	0																													30983132	-1181	1182
chr16	30984658	30987058	1	293.0																												30985858	-1200	1200
chr16	31012767	31018181	0																													31015474	-2707	2707
chr16	31091027	31096534	1	374.0																												31093780	-2753	2754
chr16	31112887	31120243	2	-1097.0	-3663.0																											31116565	-3678	3678
chr16	31199384	31201918	1	-1089.0																												31200651	-1267	1267
chr16	31452372	31455135	0																													31453753	-1381	1382
chr16	31465835	31468841	2	1297.0	731.0																											31467338	-1503	1503
chr16	31503463	31507277	0																													31505370	-1907	1907
chr16	50150149	50154211	0																													50152180	-2031	2031
chr16	54283381	54287979	0																													54285680	-2299	2299
chr16	54930070	54931556	0																													54930813	-743	743
