Chr	Start	End	Name	Score	Strand	Length
chr15	84884654	84945798	SLC28A1	0	+	61144
chr4	79225694	79326061	NAA11	0	-	100367
chr21	30165565	30166805	CLDN17	0	-	1240
chr10	104641290	105265242	SORCS3	0	+	623952
chr8	96142333	96160806	GDF6	0	-	18473
chr5	146580742	147084784	PPP2R2B	0	-	504042
chr10	69220332	69267552	HKDC1	0	+	47220
chr6	40391591	40587364	LRFN2	0	-	195773
chr10	70431936	70447951	NODAL	0	-	16015
chr11	57376769	57381150	PRG3	0	-	4381
chr8	35235475	35796550	UNC5D	0	+	561075
chr16	31427731	31428360	COX6A2	0	-	629
chr16	31393335	31426505	ITGAD	0	+	33170
chrX	136300963	136416890	ADGRG4	0	+	115927
chrX	137566127	137577691	ZIC3	0	+	11564
chr3	9498361	9553822	LHFPL4	0	-	55461
chr3	187668912	187670394	SST	0	-	1482
chr1	182899865	182953525	SHCBP1L	0	-	53660
chr3	42397083	42410610	LYZL4	0	-	13527
chr5	73120569	73131809	TMEM171	0	+	11240
chr3	42685537	42692544	KLHL40	0	+	7007
chr1	56854768	56918223	C8A	0	+	63455
chr7	155070324	155087392	HTR5A	0	+	17068
chr16	69950705	69964452	CLEC18A	0	+	13747
chr1	12746200	12763699	CFAP107	0	+	17499
chr16	70173322	70187361	CLEC18C	0	+	14039
chr6	35737032	35749079	ARMC12	0	+	12047
chr12	120640626	120667324	CABP1	0	+	26698
chr2	26401920	26456711	DRC1	0	+	54791
chr2	26581205	26641366	CIB4	0	-	60161
chr15	65895079	66253756	MEGF11	0	-	358677
chr1	26051301	26068436	TRIM63	0	-	17135
chr11	7020479	7071526	NLRP14	0	+	51047
chr12	122167738	122203471	LRRC43	0	+	35733
chr2	218356857	218368099	CATIP	0	+	11242
chr1	158327951	158331531	CD1B	0	-	3580
chr16	20933111	21159441	DNAH3	0	-	226330
chr5	143812161	143820716	HMHB1	0	+	8555
chr7	130266863	130289798	CPA2	0	+	22935
chr7	130344816	130368730	CPA5	0	+	23914
chr6	27285903	27312273	POM121L2	0	-	26370
chrX	55009055	55030977	ALAS2	0	-	21922
chrX	55220346	55224108	PAGE5	0	+	3762
chr1	19664875	19680966	HTR6	0	+	16091
chr1	160945025	160954809	ITLN2	0	-	9784
chr1	20139323	20150381	PLA2G2F	0	+	11058
chr8	22024125	22036897	NPM2	0	+	12772
chr8	22042398	22048809	FGF17	0	+	6411
chr1	20290875	20359518	VWA5B1	0	+	68643
chr16	24845841	24911628	SLC5A11	0	+	65787
chr1	161222292	161223631	APOA2	0	-	1339
chr20	45551153	45579326	WFDC8	0	-	28173
chr17	46833201	46886730	WNT9B	0	+	53529
chr17	48721719	48722518	PRAC1	0	-	799
chr21	34364006	34371381	KCNE2	0	+	7375
chr17	48997385	49056145	IGF2BP1	0	+	58760
chr17	48958554	48968596	GIP	0	-	10042
chr15	34751032	34754998	GJD2	0	-	3966
chr15	34790230	34795549	ACTC1	0	-	5319
chr21	36460621	36576569	CLDN14	0	-	115948
chr15	74069857	74082550	GOLGA6A	0	-	12693
chr15	42067009	42094562	PLA2G4D	0	-	27553
chr1	17308195	17364004	PADI4	0	+	55809
chr16	55846154	55956031	CES5A	0	-	109877
chr1	152106317	152115444	TCHH	0	-	9127
chr1	152686123	152687397	LCE2B	0	+	1274
chr15	43276271	43302255	TGM7	0	-	25984
chr1	153149582	153150890	SPRR2G	0	-	1308
chr1	153297116	153312952	PGLYRP3	0	-	15836
chr15	76336773	76342475	ISL2	0	+	5702
chr1	45620044	45624057	CCDC17	0	-	4013
chr16	57694793	57731805	DRC7	0	+	37012
chr16	57976435	57988116	TEPP	0	+	11681
chr3	126481166	126517773	UROC1	0	-	36607
chr16	67326798	67385204	LRRC36	0	+	58406
chr16	67482571	67483547	AGRP	0	-	976
chr17	3411370	3424070	OR3A3	0	+	12700
chr21	42346357	42350997	TFF2	0	-	4640
chr21	43169008	43172805	CRYAA	0	+	3797
chr21	44285838	44298648	AIRE	0	+	12810
chr21	46136160	46155579	FTCD	0	-	19419
chr19	51367098	51369003	CLDND2	0	-	1905
chr9	134880810	134887523	FCN2	0	+	6713
chr9	135521438	135526540	LCN1	0	+	5102
chr19	55376826	55378246	TMEM190	0	+	1420
chr3	46835111	46882172	MYL3	0	-	47061
chr1	156920632	156933094	LRRC71	0	+	12462
chr7	99756960	99784248	CYP3A4	0	-	27288
chr19	14472466	14475354	PTGER1	0	-	2888
chr22	21632716	21637329	CCDC116	0	+	4613
chr19	35825372	35869287	NPHS1	0	-	43915
chr17	41835685	41848384	KLHL10	0	+	12699
chr19	49388219	49417990	KASH5	0	+	29771
chr17	42184060	42185452	HCRT	0	-	1392
chr19	49969600	49975819	SIGLEC16	0	+	6219
chr19	50152548	50163281	IZUMO2	0	-	10733
chr19	50659255	50719802	SHANK1	0	-	60547
chr19	9114828	9115763	OR7G1	0	-	935
chr12	52377812	52385652	KRT84	0	-	7840
chr12	52393931	52406335	KRT82	0	-	12404
chr6	33721662	33746905	IP6K3	0	-	25243
chr6	41149337	41154347	TREML1	0	-	5010
chr17	7101322	7115700	ASGR2	0	-	14378
chr17	8729935	8745219	CCDC42	0	-	15284
chr16	560394	565529	PRR35	0	+	5135
chr16	769428	783370	MSLNL	0	-	13942
chr16	1072747	1081454	SSTR5	0	+	8707
chr16	1911475	1918415	HS3ST6	0	-	6940
chr16	2471297	2474145	NTN3	0	+	2848
chr3	52794768	52809009	ITIH3	0	+	14241
chr11	69698238	69704022	FGF19	0	-	5784
chr1	47137435	47149727	CYP4A22	0	+	12292
chr1	50024029	50203772	ELAVL4	0	+	179743
chr1	53087179	53142638	SLC1A7	0	-	55459
chr1	54806063	54842252	LEXM	0	+	36189
chr1	54998933	55017172	BSND	0	+	18239
chr1	15438442	15449242	CTRC	0	+	10800
chr1	46545641	46551647	KNCN	0	-	6006
chr1	15742499	15747982	TMEM82	0	+	5483
chr1	15736258	15741392	SLC25A34	0	+	5134
chr1	13474973	13514003	LRRC38	0	-	39030
chr1	30711277	30723585	MATN1	0	-	12308
chr1	1173880	1197936	TTLL10	0	+	24056
chr1	3746460	3771645	CCDC27	0	+	25185
chr1	59987269	60073770	C1orf87	0	-	86501
chr1	75128434	75161533	LHX8	0	+	33099
chr1	108815898	108963484	AKNAD1	0	-	147586
chr1	84999147	85133138	DNAI3	0	+	133991
chr1	91260766	91404856	HFM1	0	-	144090
chr1	196225779	196609225	KCNT2	0	-	383446
chr1	159951492	159954237	SLAMF9	0	-	2745
chr1	248145148	248146086	OR2M5	0	+	938
chr1	160081538	160090563	KCNJ9	0	+	9025
chr1	173500460	173603072	SLC9C2	0	-	102612
chr1	165201867	165356715	LMX1A	0	-	154848
chr1	165544000	165563957	LRRC52	0	+	19957
chr1	212624474	212626775	GARIN4	0	+	2301
chr1	179365720	179554735	AXDND1	0	+	189015
chr1	241652278	241802777	WDR64	0	+	150499
chr1	205828025	205850132	PM20D1	0	-	22107
chr1	206957965	206970625	FCAMR	0	-	12660
chr2	186827475	186849208	ZSWIM2	0	-	21733
chr2	132147591	132257969	ANKRD30BL	0	-	110378
chr2	94871430	94876823	TEKT4	0	+	5393
chr2	166888480	167259753	XIRP2	0	+	371273
chr4	95840093	95841464	PDHA2	0	+	1371
chr4	97184093	98143476	STPG2	0	-	959383
chr1	152579381	152580516	LCE3D	0	-	1135
chr1	152878322	152885047	SMCP	0	+	6725
chr1	153039732	153041931	SPRR2D	0	-	2199
chr2	68860909	68871397	BMP10	0	-	10488
chr1	153330120	153348841	PGLYRP4	0	-	18721
chr1	153373711	153375621	S100A12	0	-	1910
chr1	154502219	154548147	TDRD10	0	+	45928
chr2	208128137	208129828	CRYGC	0	-	1691
chr1	154199085	154206333	CFAP141	0	-	7248
chr2	231921809	231926396	NPPC	0	-	4587
chr2	232378724	232382889	ALPP	0	+	4165
chr4	46035769	46124054	GABRG1	0	-	88285
chr2	232406844	232410714	ALPG	0	+	3870
chr4	46993723	47426447	GABRB1	0	+	432724
chr2	232456125	232460753	ALPI	0	+	4628
chr1	154993586	154994315	LENEP	0	+	729
chr3	68731766	68953297	TAFA4	0	-	221531
chr4	26481396	26490484	CCKAR	0	-	9088
chr1	201190824	201228952	IGFN1	0	+	38128
chr3	71771655	71785206	PROK2	0	-	13551
chr4	55556519	55592245	PDCL2	0	-	35726
chr2	216081866	216102783	TMEM169	0	+	20917
chr2	218162841	218166962	CXCR1	0	-	4121
chr2	218981087	218985184	FEV	0	-	4097
chr2	218990189	218993422	CRYBA2	0	-	3233
chr2	219054424	219060921	IHH	0	-	6497
chr3	108743424	108757410	RETNLB	0	-	13986
chr1	157573747	157598085	FCRL4	0	-	24338
chr3	109293788	109316517	DPPA2	0	-	22729
chr1	157794403	157820120	FCRL1	0	-	25717
chr1	158610704	158686715	SPTA1	0	-	76011
chr3	19879472	19947025	EFHB	0	-	67553
chr3	170996347	171026743	SLC2A2	0	-	30396
chr2	88122982	88128062	FABP1	0	-	5080
chr3	63228315	63616924	SYNPR	0	+	388609
chr3	150659885	150703971	ERICH6	0	-	44086
chr3	57197838	57227606	HESX1	0	-	29768
chr3	36712421	36764553	DCLK3	0	-	52132
chr4	74036589	74038807	CXCL3	0	-	2218
chr3	146391421	146495991	PLSCR2	0	-	104570
chr2	27149004	27156974	TCF23	0	+	7970
chr3	46494611	46500950	RTP3	0	+	6339
chr3	46515385	46606948	LRRC2	0	-	91563
chr3	121593379	121630295	FBXO40	0	+	36916
chr3	126394909	126436556	CFAP100	0	+	41647
chr3	129528639	129535344	RHO	0	+	6705
chr3	196197452	196211437	ZDHHC19	0	-	13985
chr4	4188726	4226929	OTOP1	0	-	38203
chr1	42733093	42740254	CLDN19	0	-	7161
chr3	48372219	48401259	FBXW12	0	+	29040
chr3	49857988	49869935	CAMKV	0	-	11947
chr3	51707068	51718613	GRM2	0	+	11545
chr4	108742048	108763054	ETNPPL	0	-	21006
chr4	118033618	118258634	NDST3	0	+	225016
chr4	121758881	121765427	SMIM43	0	-	6546
chr4	122378966	122429802	ADAD1	0	+	50836
chr4	176213673	176277571	ASB5	0	-	63898
chr4	158893134	159038760	C4orf45	0	-	145626
chr5	33944623	33984693	SLC45A2	0	-	40070
chr5	122129546	122182658	ZNF474	0	+	53112
chr5	23443586	23528093	PRDM9	0	+	84507
chr5	147824572	147831671	SPINK1	0	-	7099
chr5	148451032	148677235	HTR4	0	-	226203
chr5	80319625	80321842	SPZ1	0	+	2217
chr4	184088706	184221230	ENPP6	0	-	132524
chr5	73173193	73175143	TMEM174	0	+	1950
chr5	1253147	1295068	TERT	0	-	41921
chr5	1225381	1246189	SLC6A18	0	+	20808
chr5	132060655	132063204	IL3	0	+	2549
chr5	132073789	132076170	CSF2	0	+	2381
chr6	100962701	102081622	GRIK2	0	+	1118921
chr5	171309248	171312139	TLX3	0	+	2891
chr6	166157656	166168700	TBXT	0	-	11044
chr6	137143820	137173648	IL22RA2	0	-	29828
chr6	168292830	168319777	DACT2	0	-	26947
chr6	25726063	25726562	H2AC1	0	-	499
chr5	55851357	55922854	IL31RA	0	+	71497
chr5	56099680	56233330	ANKRD55	0	-	133650
chr7	35202430	35254100	TBX20	0	-	51670
chr5	45254948	45696498	HCN1	0	-	441550
chr7	31337465	31340726	NEUROD6	0	-	3261
chr7	20782279	20786886	SP8	0	-	4607
chr7	123452193	123535077	IQUB	0	-	82884
chr7	155799980	155812463	SHH	0	-	12483
chr17	35192520	35194393	SLC35G3	0	-	1873
chr7	47987148	48029119	SUN3	0	-	41971
chr7	48035511	48061304	C7orf57	0	+	25793
chr7	155458129	155464831	EN2	0	+	6702
chr8	109963636	109975771	KCNV1	0	-	12135
chr8	7055304	7056739	DEFA5	0	-	1435
chr8	6935820	6938306	DEFA4	0	-	2486
chr8	6924697	6926076	DEFA6	0	-	1379
chr8	108606850	108787594	TMEM74	0	-	180744
chr7	1232872	1237326	UNCX	0	+	4454
chr8	7442684	7463674	SPAG11B	0	-	20990
chr8	86214063	86321146	SLC7A13	0	-	107083
chr7	151148009	151174745	GBX1	0	-	26736
chr9	34379019	34397828	C9orf24	0	-	18809
chr9	90609832	90642862	DIRAS2	0	-	33030
chr9	69012504	69014113	PRKACG	0	-	1609
chr8	41645177	41650817	NKX6-3	0	-	5640
chr7	141836300	141841487	PRSS37	0	-	5187
chr9	72521608	72838297	TMC1	0	+	316689
chr7	142939343	142940868	LLCFC1	0	+	1525
chrX	35919734	36385317	CFAP47	0	+	465583
chr9	111686171	111795008	SHOC1	0	-	108837
chrX	23908006	23939509	CXorf58	0	+	31503
chrX	15281697	15315640	ASB11	0	-	33943
chrX	15345596	15384413	VEGFD	0	-	38817
chr9	122614738	122615682	OR1Q1	0	+	944
chrY	14522573	14845654	NLGN4Y	0	+	323081
chr11	93329971	93438487	DEUP1	0	+	108516
chrX	70925579	70931125	SLC7A3	0	-	5546
chrX	137023929	137033995	GPR101	0	-	10066
chr14	41606876	41904549	LRFN5	0	+	297673
chr10	52765380	52772784	MBL2	0	-	7404
chr11	124919205	124936412	HEPACAM	0	-	17207
chr14	46651010	46651781	RPL10L	0	-	771
chrX	141838316	141897832	MAGEC3	0	+	59516
chr14	77265483	77271206	NGB	0	-	5723
chr14	77394021	77423523	NOXRED1	0	-	29502
chr13	27960918	27969315	CDX2	0	-	8397
chr13	25161679	25172288	AMER2	0	-	10609
chrX	48186220	48196795	SSX5	0	-	10575
chrX	48346427	48356707	SSX3	0	-	10280
chr14	56799905	56816693	OTX2	0	-	16788
chr10	49364066	49396089	DRGX	0	-	32023
chr10	13221766	13234374	UCMA	0	-	12608
chrX	132076990	132128020	FRMD7	0	-	51030
chr14	19875142	19883932	OR4K2	0	+	8790
chr14	20999255	21001871	SLC39A2	0	+	2616
chr12	87980035	88034037	C12orf50	0	-	54002
chr10	97572499	97583884	ANKRD2	0	+	11385
chr12	80099537	80380880	OTOGL	0	+	281343
chr11	47437764	47449143	RAPSN	0	-	11379
chr12	27446736	27502185	SMCO2	0	+	55449
chr14	94487274	94517844	SERPINA12	0	-	30570
chr11	20599594	20659285	SLC6A5	0	+	59691
chr12	95867048	95942635	CCDC38	0	-	75587
chrX	151563675	151676739	PASD1	0	+	113064
chr15	37921939	37967724	TMCO5A	0	+	45785
chr14	23372809	23376403	IL25	0	+	3594
chr14	23376773	23379772	CMTM5	0	+	2999
chr11	134274245	134319564	GLB1L3	0	+	45319
chr12	108907741	109021068	SVOP	0	-	113327
chr11	133840631	133845538	SPATA19	0	-	4907
chr15	40815451	40828709	PPP1R14D	0	-	13258
chr16	49373804	49399431	C16orf78	0	+	25627
chr12	100203669	100267079	DEPDC4	0	-	63410
chrX	154219756	154233286	OPN1MW2	0	+	13530
chr14	104085686	104115582	ASPG	0	+	29896
chr12	101475336	101486997	SPIC	0	+	11661
chr10	70771238	70785401	TBATA	0	-	14163
chr11	108308519	108467531	C11orf65	0	-	159012
chr17	57744495	57745299	CCDC182	0	-	804
chr18	72742314	72868146	NETO1	0	-	125832
chr21	13609777	13645823	POTED	0	+	36046
chr19	33132090	33175799	WDR88	0	+	43709
chr11	6845683	6846636	OR10A5	0	+	953
chr11	6891574	6892500	OR2D2	0	-	926
chr11	8224309	8268716	LMO1	0	-	44407
chr12	8509475	8522366	CLEC4D	0	+	12891
chr16	84009667	84042795	SLC38A8	0	-	33128
chr18	59275156	59318649	CPLX4	0	-	43493
chr18	77249848	77277900	GALR1	0	+	28052
chr16	66908122	66918917	CDH16	0	-	10795
chr17	9576627	9643447	CFAP52	0	+	66820
chr18	60371062	60372775	MC4R	0	-	1713
chr18	63542369	63569329	SERPINB12	0	+	26960
chr15	30360566	30393849	CHRFAM7A	0	-	33283
chr11	113687547	113706373	TMPRSS5	0	-	18826
chr11	113975075	113990313	HTR3A	0	+	15238
chr11	18412318	18452063	LDHC	0	+	39745
chr12	56994492	56998447	GPR182	0	+	3955
chr22	36560857	36703752	CACNG2	0	-	142895
chr12	57028517	57051198	MYO1A	0	-	22681
chr16	23755026	23758935	CHP2	0	+	3909
chr11	59456961	59457905	OR4D6	0	+	944
chr7	100483927	100494802	NYAP1	0	+	10875
chr11	60327255	60396596	MS4A6E	0	+	69341
chr11	60429572	60455214	MS4A5	0	+	25642
chr20	2380901	2432753	TGM6	0	+	51852
chr18	32937402	33441101	CCDC178	0	-	503699
chr7	101170496	101180293	NAT16	0	-	9797
chr15	44956687	44979229	TERB2	0	+	22542
chr20	32983773	33004433	SUN5	0	-	20660
chr20	33031648	33044047	BPIFB6	0	+	12399
chr17	50761029	50767557	ANKRD40CL	0	-	6528
chr15	73873564	73889214	TBC1D21	0	+	15650
chr15	75258334	75273455	GOLGA6C	0	+	15121
chr18	46476972	46657220	LOXHD1	0	-	180248
chr17	79089345	79611051	RBFOX3	0	-	521706
chr11	3638512	3642316	ART5	0	-	3804
chr11	4680171	4697854	OR51E2	0	-	17683
chr11	4704784	4992431	MMP26	0	+	287647
chr19	46633953	46636541	GNG8	0	-	2588
chr17	60149942	60170899	CA4	0	+	20957
chr12	49950737	49958878	AQP2	0	+	8141
chr12	51888009	51891727	ANKRD33	0	+	3718
chr19	54497879	54510687	LAIR2	0	+	12808
chr19	54816468	54830778	KIR3DL1	0	+	14310
chr19	3879864	3928082	ATCAY	0	+	48218
chr19	4292227	4302431	TMIGD2	0	-	10204
chr19	50861568	50880567	KLK2	0	+	18999
chr19	6306142	6333612	ACER1	0	-	27470
chr12	53103486	53124535	SOAT2	0	+	21049
chr11	67518912	67524517	CABP2	0	-	5605
chr11	56134721	56140201	OR8J3	0	-	5480
chr11	55935456	55936400	OR5I1	0	-	944
chr17	6789133	6831761	TEKT1	0	-	42628
chr8	58490178	58500163	CYP7A1	0	-	9985
chr17	39953263	39977768	GSDMA	0	+	24505
chr17	40697991	40703752	KRT24	0	-	5761
chr17	43753738	43758791	SOST	0	-	5053
chr11	61258286	61295316	VWCE	0	-	37030
chr11	64555690	64572875	SLC22A11	0	+	17185
chr11	64937517	64972108	MAJIN	0	-	34591
chr8	28316986	28343355	PNOC	0	+	26369
chr16	3204247	3205188	OR1F1	0	+	941
chr6	27911185	27912396	OR2B2	0	-	1211
chr22	38426327	38455199	KCNJ4	0	-	28872
chr1	228424845	228425360	H3-4	0	-	515
chr16	3355889	3357306	OR2C1	0	+	1417
chr14	52267698	52276724	PTGDR	0	+	9026
chr10	23192312	23194245	PTF1A	0	+	1933
chr3	39467198	39529479	MOBP	0	+	62281
chr8	49054311	49076093	PPDPFL	0	+	21782
chr14	35534164	35537054	INSM2	0	+	2890
chr3	38845764	39052157	SCN11A	0	-	206393
chr16	84218657	84240012	KCNG4	0	-	21355
chr2	238138668	238152947	KLHL30	0	+	14279
chr18	9885766	9889275	TXNDC2	0	+	3509
chr8	22146830	22157084	LGI3	0	-	10254
chr2	236165236	236168386	GBX2	0	-	3150
chr1	146017468	146036746	HJV	0	-	19278
chr11	62190216	62193539	SCGB1D1	0	+	3323
chr2	210290150	210315174	MYL1	0	-	25024
chr2	208160740	208163589	CRYGA	0	-	2849
chr4	174829668	174978180	ADAM29	0	+	148512
chr8	39584489	39730065	ADAM18	0	+	145576
chr2	98087116	98313299	VWA3B	0	+	226183
chr16	67289428	67326760	KCTD19	0	-	37332
chr20	45123425	45124465	WFDC12	0	-	1040
chrY	6246223	6249019	TSPY2	0	+	2796
chr3	159988835	159996019	IL12A	0	+	7184
chr9	35869463	35870401	OR13J1	0	-	938
chr6	86937528	87016679	HTR1E	0	+	79151
chr4	161383897	162164004	FSTL5	0	-	780107
chr3	137764315	137766334	SOX14	0	+	2019
chr2	85657314	85668741	SFTPB	0	-	11427
chr5	180988846	181006727	BTNL3	0	+	17881
chr16	75218988	75226338	CTRB1	0	+	7350
chr16	75204103	75207161	CTRB2	0	-	3058
chr11	89797655	89808575	TRIM49	0	-	10920
chr2	227362038	227381995	TM4SF20	0	-	19957
chr11	88504576	89065982	GRM5	0	-	561406
chr2	11658178	11670195	NTSR2	0	-	12017
chr2	227164624	227314792	COL4A3	0	+	150168
chrX	6533618	6535118	VCX3A	0	-	1500
chr3	167239843	167407874	ZBBX	0	-	168031
chr5	57480018	57482811	ACTBL2	0	-	2793
chr16	27787528	28063714	GSG1L	0	-	276186
chr5	132656263	132661110	IL13	0	+	4847
chr14	21568520	21580076	OR10G3	0	-	11556
chr1	247507058	247577690	GCSAML	0	+	70632
chr5	54455699	54456377	HSPB3	0	+	678
chrX	30304206	30309390	NR0B1	0	-	5184
chrX	28587446	29956718	IL1RAPL1	0	+	1369272
chr22	23762990	23765863	C22orf15	0	+	2873
chr14	21148370	21159060	OR5AU1	0	-	10690
chr16	20359175	20404737	PDILT	0	-	45562
chr16	20333051	20356301	UMOD	0	-	23250
chr14	20955487	20956436	RNASE2	0	+	949
chr19	47994632	48025154	ELSPBP1	0	+	30522
chr14	20891385	20892348	RNASE3	0	+	963
chr8	139600838	139704109	KCNK9	0	-	103271
chr2	166195185	166376001	SCN9A	0	-	180816
chr1	152984081	152985814	SPRR1A	0	+	1733
chr14	20014143	20019307	OR4K14	0	-	5164
chr14	19975591	19976565	OR4K15	0	+	974
chr8	38974228	38988663	HTRA4	0	+	14435
chr1	152514482	152516008	CRCT1	0	+	1526
chr22	22513736	22520270	ZNF280A	0	-	6534
chrX	135156540	135171398	CT55	0	-	14858
chr22	22244780	22245515	VPREB1	0	+	735
chr2	68974573	68980980	GKN1	0	+	6407
chr16	56651886	56653204	MT1B	0	+	1318
chr3	129060779	129062406	GP9	0	+	1627
chr1	3021467	3022903	ACTRT2	0	+	1436
chr3	173396284	174294372	NLGN1	0	+	898088
chr5	9627347	9712378	TAS2R1	0	-	85031
chrY	22490397	22514637	PRY	0	+	24240
chrY	22168542	22182982	RBMY1F	0	-	14440
chrY	22071756	22096007	PRY2	0	-	24251
chr4	103586031	103719985	TACR3	0	-	133954
chr13	27792483	27794768	GSX1	0	+	2285
chr15	52755053	52791078	ONECUT1	0	-	36025
chr7	101020072	101058859	MUC17	0	+	38787
chr16	31527900	31528803	AHSP	0	+	903
chr12	48965340	48971735	WNT10B	0	-	6395
chr1	1915108	1917296	CALML6	0	+	2188
chr3	149474697	149503394	TM4SF4	0	+	28697
chrX	11822423	12724523	FRMPD4	0	+	902100
chrY	18731440	18773735	HSFY2	0	-	42295
chr4	152769354	152779730	TIGD4	0	-	10376
chr2	127535683	127637729	MYO7B	0	+	102046
chr14	94462717	94479689	SERPINA9	0	-	16972
chr5	177707981	177784435	FAM153A	0	-	76454
chr7	75492320	75504316	SPDYE5	0	+	11996
chr9	116231	118417	FOXD4	0	-	2186
chr1	200872981	200874178	GPR25	0	+	1197
chr6	117265558	117273565	VGLL2	0	+	8007
chr2	176099795	176102489	HOXD12	0	+	2694
chr4	144109303	144140751	GYPA	0	-	31448
chr11	113387779	113400416	ANKK1	0	+	12637
chr5	159865080	159973012	ADRA1B	0	+	107932
chr5	160187367	160238735	FABP6	0	+	51368
chr11	18933499	18939414	MRGPRX1	0	-	5915
chr7	148590766	148615860	C7orf33	0	+	25094
chr8	86553977	86743675	CNGB3	0	-	189698
chr11	107707378	107719693	SLN	0	-	12315
chr10	48153088	48274696	FRMPD2	0	-	121608
chr12	53326575	53345315	SP7	0	-	18740
chr2	184598529	184939492	ZNF804A	0	+	340963
chr12	52837804	52849092	KRT78	0	-	11288
chr12	56923133	56934408	SDR9C7	0	-	11275
chr12	52565782	52573843	KRT74	0	-	8061
chr12	52585589	52601538	KRT72	0	-	15949
chr1	204190341	204196491	KISS1	0	-	6150
chr4	87303789	87322886	HSD17B13	0	-	19097
chr4	46734827	46909245	COX7B2	0	-	174418
chr12	55126406	55132750	OR9K2	0	+	6344
chr19	45863989	45873797	FOXA3	0	+	9808
chr7	103352730	103446207	SLC26A5	0	-	93477
chr9	100578079	100588389	CAVIN4	0	+	10310
chr11	7937171	7941708	OR10A3	0	-	4537
chr17	48762234	48817229	TTLL6	0	-	54995
chr11	7088998	7091148	RBMXL2	0	+	2150
chr9	6328375	6331891	TPD52L3	0	+	3516
chr11	6876625	6877619	OR10A4	0	+	994
chr11	6863057	6874717	OR10A2	0	+	11660
chr7	123655866	123664290	LMOD2	0	+	8424
chr3	133400056	133475222	BFSP2	0	+	75166
chr2	48962157	49154527	FSHR	0	-	192370
chr19	42902086	42919563	PSG6	0	-	17477
chr12	120322115	120327779	PLA2G1B	0	-	5664
chr4	5014586	5019458	CYTL1	0	-	4872
chr19	9126012	9126950	OR7G3	0	-	938
chr19	9100407	9107475	OR7G2	0	-	7068
chrX	107980864	107982370	TEX13B	0	-	1506
chr6	51615299	52087613	PKHD1	0	-	472314
chr19	9087061	9095669	OR1M1	0	+	8608
chr19	8832377	8843340	MBD3L1	0	+	10963
chr6	49785660	49787285	PGK2	0	-	1625
chr11	124539635	124545333	OR8B12	0	-	5698
chr19	41796587	41811554	CEACAM3	0	+	14967
chr11	123939617	123940573	OR4D5	0	+	956
chr8	10896045	11201833	XKR6	0	-	305788
chr11	125746279	125749867	PATE1	0	+	3588
chr2	29192774	29921586	ALK	0	-	728812
chrX	149774068	149776867	HSFX1	0	+	2799
chr2	42442017	42493982	KCNG3	0	-	51965
chr9	111327229	111330224	OR2K2	0	-	2995
chr19	14028148	14031551	RLN3	0	+	3403
chr1	248231417	248244679	OR2M4	0	+	13262
chr6	155264013	155276548	CLDN20	0	+	12535
chr4	69051363	69112987	UGT2B7	0	+	61624
chr17	41436154	41440983	KRT38	0	-	4829
chr17	41159649	41160748	KRTAP4-4	0	-	1099
chrX	52862525	52868083	XAGE3	0	-	5558
chr17	41565836	41572059	KRT9	0	-	6223
chrX	52811287	52818301	XAGE5	0	+	7014
chrX	48761747	48773648	GLOD5	0	+	11901
chr17	40776808	40782550	KRT27	0	-	5742
chr2	218959666	218962155	CDK5R2	0	+	2489
chr9	122742303	122750783	OR1L6	0	+	8480
chrX	48130626	48132620	SPACA5B	0	+	1994
chr9	122675130	122676104	OR1L3	0	+	974
chrX	48004336	48009733	SPACA5	0	+	5397
chr5	40998017	41071342	MROH2B	0	-	73325
chr9	122567117	122583384	OR1L8	0	-	16267
chr9	122553112	122555173	OR1N2	0	+	2061
chr9	122526358	122527296	OR1N1	0	-	938
chr4	158315311	158653372	RXFP1	0	+	338061
chr17	39603536	39609777	NEUROD2	0	-	6241
chr5	77628712	77638713	OTP	0	-	10001
chr11	75081753	75096876	OR2AT4	0	-	15123
chr21	40010999	40847158	DSCAM	0	-	836159
chr17	74274234	74314884	DNAI2	0	+	40650
chr2	231523187	231530445	NMUR1	0	-	7258
chr6	42915989	42925838	PTCRA	0	+	9849
chr5	76850001	76921650	S100Z	0	+	71649
chr8	7894677	7896716	DEFB4A	0	+	2039
chr1	162373203	162376854	SPATA46	0	-	3651
chr19	38801671	38812945	LGALS4	0	-	11274
chr1	160367071	160372846	NHLH1	0	+	5775
chr1	41015589	41023237	SLFNL1	0	-	7648
chr10	133230217	133231558	UTF1	0	+	1341
chr19	37884823	37906677	WDR87	0	-	21854
chr5	141051374	141059346	PCDHB1	0	+	7972
chr9	21077104	21077942	IFNB1	0	-	838
chr1	44118821	44135140	KLF17	0	+	16319
chr20	4220630	4249287	ADRA1D	0	-	28657
chr17	18744026	18779349	FBXW10	0	+	35323
chr19	15737985	15742343	OR10H3	0	+	4358
chr19	15728024	15729052	OR10H2	0	+	1028
chr11	5128776	5138356	OR52A5	0	-	9580
chr15	60004234	60061730	FOXB1	0	+	57496
chr19	2867335	2883445	ZNF556	0	+	16110
chr2	79157003	79159753	REG3A	0	-	2750
chr3	115623510	115721490	GAP43	0	+	97980
chr2	79085023	79088019	REG1B	0	-	2996
chr2	88524649	88529585	TEX37	0	+	4936
chr3	112140898	112294227	SLC9C1	0	-	153329
chr17	3207539	3218896	OR1A1	0	+	11357
