	Chr	Start	End	Name	Score	Strand	Length	Average_expression
ENSG00000174914	chr11	56699095	56703884	OR9G1	0	+	4789	0.001
ENSG00000174948	chr3	154334943	154430190	GPR149	0	-	95247	0.008
ENSG00000174957	chr11	56176618	56177556	OR5J2	0	+	938	0.001
ENSG00000174970	chr11	55965755	55969945	OR10AG1	0	-	4190	0.001
ENSG00000174982	chr11	55648327	55652854	OR4S2	0	+	4527	0.002
ENSG00000174990	chr16	87881546	87936580	CA5A	0	-	55034	0.064
ENSG00000174992	chr16	29778256	29782973	ZG16	0	+	4717	0.133
ENSG00000175003	chr6	160121815	160158718	SLC22A1	0	+	36903	0.213
ENSG00000175018	chr10	125576522	125683163	TEX36	0	-	106641	0.011
ENSG00000175065	chr18	31376777	31414912	DSG4	0	+	38135	0.046
ENSG00000175077	chr3	187197486	187201462	RTP1	0	+	3976	0.036
ENSG00000175093	chr3	141051347	141148611	SPSB4	0	+	97264	0.988
ENSG00000175121	chr20	45109452	45115172	WFDC5	0	-	5720	0.19
ENSG00000175143	chr1	248403048	248408020	OR2T1	0	+	4972	0.001
ENSG00000175189	chr12	57434784	57452062	INHBC	0	+	17278	0.067
ENSG00000175229	chr11	66040765	66049161	GAL3ST3	0	-	8396	0.031
ENSG00000175262	chr1	10946471	10982037	C1orf127	0	-	35566	0.646
ENSG00000175267	chr16	22092538	22156964	VWA3A	0	+	64426	0.716
ENSG00000175294	chr11	66016752	66026479	CATSPER1	0	-	9727	0.446
ENSG00000175325	chr5	177992235	177996242	PROP1	0	-	4007	0.016
ENSG00000175329	chr22	35066136	35087387	ISX	0	+	21251	0.306
ENSG00000175336	chr12	56360568	56362857	APOF	0	-	2289	0.582
ENSG00000175398	chr12	55636892	55637833	OR10P1	0	+	941	0.001
ENSG00000175485	chr11	6199224	6200186	OR52W1	0	+	962	0.015
ENSG00000175497	chr2	114442299	115845780	DPP10	0	+	1403481	0.8
ENSG00000175513	chr11	65945445	65959963	TSGA10IP	0	+	14518	0.079
ENSG00000175535	chr10	116545931	116567855	PNLIP	0	+	21924	0.049
ENSG00000175619	chr11	48216810	48217739	OR4B1	0	+	929	0.021
ENSG00000175664	chr13	30932656	30975500	TEX26	0	+	42844	0.027
ENSG00000175699	chr14	93987225	94008863	CCDC197	0	+	21638	0.006
ENSG00000175766	chr5	176630618	176646644	EIF4E1B	0	+	16026	0.325
ENSG00000175820	chr13	102729367	102759072	CCDC168	0	-	29705	0.178
ENSG00000175868	chr11	14904997	15082342	CALCB	0	+	177345	0.143
ENSG00000175874	chr2	101345550	101387503	CREG2	0	-	41953	0.398
ENSG00000175877	chr7	73861159	73865890	TMEM270	0	+	4731	0.339
ENSG00000175894	chr21	44497893	44711572	TSPEAR	0	-	213679	0.411
ENSG00000176009	chr11	8937578	8943016	ASCL3	0	-	5438	0.011
ENSG00000176029	chr11	8920076	8933006	C11orf16	0	-	12930	0.396
ENSG00000176040	chr3	112034843	112081269	TMPRSS7	0	+	46426	0.064
ENSG00000176136	chr18	13824149	13827323	MC5R	0	+	3174	0.079
ENSG00000176160	chr17	58420167	58488408	HSF5	0	-	68241	0.11
ENSG00000176165	chr14	28766787	28770277	FOXG1	0	+	3490	0.263
ENSG00000176177	chr22	39743044	39893864	ENTHD1	0	-	150820	0.318
ENSG00000176198	chr14	20239286	20244349	OR11H4	0	+	5063	0.006
ENSG00000176200	chr11	59503576	59504511	OR4D11	0	+	935	0.0
ENSG00000176204	chr2	76747685	77593319	LRRTM4	0	-	845634	0.077
ENSG00000176219	chr14	20223710	20224702	OR11H6	0	+	992	0.002
ENSG00000176230	chr14	20110739	20122199	OR4K17	0	+	11460	0.0
ENSG00000176231	chr19	15944299	15950350	OR10H4	0	+	6051	0.0
ENSG00000176246	chr14	20060045	20060983	OR4L1	0	+	938	0.001
ENSG00000176253	chr14	20029399	20036038	OR4K13	0	-	6639	0.0
ENSG00000176269	chr8	166086	167024	OR4F21	0	-	938	0.013
ENSG00000176281	chr14	19920607	19921578	OR4K5	0	+	971	0.001
ENSG00000176294	chr14	19719015	19830253	OR4N2	0	+	111238	0.004
ENSG00000176302	chr11	118971712	118981287	FOXR1	0	+	9575	0.011
ENSG00000176358	chr17	49838300	49848069	TAC4	0	-	9769	0.128
ENSG00000176381	chr6	166305300	166308448	PRR18	0	-	3148	0.271
ENSG00000176495	chr11	59358895	59371714	OR5AN1	0	+	12819	0.001
ENSG00000176540	chr11	48365485	48366465	OR4C5	0	-	980	0.0
ENSG00000176547	chr11	48324920	48325955	OR4C3	0	+	1035	0.001
ENSG00000176555	chr11	48306223	48307152	OR4S1	0	+	929	0.001
ENSG00000176566	chr8	87870747	87874015	DCAF4L2	0	-	3268	0.275
ENSG00000176567	chr11	48263861	48264778	OR4X1	0	+	917	0.0
ENSG00000176571	chr8	86866415	87615219	CNBD1	0	+	748804	0.012
ENSG00000176601	chr2	134964485	135047468	MAP3K19	0	-	82983	0.412
ENSG00000176635	chr22	30080464	30177075	HORMAD2	0	+	96611	0.022
ENSG00000176679	chrY	3579067	3580041	TGIF2LY	0	+	974	0.005
ENSG00000176695	chr19	107104	117102	OR4F17	0	+	9998	0.003
ENSG00000176742	chr11	5199735	5200682	OR51V1	0	-	947	0.0
ENSG00000176746	chrX	26192440	26195646	MAGEB6	0	+	3206	0.016
ENSG00000176769	chr10	131092391	131311721	TCERG1L	0	-	219330	0.221
ENSG00000176774	chrX	26138343	26140736	MAGEB18	0	+	2393	0.012
ENSG00000176782	chr8	7836436	7841242	DEFB104A	0	+	4806	0.0
ENSG00000176787	chr11	5058650	5059627	OR52E2	0	-	977	0.001
ENSG00000176797	chr8	7881392	7882663	DEFB103A	0	+	1271	0.02
ENSG00000176798	chr11	4994851	5005536	OR51L1	0	+	10685	0.0
ENSG00000176919	chr9	136945185	136946975	C8G	0	+	1790	0.374
ENSG00000176956	chr8	143157914	143160711	LY6H	0	-	2797	0.702
ENSG00000176979	chr4	165016458	165041749	TRIM60	0	+	25291	0.004
ENSG00000176988	chrX	147981337	148026665	FMR1NB	0	+	45328	0.233
ENSG00000177023	chr8	7470308	7475082	DEFB104B	0	-	4774	0.0
ENSG00000177047	chr9	21140632	21141832	IFNW1	0	-	1200	0.012
ENSG00000177138	chrX	9024232	9295682	FAM9B	0	-	271450	0.015
ENSG00000177143	chr18	580380	582114	CETN1	0	+	1734	0.004
ENSG00000177151	chr1	248636356	248645278	OR2T35	0	-	8922	0.001
ENSG00000177174	chr1	248348775	248349713	OR14C36	0	+	938	0.001
ENSG00000177186	chr1	248323630	248324568	OR2M7	0	-	938	0.001
ENSG00000177201	chr1	248290139	248303424	OR2T12	0	-	13285	0.009
ENSG00000177212	chr1	248269917	248277976	OR2T33	0	-	8059	0.027
ENSG00000177243	chr8	7428888	7430348	DEFB103B	0	-	1460	0.02
ENSG00000177257	chr8	7414855	7416863	DEFB4B	0	-	2008	0.037
ENSG00000177275	chr1	247924889	247935339	OR2AJ1	0	+	10450	0.003
ENSG00000177291	chr10	35605341	35608935	GJD4	0	+	3594	0.037
ENSG00000177301	chr1	110519837	110631474	KCNA2	0	-	111637	0.648
ENSG00000177324	chrX	18162931	18220886	BEND2	0	-	57955	0.008
ENSG00000177354	chr10	49299170	49327492	C10orf71	0	+	28322	0.077
ENSG00000177414	chr1	64203623	64267368	UBE2U	0	+	63745	0.035
ENSG00000177453	chr5	43192071	43280850	NIM1K	0	+	88779	0.876
ENSG00000177459	chr8	98064522	98093610	ERICH5	0	+	29088	0.666
ENSG00000177462	chr1	247920252	247923152	OR2T8	0	+	2900	0.047
ENSG00000177468	chr6	137492199	137494394	OLIG3	0	-	2195	0.016
ENSG00000177476	chr1	247605586	247606515	OR2G3	0	+	929	0.001
ENSG00000177489	chr1	247588360	247589313	OR2G2	0	+	953	0.001
ENSG00000177504	chrX	8169944	8171267	VCX2	0	-	1323	0.101
ENSG00000177511	chr18	57352557	57371731	ST8SIA3	0	+	19174	0.067
ENSG00000177519	chr2	153477338	153478762	RPRM	0	-	1424	0.394
ENSG00000177535	chr1	247449118	247458105	OR2B11	0	-	8987	0.007
ENSG00000177551	chr1	115836377	115843917	NHLH2	0	-	7540	0.35
ENSG00000177558	chr19	35224800	35228739	FAM187B	0	-	3939	0.051
ENSG00000177627	chr12	48482498	48496524	C12orf54	0	+	14026	0.146
ENSG00000177673	chr2	231592864	231594276	TEX44	0	+	1412	0.011
ENSG00000177684	chr6	49960249	49964164	DEFB114	0	-	3915	0.0
ENSG00000177689	chrX	27807990	27823014	MAGEB10	0	+	15024	0.016
ENSG00000177693	chr15	101922042	101923113	OR4F4	0	-	1071	0.002
ENSG00000177710	chr8	11331012	11332360	SLC35G5	0	+	1348	0.045
ENSG00000177752	chr4	44622088	44678556	YIPF7	0	-	56468	0.263
ENSG00000177910	chr9	88129305	88138475	SPATA31C2	0	-	9170	0.038
ENSG00000177938	chr12	18738119	18739188	CAPZA3	0	+	1069	0.056
ENSG00000177984	chr9	136759634	136766255	LCN15	0	-	6621	0.028
ENSG00000177992	chr9	87882877	87888903	SPATA31E1	0	+	6026	0.007
ENSG00000177994	chr2	54330034	54383742	C2orf73	0	+	53708	0.234
ENSG00000178015	chr5	95620087	95622142	GPR150	0	+	2055	0.205
ENSG00000178084	chr3	184053047	184060673	HTR3C	0	+	7626	0.01
ENSG00000178115	chr15	30552050	30565684	GOLGA8Q	0	+	13634	0.547
ENSG00000178150	chr19	48270081	48287608	ZNF114	0	+	17527	0.588
ENSG00000178171	chr2	130755540	130768134	AMER3	0	+	12594	0.53
ENSG00000178172	chr5	148202794	148215137	SPINK6	0	+	12343	0.086
ENSG00000178187	chr5	178941191	178966433	ZNF454	0	+	25242	0.92
ENSG00000178217	chr10	80537902	80646560	SH2D4B	0	+	108658	0.11
ENSG00000178287	chr8	7847876	7868867	SPAG11A	0	+	20991	0.006
ENSG00000178342	chr18	79797938	79900184	KCNG2	0	+	102246	0.162
ENSG00000178343	chr4	42397488	42402487	SHISA3	0	+	4999	0.694
ENSG00000178358	chr11	6921002	6921994	OR2D3	0	+	992	0.005
ENSG00000178394	chr5	63957874	63962507	HTR1A	0	-	4633	0.016
ENSG00000178395	chr1	223393415	223395465	CCDC185	0	+	2050	0.157
ENSG00000178403	chr4	112513516	112516180	NEUROG2	0	-	2664	0.736
ENSG00000178522	chr4	70592256	70607288	AMBN	0	+	15032	0.026
ENSG00000178586	chr2	240045077	240047027	OR6B3	0	-	1950	0.033
ENSG00000178591	chr20	87250	97094	DEFB125	0	+	9844	0.002
ENSG00000178602	chr2	240139026	240144562	OTOS	0	-	5536	0.048
ENSG00000178645	chr10	49679651	49710261	C10orf53	0	+	30610	0.005
ENSG00000178690	chr18	54587757	54599493	DYNAP	0	+	11736	0.029
ENSG00000178732	chr3	194394821	194399266	GP5	0	-	4445	0.127
ENSG00000178752	chr2	238158970	238168900	ERFE	0	+	9930	0.62
ENSG00000178772	chr3	194339768	194351328	CPN2	0	-	11560	0.376
ENSG00000178789	chr17	74521174	74531475	CD300LB	0	-	10301	0.993
ENSG00000178795	chr11	77216558	77301687	GDPD4	0	-	85129	0.097
ENSG00000178796	chr1	151710433	151729805	RIIAD1	0	+	19372	0.734
ENSG00000178804	chr3	129543175	129551467	H1-8	0	+	8292	0.005
ENSG00000178828	chr1	19814029	19815283	RNF186	0	-	1254	0.173
ENSG00000178919	chr9	97853226	97856717	FOXE1	0	+	3491	0.115
ENSG00000178928	chr19	47801243	47819051	TPRX1	0	-	17808	0.003
ENSG00000178997	chr15	41182725	41230757	EXD1	0	-	48032	0.071
ENSG00000179002	chr1	18839599	18859682	TAS1R2	0	-	20083	0.005
ENSG00000179046	chr4	188091272	188109603	TRIML2	0	-	18331	0.141
ENSG00000179055	chr9	104694518	104695462	OR13D1	0	+	944	0.012
ENSG00000179059	chr4	187995771	188005046	ZFP42	0	+	9275	0.988
ENSG00000179071	chr11	85683848	85686195	CCDC89	0	-	2347	0.755
ENSG00000179083	chrX	93674013	93712274	FAM133A	0	+	38261	0.57
ENSG00000179088	chr12	103237591	103495978	C12orf42	0	-	258387	0.146
ENSG00000179097	chr3	87792706	87993839	HTR1F	0	+	201133	0.529
ENSG00000179111	chr17	8120592	8124106	HES7	0	-	3514	0.105
ENSG00000179133	chr10	23202696	23344845	C10orf67	0	-	142149	0.184
ENSG00000179165	chr6	36390551	36442854	PXT1	0	-	52303	0.087
ENSG00000179168	chr19	38384267	38388082	GGN	0	-	3815	0.505
ENSG00000179213	chr19	51246348	51269330	SIGLECL1	0	+	22982	0.003
ENSG00000179270	chr2	29060976	29074523	PCARE	0	-	13547	0.153
ENSG00000179284	chr19	12965159	12974760	DAND5	0	+	9601	0.278
ENSG00000179292	chr11	66291894	66296664	TMEM151A	0	+	4770	0.411
ENSG00000179300	chrX	78656068	78659328	RTL3	0	-	3260	0.178
ENSG00000179331	chr11	107928448	107963482	RAB39A	0	+	35034	0.593
ENSG00000179363	chrX	103710909	103714032	TMEM31	0	+	3123	0.19
ENSG00000179397	chr1	244454377	244641177	CATSPERE	0	+	186800	0.917
ENSG00000179399	chr13	91398621	92873682	GPC5	0	+	1475061	0.213
ENSG00000179407	chr3	128462437	128466968	DNAJB8	0	-	4531	0.006
ENSG00000179412	chr1	13163914	13165631	HNRNPCL4	0	-	1717	0.46
ENSG00000179468	chr7	143026200	143027132	OR9A2	0	-	932	0.019
ENSG00000179477	chr17	8072636	8087716	ALOX12B	0	-	15080	0.258
ENSG00000179520	chr12	100357074	100422055	SLC17A8	0	+	64981	0.124
ENSG00000179580	chr16	1966823	1968975	RNF151	0	+	2152	0.024
ENSG00000179600	chr14	63312835	63318935	GPHB5	0	-	6100	0.001
ENSG00000179603	chr7	126438598	127253093	GRM8	0	-	814495	0.745
ENSG00000179615	chr12	55572468	55575612	OR2AP1	0	+	3144	0.0
ENSG00000179626	chr12	55549602	55555832	OR6C4	0	+	6230	0.001
ENSG00000179674	chr3	160677160	160678448	ARL14	0	+	1288	0.084
ENSG00000179695	chr12	55444069	55453347	OR6C2	0	+	9278	0.001
ENSG00000179709	chr19	55947832	55988629	NLRP8	0	+	40797	0.179
ENSG00000179751	chr19	39202825	39204263	SYCN	0	-	1438	0.007
ENSG00000179774	chr10	68230595	68232113	ATOH7	0	-	1518	0.07
ENSG00000179796	chr3	26622806	26717537	LRRC3B	0	+	94731	0.123
ENSG00000179813	chr13	42781550	42791549	FAM216B	0	+	9999	0.149
ENSG00000179817	chr11	18172837	18174280	MRGPRX4	0	+	1443	0.013
ENSG00000179826	chr11	18120955	18138488	MRGPRX3	0	+	17533	0.321
ENSG00000179873	chr19	55785397	55836800	NLRP11	0	-	51403	0.056
ENSG00000179914	chr1	160876540	160885180	ITLN1	0	-	8640	0.048
ENSG00000179919	chr12	55221025	55221975	OR10A7	0	+	950	0.001
ENSG00000179921	chr2	218259496	218263861	GPBAR1	0	+	4365	0.538
ENSG00000179930	chr1	182054570	182061712	ZNF648	0	-	7142	0.665
ENSG00000179934	chr3	39329709	39333680	CCR8	0	+	3971	0.637
ENSG00000179938	chr15	30082955	30096690	GOLGA8J	0	+	13735	0.119
ENSG00000180016	chr17	3397104	3398410	OR1E1	0	-	1306	0.021
ENSG00000180043	chr19	55354908	55363260	FAM71E2	0	-	8352	0.273
ENSG00000180053	chr8	23701740	23706756	NKX2-6	0	-	5016	0.009
ENSG00000180061	chr19	55312801	55334048	TMEM150B	0	-	21247	0.779
ENSG00000180083	chr20	45648563	45670270	WFDC11	0	-	21707	0.01
ENSG00000180176	chr11	2163929	2171815	TH	0	-	7886	0.592
ENSG00000180205	chr20	45607939	45631284	WFDC9	0	-	23345	0.001
ENSG00000180209	chr16	30370934	30377991	MYLPF	0	+	7057	0.327
ENSG00000180210	chr11	46719196	46739506	F2	0	+	20310	0.046
ENSG00000180251	chr2	102473226	102533972	SLC9A4	0	+	60746	0.106
ENSG00000180264	chr9	124451425	124478589	ADGRD2	0	+	27164	0.444
ENSG00000180269	chr16	20028239	20073890	GPR139	0	-	45651	0.314
ENSG00000180287	chr1	242082986	242524697	PLD5	0	-	441711	0.344
ENSG00000180316	chr6	36243203	36313955	PNPLA1	0	+	70752	0.11
ENSG00000180318	chr12	85280220	85301784	ALX1	0	+	21564	0.162
ENSG00000180383	chr20	31465471	31476757	DEFB124	0	-	11286	0.18
ENSG00000180386	chr17	41275659	41276697	KRTAP9-7	0	+	1038	0.001
ENSG00000180424	chr20	31440632	31450257	DEFB123	0	+	9625	0.01
ENSG00000180440	chr13	36674020	36697839	SERTM1	0	+	23819	0.054
ENSG00000180475	chr11	58227882	58228918	OR10Q1	0	-	1036	0.015
ENSG00000180483	chr20	31377164	31390590	DEFB119	0	-	13426	0.001
ENSG00000180532	chr19	57668935	57679152	ZSCAN4	0	+	10217	0.096
ENSG00000180638	chr17	19678288	19718979	SLC47A2	0	-	40691	0.243
ENSG00000180697	chr3	126526999	126558965	C3orf22	0	-	31966	0.023
ENSG00000180708	chr1	158418210	158426237	OR10K2	0	-	8027	0.001
ENSG00000180720	chr11	46383789	46391776	CHRM4	0	-	7987	0.356
ENSG00000180745	chr10	127877841	127892941	CLRN3	0	-	15100	0.079
ENSG00000180772	chrX	116170744	116174974	AGTR2	0	+	4230	0.047
ENSG00000180871	chr2	218125289	218137251	CXCR2	0	+	11962	0.427
ENSG00000180872	chr6	50042099	50049929	DEFB112	0	-	7830	0.0
ENSG00000180878	chr11	6205557	6211135	C11orf42	0	+	5578	0.096
ENSG00000180919	chr11	6107684	6108835	OR56B4	0	+	1151	0.038
ENSG00000180934	chr11	6019336	6034338	OR56A1	0	-	15002	0.003
ENSG00000180974	chr11	5880629	5887079	OR52E4	0	+	6450	0.004
ENSG00000180988	chr11	5808924	5821483	OR52N2	0	+	12559	0.031
ENSG00000180999	chr1	172420685	172468831	C1orf105	0	+	48146	0.303
ENSG00000181001	chr11	5786471	5791265	OR52N1	0	-	4794	0.006
ENSG00000181009	chr11	5776165	5783355	OR52N5	0	-	7190	0.008
ENSG00000181017	chr11	5761153	5767465	OR56B2P	0	+	6312	0.003
ENSG00000181072	chr7	136868652	137020255	CHRM2	0	+	151603	0.05
ENSG00000181074	chr11	5754243	5755958	OR52N4	0	+	1715	0.076
ENSG00000181215	chr4	5897373	6200555	C4orf50	0	-	303182	0.177
ENSG00000181240	chr19	6426037	6433779	SLC25A41	0	-	7742	0.184
ENSG00000181273	chr11	56988914	56989843	OR5AK2	0	+	929	0.002
ENSG00000181323	chr17	7420324	7421632	SPEM1	0	+	1308	0.015
ENSG00000181371	chr11	56490435	56491370	OR5M8	0	-	935	0.0
ENSG00000181378	chr2	219002846	219041527	CFAP65	0	-	38681	0.872
ENSG00000181408	chr17	82371765	82377458	UTS2R	0	+	5693	0.062
ENSG00000181418	chr12	48995149	48999375	DDN	0	-	4226	0.547
ENSG00000181433	chrX	135889205	135913062	SAGE1	0	+	23857	0.079
ENSG00000181499	chr11	123942867	123943838	OR6T1	0	-	971	0.003
ENSG00000181518	chr11	123902167	123909229	OR8D4	0	+	7062	0.001
ENSG00000181552	chr14	20768404	20770948	EDDM3B	0	+	2544	0.306
ENSG00000181562	chr14	20745887	20748380	EDDM3A	0	+	2493	0.074
ENSG00000181585	chr3	46694528	46710886	TMIE	0	+	16358	0.26
ENSG00000181626	chr18	12093843	12129764	ANKRD62	0	+	35921	0.097
ENSG00000181693	chr11	56288462	56292254	OR8H1	0	-	3792	0.001
ENSG00000181698	chr11	56274154	56276819	OR5T1	0	+	2665	0.001
ENSG00000181718	chr11	56231282	56234255	OR5T2	0	-	2973	0.003
ENSG00000181733	chr19	8721634	8732160	OR2Z1	0	+	10526	0.001
ENSG00000181752	chr11	56159394	56160317	OR8K5	0	-	923	0.0
ENSG00000181761	chr11	56122373	56123311	OR8H3	0	+	938	0.0
ENSG00000181767	chr11	56103687	56107658	OR8H2	0	+	3971	0.0
ENSG00000181773	chr1	27392622	27395814	GPR3	0	+	3192	0.767
ENSG00000181778	chr9	68536580	68540883	TMEM252	0	-	4303	0.066
ENSG00000181781	chr19	463346	474983	ODF3L2	0	-	11637	0.123
ENSG00000181785	chr11	56027654	56038191	OR5AS1	0	+	10537	0.0
ENSG00000181786	chr19	8697400	8698795	ACTL9	0	-	1395	0.015
ENSG00000181803	chr14	20640696	20641691	OR6S1	0	-	995	0.002
ENSG00000181867	chr5	121851882	121852833	FTMT	0	+	951	0.043
ENSG00000181903	chr11	55662201	55666195	OR4C6	0	+	3994	0.008
ENSG00000181927	chr11	55635113	55640309	OR4P4	0	+	5196	0.001
ENSG00000181939	chr11	55554307	55555419	OR4C15	0	+	1112	0.001
ENSG00000181958	chr11	55367974	55368918	OR4A15	0	+	944	0.001
ENSG00000181961	chr11	55343201	55344187	OR4A16	0	+	986	0.001
ENSG00000181963	chr11	4449295	4450361	OR52K2	0	+	1066	0.006
ENSG00000181965	chr5	135534282	135535964	NEUROG1	0	-	1682	0.001
ENSG00000182035	chr20	38581195	38588463	ADIG	0	+	7268	0.006
ENSG00000182050	chr12	85955666	86838904	MGAT4C	0	-	883238	0.221
ENSG00000182053	chr11	49027501	49038451	TRIM49B	0	+	10950	0.022
ENSG00000182070	chr11	5146824	5154757	OR52A1	0	-	7933	0.001
ENSG00000182083	chr2	240029491	240030429	OR6B2	0	-	938	0.018
ENSG00000182111	chr7	57450177	57473559	ZNF716	0	+	23382	0.145
ENSG00000182132	chr5	170353487	170736632	KCNIP1	0	+	383145	0.378
ENSG00000182156	chr17	79730943	79742219	ENPP7	0	+	11276	0.053
ENSG00000182170	chr11	3217944	3218813	MRGPRG	0	-	869	0.002
ENSG00000182177	chr2	236193459	236264409	ASB18	0	-	70950	0.03
ENSG00000182183	chr1	52633168	52669683	SHISAL2A	0	+	36515	0.628
ENSG00000182187	chr2	208142573	208146158	CRYGB	0	-	3585	0.0
ENSG00000182223	chr4	48490252	48494389	ZAR1	0	+	4137	0.009
ENSG00000182255	chr11	30009730	30017030	KCNA4	0	-	7300	0.068
ENSG00000182256	chr15	26971181	27541984	GABRG3	0	+	570803	0.597
ENSG00000182261	chr11	7957537	7965447	NLRP10	0	-	7910	0.018
ENSG00000182264	chr19	48740852	48746909	IZUMO1	0	-	6057	0.125
ENSG00000182271	chr17	30316333	30334059	TMIGD1	0	-	17726	0.028
ENSG00000182308	chr4	41981756	41986465	DCAF4L1	0	+	4709	0.437
ENSG00000182315	chr19	7056207	7069665	MBD3L3	0	-	13458	0.004
ENSG00000182327	chr17	4788964	4790589	GLTPD2	0	+	1625	0.413
ENSG00000182329	chr2	202073255	202205188	KIAA2012	0	+	131933	0.237
ENSG00000182330	chr1	13281035	13285174	PRAMEF8	0	-	4139	0.008
ENSG00000182333	chr10	88664441	88678814	LIPF	0	+	14373	0.231
ENSG00000182334	chr11	7824818	7830840	OR5P3	0	-	6022	0.008
ENSG00000182346	chr13	105465867	105491034	DAOA	0	+	25167	0.002
ENSG00000182348	chr7	88759700	89338528	ZNF804B	0	+	578828	0.199
ENSG00000182393	chr19	39296407	39298673	IFNL1	0	+	2266	0.126
ENSG00000182415	chrY	18025787	18027746	CDY2A	0	+	1959	0.0
ENSG00000182447	chr3	161496808	161503942	OTOL1	0	+	7134	0.004
ENSG00000182450	chr11	64291302	64300031	KCNK4	0	+	8729	0.064
ENSG00000182459	chr17	82359247	82363775	TEX19	0	+	4528	0.485
ENSG00000182489	chrX	100913445	100929433	XKRX	0	-	15988	0.652
ENSG00000182508	chrX	112630648	112680054	LHFPL1	0	-	49406	0.344
ENSG00000182521	chr14	55413541	55456726	TBPL2	0	-	43185	0.022
ENSG00000182545	chr14	20505537	20511169	RNASE10	0	+	5632	0.142
ENSG00000182557	chr17	4433940	4488208	SPNS3	0	+	54268	0.675
ENSG00000182583	chrX	7842262	7844143	VCX	0	+	1881	0.378
ENSG00000182585	chr4	74308470	74316789	EPGN	0	+	8319	0.353
ENSG00000182591	chr21	30880644	30881580	KRTAP11-1	0	-	936	0.003
ENSG00000182601	chr16	25691959	26137685	HS3ST4	0	+	445726	0.521
ENSG00000182613	chr5	181147586	181159285	OR2V2	0	+	11699	0.001
ENSG00000182631	chr5	33936386	33938918	RXFP3	0	+	2532	0.033
ENSG00000182634	chr11	124036013	124041325	OR10G7	0	-	5312	0.008
ENSG00000182645	chr10	116324448	116380029	CCDC172	0	+	55581	0.109
ENSG00000182674	chr8	72537225	72938349	KCNB2	0	+	401124	0.315
ENSG00000182676	chr17	81833492	81835050	PPP1R27	0	-	1558	0.077
ENSG00000182687	chr17	76074781	76077537	GALR2	0	+	2756	0.07
ENSG00000182698	chr2	219327407	219333177	RESP18	0	-	5770	0.002
ENSG00000182747	chr6	136922301	136925660	SLC35D3	0	+	3359	0.131
ENSG00000182759	chr8	143419182	143430732	MAFA	0	-	11550	0.161
ENSG00000182783	chr1	248556912	248562772	OR2T29	0	-	5860	0.001
ENSG00000182793	chr6	52831655	52840843	GSTA5	0	-	9188	0.056
ENSG00000182798	chrX	16167481	16171464	MAGEB17	0	+	3983	0.714
ENSG00000182816	chr21	30371390	30372271	KRTAP13-2	0	-	881	0.004
ENSG00000182854	chr15	101812202	101820197	OR4F15	0	+	7995	0.002
ENSG00000182870	chr12	132196372	132329589	GALNT9	0	-	133217	0.106
ENSG00000182885	chr16	57668277	57689378	ADGRG3	0	+	21101	0.495
ENSG00000182896	chr17	7355123	7357219	TMEM95	0	+	2096	0.022
ENSG00000182898	chr1	152084141	152089064	TCHHL1	0	-	4923	0.141
ENSG00000182901	chr1	240767636	241357374	RGS7	0	-	589738	0.571
ENSG00000182931	chr20	45684651	45705019	WFDC10B	0	-	20368	0.086
ENSG00000182938	chr17	74935898	74949992	OTOP3	0	+	14094	0.076
ENSG00000182950	chr15	75724041	75727688	ODF3L1	0	+	3647	0.242
ENSG00000182968	chr13	112067149	112071706	SOX1	0	+	4557	0.026
ENSG00000183024	chr17	3126610	3127551	OR1G1	0	-	941	0.004
ENSG00000183034	chr17	74922950	74933912	OTOP2	0	+	10962	0.015
ENSG00000183035	chrX	83861126	83886699	CYLC1	0	+	25573	0.002
ENSG00000183067	chr21	39745183	39802081	IGSF5	0	+	56898	0.877
ENSG00000183072	chr5	173232109	173235311	NKX2-5	0	-	3202	0.817
ENSG00000183090	chr4	143577302	143700675	FREM3	0	-	123373	0.144
ENSG00000183114	chr1	20552573	20555020	FAM43B	0	+	2447	0.868
ENSG00000183128	chr10	103472804	103479240	CALHM3	0	-	6436	0.068
ENSG00000183148	chr9	40223285	40266845	ANKRD20A2P	0	+	43560	0.146
ENSG00000183166	chr7	71779491	72447151	CALN1	0	-	667660	0.67
ENSG00000183185	chr3	97986673	98035304	GABRR3	0	-	48631	0.046
ENSG00000183230	chr10	65912457	67763637	CTNNA3	0	-	1851180	0.449
ENSG00000183269	chr11	5856749	5857690	OR52E8	0	-	941	0.002
ENSG00000183273	chr12	119334712	119541040	CCDC60	0	+	206328	0.328
ENSG00000183303	chr11	7795974	7796942	OR5P2	0	-	968	0.011
ENSG00000183304	chrX	8790795	8801383	FAM9A	0	-	10588	0.022
ENSG00000183305	chrX	152714586	152718607	MAGEA2B	0	+	4021	0.984
ENSG00000183310	chr1	248573801	248574757	OR2T34	0	-	956	0.001
ENSG00000183313	chr11	5985892	5986985	OR52L1	0	-	1093	0.003
ENSG00000183318	chr17	8747524	8758559	SPDYE4	0	-	11035	0.038
ENSG00000183324	chr15	73443164	73560013	REC114	0	+	116849	0.028
ENSG00000183347	chr1	89364059	89388160	GBP6	0	+	24101	0.707
ENSG00000183378	chr11	7689437	7706477	OVCH2	0	-	17040	0.201
ENSG00000183379	chr14	74405894	74426210	SYNDIG1L	0	-	20316	0.147
ENSG00000183389	chr11	5999445	6006946	OR56A4	0	-	7501	0.004
