Hugo_Symbol	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Splice_Site	Translation_Start_Site	total	MutatedSamples	AlteredSamples
FZD1	4	0	0	0	0	4	4	4
FZR1	3	1	0	0	0	4	4	4
G3BP2	4	0	0	0	0	4	4	4
GABRB1	4	0	0	0	0	4	4	4
GAD2	3	1	0	0	0	4	4	4
GALC	3	1	0	0	0	4	4	4
GALNT11	3	1	0	0	0	4	4	4
GALNT6	4	0	0	0	0	4	4	4
GALNT7	4	0	0	0	0	4	4	4
GALR2	4	0	0	0	0	4	4	4
GAPDH	4	0	0	0	0	4	4	4
GAR1	4	0	0	0	0	4	4	4
GAS8	4	0	0	0	0	4	4	4
GBA	4	0	0	0	0	4	4	4
GBA3	4	0	0	0	0	4	4	4
GBP6	3	1	0	0	0	4	4	4
GCNT4	4	0	0	0	0	4	4	4
GDAP1	4	0	0	0	0	4	4	4
GDF10	4	0	0	0	0	4	4	4
GDNF	4	0	0	0	0	4	4	4
GET4	4	0	0	0	0	4	4	4
GFAP	4	0	0	0	0	4	4	4
GFRA1	4	0	0	0	0	4	4	4
GFRAL	3	1	0	0	0	4	4	4
GGA2	4	0	0	0	0	4	4	4
GGA3	4	0	0	0	0	4	4	4
GGT1	3	1	0	0	0	4	4	4
GHITM	4	0	0	0	0	4	4	4
GIMAP2	3	1	0	0	0	4	4	4
GIMAP5	4	0	0	0	0	4	4	4
GINS4	3	1	0	0	0	4	4	4
GIT2	4	0	0	0	0	4	4	4
GJB5	4	0	0	0	0	4	4	4
GKAP1	4	0	0	0	0	4	4	4
GLI4	4	0	0	0	0	4	4	4
GLIPR1	4	0	0	0	0	4	4	4
GLS2	4	0	0	0	0	4	4	4
GLT8D1	4	0	0	0	0	4	4	4
GMDS	4	0	0	0	0	4	4	4
GMFB	3	1	0	0	0	4	4	4
GMPS	3	1	0	0	0	4	4	4
GNAI1	3	1	0	0	0	4	4	4
GNAI2	4	0	0	0	0	4	4	4
GNAL	4	0	0	0	0	4	4	4
GNB1	2	0	0	0	2	4	4	4
GNB1L	4	0	0	0	0	4	4	4
GNB4	3	1	0	0	0	4	4	4
GORAB	4	0	0	0	0	4	4	4
GP2	4	0	0	0	0	4	4	4
GPALPP1	4	0	0	0	0	4	4	4
GPBP1	3	1	0	0	0	4	4	4
GPBP1L1	4	0	0	0	0	4	4	4
GPD1L	4	0	0	0	0	4	4	4
GPN2	4	0	0	0	0	4	4	4
GPR1	4	0	0	0	0	4	4	4
GPR101	4	0	0	0	0	4	4	4
GPR107	3	1	0	0	0	4	4	4
GPR132	4	0	0	0	0	4	4	4
GPR174	4	0	0	0	0	4	4	4
GPR37L1	4	0	0	0	0	4	4	4
GPR39	4	0	0	0	0	4	4	4
GPR4	4	0	0	0	0	4	4	4
GPR61	4	0	0	0	0	4	4	4
GPR68	4	0	0	0	0	4	4	4
GPR85	3	1	0	0	0	4	4	4
GPRASP2	4	0	0	0	0	4	4	4
GPRIN2	4	0	0	0	0	4	4	4
GPSM2	4	0	0	0	0	4	4	4
GRAMD1B	4	0	0	0	0	4	4	4
GRB10	4	0	0	0	0	4	4	4
GRK6	3	1	0	0	0	4	4	4
GRK7	4	0	0	0	0	4	4	4
GRN	4	0	0	0	0	4	4	4
GSDMC	2	2	0	0	0	4	4	4
GSE1	4	0	0	0	0	4	4	4
GSS	4	0	0	0	0	4	4	4
GTDC1	3	1	0	0	0	4	4	4
GTF2F1	4	0	0	0	0	4	4	4
GTF2H1	3	1	0	0	0	4	4	4
GTPBP3	4	0	0	0	0	4	4	4
GTPBP8	4	0	0	0	0	4	4	4
GZF1	3	1	0	0	0	4	4	4
H2AFY	4	0	0	0	0	4	4	4
H3F3A	4	0	0	0	0	4	4	4
HADHA	3	1	0	0	0	4	4	4
HCFC2	4	0	0	0	0	4	4	4
HCN3	4	0	0	0	0	4	4	4
HCN4	4	0	0	0	0	4	4	4
HDAC1	3	1	0	0	0	4	4	4
HDAC10	4	0	0	0	0	4	4	4
HDAC4	4	0	0	0	0	4	4	4
HDGFRP2	3	1	0	0	0	4	4	4
HDHD3	4	0	0	0	0	4	4	4
HECTD3	4	0	0	0	0	4	4	4
HELQ	3	1	0	0	0	4	4	4
HENMT1	3	1	0	0	0	4	4	4
HERC3	4	0	0	0	0	4	4	4
HEXDC	4	0	0	0	0	4	4	4
HGD	3	0	0	1	0	4	4	4
HHIPL1	4	0	0	0	0	4	4	4
HHLA2	3	1	0	0	0	4	4	4
HIST1H2BC	3	1	0	0	0	4	4	4
HIST1H2BG	4	0	0	0	0	4	4	4
HIST1H2BH	3	1	0	0	0	4	4	4
HIST1H2BJ	3	1	0	0	0	4	4	4
HIST1H2BK	4	0	0	0	0	4	4	4
HIST1H3H	4	0	0	0	0	4	4	4
HIST1H4E	4	0	0	0	0	4	4	4
HIST2H2AC	4	0	0	0	0	4	4	4
HKR1	3	1	0	0	0	4	4	4
HLA-DRA	4	0	0	0	0	4	4	4
HLTF	4	0	0	0	0	4	4	4
HMBOX1	4	0	0	0	0	4	4	4
HMG20A	1	3	0	0	0	4	4	4
HMOX2	2	1	0	1	0	4	4	4
HNRNPCL1	3	1	0	0	0	4	4	4
HNRNPH1	4	0	0	0	0	4	4	4
HNRNPR	3	1	0	0	0	4	4	4
HOMER1	4	0	0	0	0	4	4	4
HOOK2	4	0	0	0	0	4	4	4
HOXA11	4	0	0	0	0	4	4	4
HOXB2	4	0	0	0	0	4	4	4
HOXB4	4	0	0	0	0	4	4	4
HOXB6	4	0	0	0	0	4	4	4
HOXC13	4	0	0	0	0	4	4	4
HRG	3	1	0	0	0	4	4	4
HSD17B13	4	0	0	0	0	4	4	4
HSD3B1	4	0	0	0	0	4	4	4
HSF2	4	0	0	0	0	4	4	4
HSF4	4	0	0	0	0	4	4	4
HSPA12B	4	0	0	0	0	4	4	4
HTR3A	4	0	0	0	0	4	4	4
HYAL2	4	0	0	0	0	4	4	4
HZGJ	4	0	0	0	0	4	4	4
IBSP	3	1	0	0	0	4	4	4
ICMT	3	1	0	0	0	4	4	4
ICT1	3	1	0	0	0	4	4	4
IDE	4	0	0	0	0	4	4	4
IDH3A	1	2	0	1	0	4	4	4
IFIT2	2	1	0	0	1	4	4	4
IFIT5	4	0	0	0	0	4	4	4
IFNAR2	3	1	0	0	0	4	4	4
IFNLR1	2	2	0	0	0	4	4	4
IFRD2	3	1	0	0	0	4	4	4
IGDCC3	3	1	0	0	0	4	4	4
IGHA1	4	0	0	0	0	4	4	4
IGHV1-18	2	2	0	0	0	4	4	4
IGHV1-46	4	0	0	0	0	4	4	4
IGHV3-72	4	0	0	0	0	4	4	4
IGIP	4	0	0	0	0	4	4	4
IGKV1D-16	4	0	0	0	0	4	4	4
IGKV2-30	4	0	0	0	0	4	4	4
IGKV3-15	4	0	0	0	0	4	4	4
IGSF21	2	2	0	0	0	4	4	4
IGSF5	3	1	0	0	0	4	4	4
IKBKE	3	1	0	0	0	4	4	4
IL18RAP	4	0	0	0	0	4	4	4
IL20RA	3	1	0	0	0	4	4	4
IL22RA1	4	0	0	0	0	4	4	4
IL2RG	4	0	0	0	0	4	4	4
IL4R	4	0	0	0	0	4	4	4
IL5RA	4	0	0	0	0	4	4	4
IL6	4	0	0	0	0	4	4	4
IL6R	4	0	0	0	0	4	4	4
IL9R	4	0	0	0	0	4	4	4
ILDR2	4	0	0	0	0	4	4	4
IMPA2	4	0	0	0	0	4	4	4
IMPACT	4	0	0	0	0	4	4	4
ING5	4	0	0	0	0	4	4	4
INHBA	4	0	0	0	0	4	4	4
INHBE	4	0	0	0	0	4	4	4
INO80E	3	0	0	1	0	4	4	4
IPCEF1	4	0	0	0	0	4	4	4
IPP	4	0	0	0	0	4	4	4
IQCE	3	1	0	0	0	4	4	4
IRF2BP1	4	0	0	0	0	4	4	4
IRF5	4	0	0	0	0	4	4	4
IRS2	3	1	0	0	0	4	4	4
IRX2	4	0	0	0	0	4	4	4
ISL1	4	0	0	0	0	4	4	4
ITGA10	4	0	0	0	0	4	4	4
ITGAD	4	0	0	0	0	4	4	4
ITGB1	4	0	0	0	0	4	4	4
ITGB1BP1	4	0	0	0	0	4	4	4
ITGB1BP2	3	1	0	0	0	4	4	4
ITIH1	4	0	0	0	0	4	4	4
ITM2B	4	0	0	0	0	4	4	4
ITPKA	4	0	0	0	0	4	4	4
IWS1	3	1	0	0	0	4	4	4
JADE2	4	0	0	0	0	4	4	4
JAKMIP2	3	1	0	0	0	4	4	4
JPH1	4	0	0	0	0	4	4	4
JPH3	4	0	0	0	0	4	4	4
JPH4	3	1	0	0	0	4	4	4
JSRP1	4	0	0	0	0	4	4	4
KAT2B	4	0	0	0	0	4	4	4
KATNB1	4	0	0	0	0	4	4	4
KAZN	4	0	0	0	0	4	4	4
KCNAB1	3	0	0	1	0	4	4	4
KCNB2	4	0	0	0	0	4	4	4
KCNC1	4	0	0	0	0	4	4	4
KCND3	4	0	0	0	0	4	4	4
KCNH2	4	0	0	0	0	4	4	4
KCNK1	3	0	0	0	1	4	4	4
KCNK13	4	0	0	0	0	4	4	4
KCNK15	4	0	0	0	0	4	4	4
KCNK9	4	0	0	0	0	4	4	4
KCTD17	4	0	0	0	0	4	4	4
KDF1	4	0	0	0	0	4	4	4
KDM5D	3	1	0	0	0	4	4	4
KHDRBS3	4	0	0	0	0	4	4	4
KIAA0319	3	0	0	1	0	4	4	4
KIAA0825	4	0	0	0	0	4	4	4
KIAA0930	4	0	0	0	0	4	4	4
KIAA1161	4	0	0	0	0	4	4	4
KIAA1328	2	2	0	0	0	4	4	4
KIAA1586	4	0	0	0	0	4	4	4
KIF1C	3	1	0	0	0	4	4	4
KIF20A	4	0	0	0	0	4	4	4
KIF2A	4	0	0	0	0	4	4	4
KITLG	4	0	0	0	0	4	4	4
KLF11	3	1	0	0	0	4	4	4
KLF17	4	0	0	0	0	4	4	4
KLHDC7B	4	0	0	0	0	4	4	4
KLHL13	3	0	0	1	0	4	4	4
KLHL31	3	1	0	0	0	4	4	4
KLHL35	3	0	0	1	0	4	4	4
KLK13	3	0	0	1	0	4	4	4
KLK6	4	0	0	0	0	4	4	4
KNSTRN	4	0	0	0	0	4	4	4
KPNA4	3	1	0	0	0	4	4	4
KPNA5	3	0	0	1	0	4	4	4
KRT18	4	0	0	0	0	4	4	4
KRT4	4	0	0	0	0	4	4	4
KRT40	4	0	0	0	0	4	4	4
KRT78	4	0	0	0	0	4	4	4
KRT9	4	0	0	0	0	4	4	4
L2HGDH	3	1	0	0	0	4	4	4
L3MBTL2	3	1	0	0	0	4	4	4
L3MBTL4	3	0	0	1	0	4	4	4
LACTB	2	2	0	0	0	4	4	4
LAMP3	3	1	0	0	0	4	4	4
LAP3	4	0	0	0	0	4	4	4
LAPTM4A	4	0	0	0	0	4	4	4
LARP1B	4	0	0	0	0	4	4	4
LARS2	3	1	0	0	0	4	4	4
LAYN	4	0	0	0	0	4	4	4
LBHD1	3	1	0	0	0	4	4	4
LCLAT1	4	0	0	0	0	4	4	4
LCP1	4	0	0	0	0	4	4	4
LDLRAP1	4	0	0	0	0	4	4	4
LHFPL5	3	1	0	0	0	4	4	4
LIG3	4	0	0	0	0	4	4	4
LILRA6	4	0	0	0	0	4	4	4
LIMK2	4	0	0	0	0	4	4	4
LINGO1	4	0	0	0	0	4	4	4
LMAN2	4	0	0	0	0	4	4	4
LMF2	4	0	0	0	0	4	4	4
LMNB1	3	1	0	0	0	4	4	4
LMOD1	3	1	0	0	0	4	4	4
LMOD3	4	0	0	0	0	4	4	4
LOH12CR1	4	0	0	0	0	4	4	4
LPCAT3	4	0	0	0	0	4	4	4
LPGAT1	4	0	0	0	0	4	4	4
LPPR5	3	1	0	0	0	4	4	4
LRCH4	4	0	0	0	0	4	4	4
LRRC15	4	0	0	0	0	4	4	4
LRRC37A2	4	0	0	0	0	4	4	4
LRRC47	3	1	0	0	0	4	4	4
LRRC4B	4	0	0	0	0	4	4	4
LRRC57	3	1	0	0	0	4	4	4
LRRC8C	4	0	0	0	0	4	4	4
LRTM2	3	1	0	0	0	4	4	4
LSAMP	4	0	0	0	0	4	4	4
LSM14A	3	1	0	0	0	4	4	4
LYSMD1	3	1	0	0	0	4	4	4
MAFB	4	0	0	0	0	4	4	4
MAG	4	0	0	0	0	4	4	4
MAGEA12	4	0	0	0	0	4	4	4
MALSU1	4	0	0	0	0	4	4	4
MAML3	4	0	0	0	0	4	4	4
MANBA	3	1	0	0	0	4	4	4
MANEA	4	0	0	0	0	4	4	4
MANSC1	3	1	0	0	0	4	4	4
MAOA	4	0	0	0	0	4	4	4
MAP1LC3A	4	0	0	0	0	4	4	4
MAP2K2	4	0	0	0	0	4	4	4
MAP2K4	4	0	0	0	0	4	4	4
MAP2K5	4	0	0	0	0	4	4	4
MAP3K14	4	0	0	0	0	4	4	4
MAP4K5	4	0	0	0	0	4	4	4
MAPK6	4	0	0	0	0	4	4	4
MARVELD2	4	0	0	0	0	4	4	4
MAT1A	3	1	0	0	0	4	4	4
MATK	4	0	0	0	0	4	4	4
MATN1	4	0	0	0	0	4	4	4
MAVS	4	0	0	0	0	4	4	4
MAZ	3	1	0	0	0	4	4	4
MB21D1	2	2	0	0	0	4	4	4
MBD4	4	0	0	0	0	4	4	4
MBTPS2	3	0	0	1	0	4	4	4
MCMBP	4	0	0	0	0	4	4	4
MDGA1	4	0	0	0	0	4	4	4
MDM2	3	1	0	0	0	4	4	4
MED14	4	0	0	0	0	4	4	4
MEIS1	2	2	0	0	0	4	4	4
MEP1B	4	0	0	0	0	4	4	4
METTL18	4	0	0	0	0	4	4	4
METTL23	4	0	0	0	0	4	4	4
METTL4	4	0	0	0	0	4	4	4
MFF	3	0	0	0	1	4	4	4
MFSD12	4	0	0	0	0	4	4	4
MFSD9	3	1	0	0	0	4	4	4
MGAT3	4	0	0	0	0	4	4	4
MIB2	2	1	0	1	0	4	4	4
MICU3	3	1	0	0	0	4	4	4
MINK1	4	0	0	0	0	4	4	4
MKL1	4	0	0	0	0	4	4	4
MKNK1	4	0	0	0	0	4	4	4
MLST8	4	0	0	0	0	4	4	4
MLXIP	4	0	0	0	0	4	4	4
MMAA	4	0	0	0	0	4	4	4
MMD2	2	1	0	1	0	4	4	4
MMP17	4	0	0	0	0	4	4	4
MMP9	4	0	0	0	0	4	4	4
MMS19	4	0	0	0	0	4	4	4
MNAT1	3	1	0	0	0	4	4	4
MOB3C	4	0	0	0	0	4	4	4
MOCS1	3	1	0	0	0	4	4	4
MOGS	3	1	0	0	0	4	4	4
MPPED2	4	0	0	0	0	4	4	4
MPRIP	4	0	0	0	0	4	4	4
MPZ	2	2	0	0	0	4	4	4
MRE11A	4	0	0	0	0	4	4	4
MREG	4	0	0	0	0	4	4	4
MROH6	4	0	0	0	0	4	4	4
MROH8	4	0	0	0	0	4	4	4
MRPL40	4	0	0	0	0	4	4	4
MRPS18B	4	0	0	0	0	4	4	4
MRPS30	4	0	0	0	0	4	4	4
MSH3	3	1	0	0	0	4	4	4
MSH5	4	0	0	0	0	4	4	4
MSI2	4	0	0	0	0	4	4	4
MSL2	4	0	0	0	0	4	4	4
MSR1	4	0	0	0	0	4	4	4
MTERF3	3	1	0	0	0	4	4	4
MTHFD2	4	0	0	0	0	4	4	4
MTHFD2L	4	0	0	0	0	4	4	4
MTMR14	4	0	0	0	0	4	4	4
MTRF1	4	0	0	0	0	4	4	4
MTRR	4	0	0	0	0	4	4	4
MTSS1	4	0	0	0	0	4	4	4
MVB12B	1	2	0	1	0	4	4	4
MYBBP1A	4	0	0	0	0	4	4	4
MYBPC3	4	0	0	0	0	4	4	4
MYLIP	4	0	0	0	0	4	4	4
MYPOP	4	0	0	0	0	4	4	4
N6AMT2	4	0	0	0	0	4	4	4
NAALAD2	4	0	0	0	0	4	4	4
NAE1	4	0	0	0	0	4	4	4
NAF1	4	0	0	0	0	4	4	4
NAGK	4	0	0	0	0	4	4	4
NAMPT	4	0	0	0	0	4	4	4
NAP1L2	4	0	0	0	0	4	4	4
NAP1L5	4	0	0	0	0	4	4	4
NAPSA	4	0	0	0	0	4	4	4
NARF	3	1	0	0	0	4	4	4
NBPF10	4	0	0	0	0	4	4	4
NBPF9	3	1	0	0	0	4	4	4
NDEL1	4	0	0	0	0	4	4	4
NDNF	3	1	0	0	0	4	4	4
NDUFA8	3	1	0	0	0	4	4	4
NDUFA9	3	1	0	0	0	4	4	4
NDUFAF1	3	1	0	0	0	4	4	4
NDUFAF3	4	0	0	0	0	4	4	4
NDUFS1	4	0	0	0	0	4	4	4
NEDD1	3	1	0	0	0	4	4	4
NEFH	4	0	0	0	0	4	4	4
NEIL3	4	0	0	0	0	4	4	4
NEK2	4	0	0	0	0	4	4	4
NEK7	4	0	0	0	0	4	4	4
NEK9	4	0	0	0	0	4	4	4
NELFB	3	1	0	0	0	4	4	4
NEUROD1	4	0	0	0	0	4	4	4
NFE2L1	4	0	0	0	0	4	4	4
NFIA	4	0	0	0	0	4	4	4
NFKBIB	4	0	0	0	0	4	4	4
NFKBIZ	3	0	0	1	0	4	4	4
NGEF	4	0	0	0	0	4	4	4
NIM1K	3	1	0	0	0	4	4	4
NIPA2	2	2	0	0	0	4	4	4
NKD1	4	0	0	0	0	4	4	4
NKIRAS2	4	0	0	0	0	4	4	4
NLGN4Y	4	0	0	0	0	4	4	4
NMRAL1	3	1	0	0	0	4	4	4
NMT1	4	0	0	0	0	4	4	4
NOB1	3	1	0	0	0	4	4	4
NOL4	3	1	0	0	0	4	4	4
NOS1AP	3	1	0	0	0	4	4	4
NPAS3	4	0	0	0	0	4	4	4
NPR1	4	0	0	0	0	4	4	4
NR1H2	2	2	0	0	0	4	4	4
NR1I2	4	0	0	0	0	4	4	4
NR1I3	3	0	0	1	0	4	4	4
NR2C2	3	1	0	0	0	4	4	4
NR2F1	4	0	0	0	0	4	4	4
NR3C2	4	0	0	0	0	4	4	4
NR4A2	4	0	0	0	0	4	4	4
NRBP2	3	1	0	0	0	4	4	4
NRG3	3	1	0	0	0	4	4	4
NRK	4	0	0	0	0	4	4	4
NT5C1A	3	1	0	0	0	4	4	4
NT5DC2	4	0	0	0	0	4	4	4
NT5DC3	4	0	0	0	0	4	4	4
NTM	2	1	0	1	0	4	4	4
NTN4	4	0	0	0	0	4	4	4
NTRK1	4	0	0	0	0	4	4	4
NUDCD1	4	0	0	0	0	4	4	4
NUDT22	4	0	0	0	0	4	4	4
NUDT7	3	1	0	0	0	4	4	4
NUDT9	4	0	0	0	0	4	4	4
NUFIP2	4	0	0	0	0	4	4	4
NUP35	4	0	0	0	0	4	4	4
NXPE3	4	0	0	0	0	4	4	4
OAF	4	0	0	0	0	4	4	4
OCLN	4	0	0	0	0	4	4	4
ODC1	3	1	0	0	0	4	4	4
OGFOD1	3	0	0	0	1	4	4	4
OGG1	3	1	0	0	0	4	4	4
OGT	4	0	0	0	0	4	4	4
OLFM4	4	0	0	0	0	4	4	4
OMA1	4	0	0	0	0	4	4	4
OMP	4	0	0	0	0	4	4	4
OPRD1	4	0	0	0	0	4	4	4
OPRK1	4	0	0	0	0	4	4	4
OR10A2	4	0	0	0	0	4	4	4
OR10K1	4	0	0	0	0	4	4	4
OR14I1	4	0	0	0	0	4	4	4
OR2AG2	4	0	0	0	0	4	4	4
OR2T12	4	0	0	0	0	4	4	4
OR4K17	3	1	0	0	0	4	4	4
OR51B2	4	0	0	0	0	4	4	4
OR56A4	4	0	0	0	0	4	4	4
OR5AS1	4	0	0	0	0	4	4	4
OR5AU1	4	0	0	0	0	4	4	4
OR6A2	4	0	0	0	0	4	4	4
OR6Q1	4	0	0	0	0	4	4	4
OR7A5	4	0	0	0	0	4	4	4
OR7C1	2	1	0	0	1	4	4	4
OR8D1	4	0	0	0	0	4	4	4
OSBPL1A	4	0	0	0	0	4	4	4
OSBPL9	4	0	0	0	0	4	4	4
OSGIN2	3	1	0	0	0	4	4	4
OSM	4	0	0	0	0	4	4	4
OVGP1	4	0	0	0	0	4	4	4
OXSM	4	0	0	0	0	4	4	4
P2RX7	3	1	0	0	0	4	4	4
P4HTM	3	0	0	1	0	4	4	4
PABPC3	3	1	0	0	0	4	4	4
PADI3	3	1	0	0	0	4	4	4
PAF1	4	0	0	0	0	4	4	4
PAFAH2	4	0	0	0	0	4	4	4
PAGR1	3	1	0	0	0	4	4	4
PAICS	3	0	0	1	0	4	4	4
PAK1IP1	4	0	0	0	0	4	4	4
PALM	4	0	0	0	0	4	4	4
PANK3	4	0	0	0	0	4	4	4
PAPD5	4	0	0	0	0	4	4	4
PAPOLG	4	0	0	0	0	4	4	4
PARD6B	4	0	0	0	0	4	4	4
PARP15	3	1	0	0	0	4	4	4
PAX9	3	1	0	0	0	4	4	4
PBXIP1	3	1	0	0	0	4	4	4
PCCA	4	0	0	0	0	4	4	4
PCCB	4	0	0	0	0	4	4	4
PCDHB9	4	0	0	0	0	4	4	4
PCDHGC5	4	0	0	0	0	4	4	4
PCED1A	3	0	0	1	0	4	4	4
PCM1	4	0	0	0	0	4	4	4
PCNA	4	0	0	0	0	4	4	4
PDCD6	4	0	0	0	0	4	4	4
PDE1B	3	1	0	0	0	4	4	4
PDE8A	3	1	0	0	0	4	4	4
PDHA1	4	0	0	0	0	4	4	4
PDIA3	4	0	0	0	0	4	4	4
PDIA4	3	1	0	0	0	4	4	4
PDILT	4	0	0	0	0	4	4	4
PELP1	4	0	0	0	0	4	4	4
PENK	4	0	0	0	0	4	4	4
PEX13	2	2	0	0	0	4	4	4
PEX3	3	1	0	0	0	4	4	4
PEX6	4	0	0	0	0	4	4	4
PGAM2	4	0	0	0	0	4	4	4
PGAP1	3	1	0	0	0	4	4	4
PGBD4	4	0	0	0	0	4	4	4
PGD	4	0	0	0	0	4	4	4
PGM2L1	4	0	0	0	0	4	4	4
PGPEP1	3	0	0	1	0	4	4	4
PGR	4	0	0	0	0	4	4	4
PHB2	4	0	0	0	0	4	4	4
PHC2	4	0	0	0	0	4	4	4
PHF12	4	0	0	0	0	4	4	4
PHOSPHO2	4	0	0	0	0	4	4	4
PHYHIPL	4	0	0	0	0	4	4	4
PIGC	4	0	0	0	0	4	4	4
PIGK	4	0	0	0	0	4	4	4
PIGQ	4	0	0	0	0	4	4	4
PIGU	4	0	0	0	0	4	4	4
PIK3R6	4	0	0	0	0	4	4	4
PILRA	3	1	0	0	0	4	4	4
PIP5K1B	4	0	0	0	0	4	4	4
PITX2	4	0	0	0	0	4	4	4
PKDCC	4	0	0	0	0	4	4	4
PKDREJ	4	0	0	0	0	4	4	4
PLA2G6	3	1	0	0	0	4	4	4
PLCZ1	4	0	0	0	0	4	4	4
PLEK	4	0	0	0	0	4	4	4
PLEKHA3	4	0	0	0	0	4	4	4
PLEKHG7	3	1	0	0	0	4	4	4
PLEKHM3	4	0	0	0	0	4	4	4
PLGRKT	4	0	0	0	0	4	4	4
PLK1	4	0	0	0	0	4	4	4
PLK2	4	0	0	0	0	4	4	4
PLOD2	4	0	0	0	0	4	4	4
PLOD3	2	2	0	0	0	4	4	4
PLP2	4	0	0	0	0	4	4	4
PLSCR1	4	0	0	0	0	4	4	4
PMM1	4	0	0	0	0	4	4	4
PNMA2	4	0	0	0	0	4	4	4
PNMAL1	4	0	0	0	0	4	4	4
PNPLA3	4	0	0	0	0	4	4	4
POC1A	4	0	0	0	0	4	4	4
POC5	4	0	0	0	0	4	4	4
PODN	4	0	0	0	0	4	4	4
POLR1B	4	0	0	0	0	4	4	4
POLR1D	4	0	0	0	0	4	4	4
POLR3B	4	0	0	0	0	4	4	4
PON1	2	2	0	0	0	4	4	4
POTEB3	4	0	0	0	0	4	4	4
POU3F2	4	0	0	0	0	4	4	4
PPAT	3	1	0	0	0	4	4	4
PPIB	4	0	0	0	0	4	4	4
PPM1F	4	0	0	0	0	4	4	4
PPM1K	4	0	0	0	0	4	4	4
PPP1CB	4	0	0	0	0	4	4	4
PPP1R32	3	1	0	0	0	4	4	4
PPP2R2C	4	0	0	0	0	4	4	4
PPP2R2D	4	0	0	0	0	4	4	4
PPP4C	4	0	0	0	0	4	4	4
PPP6R2	4	0	0	0	0	4	4	4
PPWD1	4	0	0	0	0	4	4	4
PQLC3	4	0	0	0	0	4	4	4
PRCC	4	0	0	0	0	4	4	4
PRDM9	3	1	0	0	0	4	4	4
PRDX6	4	0	0	0	0	4	4	4
PRIMPOL	3	1	0	0	0	4	4	4
PRKCE	3	1	0	0	0	4	4	4
PRKCH	4	0	0	0	0	4	4	4
PRKCZ	3	1	0	0	0	4	4	4
PRMT5	4	0	0	0	0	4	4	4
PROSER1	2	2	0	0	0	4	4	4
PROSER3	3	0	1	0	0	4	4	4
PRPF18	4	0	0	0	0	4	4	4
PRR12	3	1	0	0	0	4	4	4
PRR14	3	0	0	1	0	4	4	4
PRR16	4	0	0	0	0	4	4	4
PRRX1	3	0	0	0	1	4	4	4
PRSS16	4	0	0	0	0	4	4	4
PSAP	4	0	0	0	0	4	4	4
PSG2	4	0	0	0	0	4	4	4
PSMA4	3	1	0	0	0	4	4	4
PSMA8	3	1	0	0	0	4	4	4
PSMB8	3	1	0	0	0	4	4	4
PSMC3	4	0	0	0	0	4	4	4
PSMD4	3	0	1	0	0	4	4	4
PTCH2	3	1	0	0	0	4	4	4
PTGES3L-AARSD1	4	0	0	0	0	4	4	4
PTN	3	1	0	0	0	4	4	4
PTPN20	3	1	0	0	0	4	4	4
PTPRE	4	0	0	0	0	4	4	4
PTPRN	4	0	0	0	0	4	4	4
PURA	3	1	0	0	0	4	4	4
PUS3	3	1	0	0	0	4	4	4
PUS7L	4	0	0	0	0	4	4	4
PVR	4	0	0	0	0	4	4	4
PXYLP1	4	0	0	0	0	4	4	4
QPRT	4	0	0	0	0	4	4	4
QRSL1	2	2	0	0	0	4	4	4
QTRTD1	4	0	0	0	0	4	4	4
R3HDM2	4	0	0	0	0	4	4	4
RAB12	3	0	0	1	0	4	4	4
RAB25	3	1	0	0	0	4	4	4
RAB29	4	0	0	0	0	4	4	4
RAB5A	3	1	0	0	0	4	4	4
RABGEF1	4	0	0	0	0	4	4	4
RAC1	4	0	0	0	0	4	4	4
RAD51B	4	0	0	0	0	4	4	4
RANBP3	2	2	0	0	0	4	4	4
RAPGEF1	4	0	0	0	0	4	4	4
RARB	4	0	0	0	0	4	4	4
RASGEF1B	4	0	0	0	0	4	4	4
RASGEF1C	4	0	0	0	0	4	4	4
RASIP1	4	0	0	0	0	4	4	4
RBM23	4	0	0	0	0	4	4	4
RBM28	4	0	0	0	0	4	4	4
RBM43	4	0	0	0	0	4	4	4
RBM7	4	0	0	0	0	4	4	4
RBP4	4	0	0	0	0	4	4	4
RCBTB2	4	0	0	0	0	4	4	4
RCN2	4	0	0	0	0	4	4	4
RCOR3	3	1	0	0	0	4	4	4
RDH10	4	0	0	0	0	4	4	4
RDX	4	0	0	0	0	4	4	4
RELA	4	0	0	0	0	4	4	4
RELL2	4	0	0	0	0	4	4	4
RETSAT	4	0	0	0	0	4	4	4
RFWD2	4	0	0	0	0	4	4	4
RFX2	3	1	0	0	0	4	4	4
RFX5	4	0	0	0	0	4	4	4
RGL1	2	2	0	0	0	4	4	4
RGL2	4	0	0	0	0	4	4	4
RGL4	3	1	0	0	0	4	4	4
RGS10	4	0	0	0	0	4	4	4
RGS3	4	0	0	0	0	4	4	4
RGS6	4	0	0	0	0	4	4	4
RHBDF1	4	0	0	0	0	4	4	4
RHBDF2	3	1	0	0	0	4	4	4
RHBDL3	4	0	0	0	0	4	4	4
RHCG	4	0	0	0	0	4	4	4
RHOBTB3	2	2	0	0	0	4	4	4
RHOU	4	0	0	0	0	4	4	4
RIC8B	4	0	0	0	0	4	4	4
RIOK3	4	0	0	0	0	4	4	4
RIPPLY3	3	1	0	0	0	4	4	4
RMDN1	3	1	0	0	0	4	4	4
