	Chr	Start	End	Name	Score	Strand
ENSG00000177047	chr9	21140632	21141832	IFNW1	0	-
ENSG00000177138	chrX	9024232	9295682	FAM9B	0	-
ENSG00000177143	chr18	580380	582114	CETN1	0	+
ENSG00000177151	chr1	248636356	248645278	OR2T35	0	-
ENSG00000177174	chr1	248348775	248349713	OR14C36	0	+
ENSG00000177186	chr1	248323630	248324568	OR2M7	0	-
ENSG00000177201	chr1	248290139	248303424	OR2T12	0	-
ENSG00000177212	chr1	248269917	248277976	OR2T33	0	-
ENSG00000177243	chr8	7428888	7430348	DEFB103B	0	-
ENSG00000177257	chr8	7414855	7416863	DEFB4B	0	-
ENSG00000177275	chr1	247924889	247935339	OR2AJ1	0	+
ENSG00000177291	chr10	35605341	35608935	GJD4	0	+
ENSG00000177324	chrX	18162931	18220886	BEND2	0	-
ENSG00000177414	chr1	64203623	64267368	UBE2U	0	+
ENSG00000177462	chr1	247920252	247923152	OR2T8	0	+
ENSG00000177468	chr6	137492199	137494394	OLIG3	0	-
ENSG00000177476	chr1	247605586	247606515	OR2G3	0	+
ENSG00000177489	chr1	247588360	247589313	OR2G2	0	+
ENSG00000177504	chrX	8169944	8171267	VCX2	0	-
ENSG00000177511	chr18	57352557	57371731	ST8SIA3	0	+
ENSG00000177535	chr1	247449118	247458105	OR2B11	0	-
ENSG00000177558	chr19	35224800	35228739	FAM187B	0	-
ENSG00000177673	chr2	231592864	231594276	TEX44	0	+
ENSG00000177684	chr6	49960249	49964164	DEFB114	0	-
ENSG00000177689	chrX	27807990	27823014	MAGEB10	0	+
ENSG00000177693	chr15	101922042	101923113	OR4F4	0	-
ENSG00000177710	chr8	11331012	11332360	SLC35G5	0	+
ENSG00000177910	chr9	88129305	88138475	SPATA31C2	0	-
ENSG00000177938	chr12	18738119	18739188	CAPZA3	0	+
ENSG00000177947	chr11	196761	200261	ODF3	0	+
ENSG00000177984	chr9	136759634	136766255	LCN15	0	-
ENSG00000177992	chr9	87882877	87888903	SPATA31E1	0	+
ENSG00000178084	chr3	184053047	184060673	HTR3C	0	+
ENSG00000178172	chr5	148202794	148215137	SPINK6	0	+
ENSG00000178257	chr16	11273199	11273629	PRM3	0	-
ENSG00000178279	chr16	11267748	11269533	TNP2	0	-
ENSG00000178287	chr8	7847876	7868867	SPAG11A	0	+
ENSG00000178358	chr11	6921002	6921994	OR2D3	0	+
ENSG00000178394	chr5	63957874	63962507	HTR1A	0	-
ENSG00000178522	chr4	70592256	70607288	AMBN	0	+
ENSG00000178586	chr2	240045077	240047027	OR6B3	0	-
ENSG00000178591	chr20	87250	97094	DEFB125	0	+
ENSG00000178602	chr2	240139026	240144562	OTOS	0	-
ENSG00000178605	chrX	304529	318819	GTPBP6	0	-
ENSG00000178605	chrY	304529	318819	GTPBP6	0	-
ENSG00000178645	chr10	49679651	49710261	C10orf53	0	+
ENSG00000178690	chr18	54587757	54599493	DYNAP	0	+
ENSG00000178795	chr11	77216558	77301687	GDPD4	0	-
ENSG00000178804	chr3	129543175	129551467	H1-8	0	+
ENSG00000178928	chr19	47801243	47819051	TPRX1	0	-
ENSG00000178997	chr15	41182725	41230757	EXD1	0	-
ENSG00000179002	chr1	18839599	18859682	TAS1R2	0	-
ENSG00000179055	chr9	104694518	104695462	OR13D1	0	+
ENSG00000179111	chr17	8120592	8124106	HES7	0	-
ENSG00000179142	chr8	142910559	142917843	CYP11B2	0	-
ENSG00000179165	chr6	36390551	36442854	PXT1	0	-
ENSG00000179213	chr19	51246348	51269330	SIGLECL1	0	+
ENSG00000179407	chr3	128462437	128466968	DNAJB8	0	-
ENSG00000179468	chr7	143026200	143027132	OR9A2	0	-
ENSG00000179580	chr16	1966823	1968975	RNF151	0	+
ENSG00000179600	chr14	63312835	63318935	GPHB5	0	-
ENSG00000179615	chr12	55572468	55575612	OR2AP1	0	+
ENSG00000179626	chr12	55549602	55555832	OR6C4	0	+
ENSG00000179674	chr3	160677160	160678448	ARL14	0	+
ENSG00000179695	chr12	55444069	55453347	OR6C2	0	+
ENSG00000179751	chr19	39202825	39204263	SYCN	0	-
ENSG00000179774	chr10	68230595	68232113	ATOH7	0	-
ENSG00000179817	chr11	18172837	18174280	MRGPRX4	0	+
ENSG00000179873	chr19	55785397	55836800	NLRP11	0	-
ENSG00000179919	chr12	55221025	55221975	OR10A7	0	+
ENSG00000180016	chr17	3397104	3398410	OR1E1	0	-
ENSG00000180042	chr17	3385930	3386874	OR1R1P	0	+
ENSG00000180053	chr8	23701740	23706756	NKX2-6	0	-
ENSG00000180083	chr20	45648563	45670270	WFDC11	0	-
ENSG00000180090	chr17	3291017	3298360	OR3A1	0	-
ENSG00000180205	chr20	45607939	45631284	WFDC9	0	-
ENSG00000180219	chr12	99647753	99650114	FAM71C	0	+
ENSG00000180305	chr20	45629739	45631196	WFDC10A	0	+
ENSG00000180386	chr17	41275659	41276697	KRTAP9-7	0	+
ENSG00000180424	chr20	31440632	31450257	DEFB123	0	+
ENSG00000180433	chr1	158754720	158755891	OR6K6	0	+
ENSG00000180475	chr11	58227882	58228918	OR10Q1	0	-
ENSG00000180483	chr20	31377164	31390590	DEFB119	0	-
ENSG00000180532	chr19	57668935	57679152	ZSCAN4	0	+
ENSG00000180613	chr4	54099523	54102498	GSX2	0	+
ENSG00000180697	chr3	126526999	126558965	C3orf22	0	-
ENSG00000180708	chr1	158418210	158426237	OR10K2	0	-
ENSG00000180745	chr10	127877841	127892941	CLRN3	0	-
ENSG00000180772	chrX	116170744	116174974	AGTR2	0	+
ENSG00000180872	chr6	50042099	50049929	DEFB112	0	-
ENSG00000180878	chr11	6205557	6211135	C11orf42	0	+
ENSG00000180919	chr11	6107684	6108835	OR56B4	0	+
ENSG00000180934	chr11	6019336	6034338	OR56A1	0	-
ENSG00000180974	chr11	5880629	5887079	OR52E4	0	+
ENSG00000180988	chr11	5808924	5821483	OR52N2	0	+
ENSG00000181001	chr11	5786471	5791265	OR52N1	0	-
ENSG00000181009	chr11	5776165	5783355	OR52N5	0	-
ENSG00000181017	chr11	5761153	5767465	OR56B2P	0	+
ENSG00000181023	chr11	5736448	5738523	OR56B1	0	+
ENSG00000181072	chr7	136868652	137020255	CHRM2	0	+
ENSG00000181074	chr11	5754243	5755958	OR52N4	0	+
ENSG00000181273	chr11	56988914	56989843	OR5AK2	0	+
ENSG00000181323	chr17	7420324	7421632	SPEM1	0	+
ENSG00000181371	chr11	56490435	56491370	OR5M8	0	-
ENSG00000181408	chr17	82371765	82377458	UTS2R	0	+
ENSG00000181433	chrX	135889205	135913062	SAGE1	0	+
ENSG00000181499	chr11	123942867	123943838	OR6T1	0	-
ENSG00000181518	chr11	123902167	123909229	OR8D4	0	+
ENSG00000181562	chr14	20745887	20748380	EDDM3A	0	+
ENSG00000181609	chr11	5488685	5489749	OR52D1	0	+
ENSG00000181616	chr11	5544489	5548540	OR52H1	0	-
ENSG00000181626	chr18	12093843	12129764	ANKRD62	0	+
ENSG00000181693	chr11	56288462	56292254	OR8H1	0	-
ENSG00000181698	chr11	56274154	56276819	OR5T1	0	+
ENSG00000181718	chr11	56231282	56234255	OR5T2	0	-
ENSG00000181733	chr19	8721634	8732160	OR2Z1	0	+
ENSG00000181752	chr11	56159394	56160317	OR8K5	0	-
ENSG00000181761	chr11	56122373	56123311	OR8H3	0	+
ENSG00000181767	chr11	56103687	56107658	OR8H2	0	+
ENSG00000181785	chr11	56027654	56038191	OR5AS1	0	+
ENSG00000181786	chr19	8697400	8698795	ACTL9	0	-
ENSG00000181803	chr14	20640696	20641691	OR6S1	0	-
ENSG00000181867	chr5	121851882	121852833	FTMT	0	+
ENSG00000181903	chr11	55662201	55666195	OR4C6	0	+
ENSG00000181927	chr11	55635113	55640309	OR4P4	0	+
ENSG00000181939	chr11	55554307	55555419	OR4C15	0	+
ENSG00000181958	chr11	55367974	55368918	OR4A15	0	+
ENSG00000181961	chr11	55343201	55344187	OR4A16	0	+
ENSG00000181963	chr11	4449295	4450361	OR52K2	0	+
ENSG00000181965	chr5	135534282	135535964	NEUROG1	0	-
ENSG00000182035	chr20	38581195	38588463	ADIG	0	+
ENSG00000182053	chr11	49027501	49038451	TRIM49B	0	+
ENSG00000182070	chr11	5146824	5154757	OR52A1	0	-
ENSG00000182083	chr2	240029491	240030429	OR6B2	0	-
ENSG00000182156	chr17	79730943	79742219	ENPP7	0	+
ENSG00000182162	chrX	1462581	1537185	P2RY8	0	-
ENSG00000182162	chrY	1462581	1537185	P2RY8	0	-
ENSG00000182170	chr11	3217944	3218813	MRGPRG	0	-
ENSG00000182177	chr2	236193459	236264409	ASB18	0	-
ENSG00000182187	chr2	208142573	208146158	CRYGB	0	-
ENSG00000182223	chr4	48490252	48494389	ZAR1	0	+
ENSG00000182255	chr11	30009730	30017030	KCNA4	0	-
ENSG00000182261	chr11	7957537	7965447	NLRP10	0	-
ENSG00000182271	chr17	30316333	30334059	TMIGD1	0	-
ENSG00000182315	chr19	7056207	7069665	MBD3L3	0	-
ENSG00000182330	chr1	13281035	13285174	PRAMEF8	0	-
ENSG00000182334	chr11	7824818	7830840	OR5P3	0	-
ENSG00000182346	chr13	105465867	105491034	DAOA	0	+
ENSG00000182378	chrX	276322	303356	PLCXD1	0	+
ENSG00000182378	chrY	276322	303356	PLCXD1	0	+
ENSG00000182415	chrY	18025787	18027746	CDY2A	0	+
ENSG00000182447	chr3	161496808	161503942	OTOL1	0	+
ENSG00000182450	chr11	64291302	64300031	KCNK4	0	+
ENSG00000182484	chrX	156020826	156025710	WASH6P	0	+
ENSG00000182484	chrY	57207346	57212230	WASH6P	0	+
ENSG00000182521	chr14	55413541	55456726	TBPL2	0	-
ENSG00000182591	chr21	30880644	30881580	KRTAP11-1	0	-
ENSG00000182613	chr5	181147586	181159285	OR2V2	0	+
ENSG00000182631	chr5	33936386	33938918	RXFP3	0	+
ENSG00000182634	chr11	124036013	124041325	OR10G7	0	-
ENSG00000182645	chr10	116324448	116380029	CCDC172	0	+
ENSG00000182652	chr14	19743571	19749469	OR4Q3	0	+
ENSG00000182687	chr17	76074781	76077537	GALR2	0	+
ENSG00000182698	chr2	219327407	219333177	RESP18	0	-
ENSG00000182783	chr1	248556912	248562772	OR2T29	0	-
ENSG00000182793	chr6	52831655	52840843	GSTA5	0	-
ENSG00000182816	chr21	30371390	30372271	KRTAP13-2	0	-
ENSG00000182854	chr15	101812202	101820197	OR4F15	0	+
ENSG00000182896	chr17	7355123	7357219	TMEM95	0	+
ENSG00000182931	chr20	45684651	45705019	WFDC10B	0	-
ENSG00000182938	chr17	74935898	74949992	OTOP3	0	+
ENSG00000182968	chr13	112067149	112071706	SOX1	0	+
ENSG00000182974	chr15	21637909	21638992	OR4M2B	0	+
ENSG00000183024	chr17	3126610	3127551	OR1G1	0	-
ENSG00000183034	chr17	74922950	74933912	OTOP2	0	+
ENSG00000183035	chrX	83861126	83886699	CYLC1	0	+
ENSG00000183128	chr10	103472804	103479240	CALHM3	0	-
ENSG00000183185	chr3	97986673	98035304	GABRR3	0	-
ENSG00000183251	chr11	5301014	5301946	OR51B4	0	-
ENSG00000183269	chr11	5856749	5857690	OR52E8	0	-
ENSG00000183303	chr11	7795974	7796942	OR5P2	0	-
ENSG00000183304	chrX	8790795	8801383	FAM9A	0	-
ENSG00000183310	chr1	248573801	248574757	OR2T34	0	-
ENSG00000183313	chr11	5985892	5986985	OR52L1	0	-
ENSG00000183318	chr17	8747524	8758559	SPDYE4	0	-
ENSG00000183324	chr15	73443164	73560013	REC114	0	+
ENSG00000183389	chr11	5999445	6006946	OR56A4	0	-
ENSG00000183396	chr3	48620759	48621769	TMEM89	0	-
ENSG00000183463	chr13	27977717	27988693	URAD	0	-
ENSG00000183559	chr10	122697709	122699846	C10orf120	0	-
ENSG00000183560	chr11	94304580	94308146	IZUMO1R	0	+
ENSG00000183607	chr2	68945232	68952893	GKN2	0	-
ENSG00000183629	chr15	28519611	28533014	GOLGA8G	0	-
ENSG00000183631	chrX	126819729	126821786	PRR32	0	+
ENSG00000183632	chr16	32673528	32676732	TP53TG3	0	-
ENSG00000183640	chr21	30812697	30813274	KRTAP8-1	0	-
ENSG00000183662	chr3	68004247	68545621	TAFA1	0	+
ENSG00000183695	chr11	19054455	19060717	MRGPRX2	0	-
ENSG00000183706	chr15	22094522	22095472	OR4N4	0	+
ENSG00000183709	chr19	39268396	39270188	IFNL2	0	+
ENSG00000183733	chr2	70777310	70790643	FIGLA	0	-
ENSG00000183747	chr16	20451461	20487669	ACSM2A	0	+
ENSG00000183753	chrY	22973819	23005465	BPY2	0	+
ENSG00000183783	chr4	44173903	44448809	KCTD8	0	-
ENSG00000183795	chrY	24607560	24639207	BPY2B	0	+
ENSG00000183921	chr16	22162492	22192208	SDR42E2	0	+
ENSG00000184022	chr1	248590487	248597700	OR2T10	0	-
ENSG00000184032	chr21	30635206	30635619	KRTAP20-2	0	+
ENSG00000184108	chr4	188139441	188147743	TRIML1	0	+
ENSG00000184140	chr15	101803509	101806887	OR4F6	0	+
ENSG00000184148	chr1	152970648	152972574	SPRR4	0	+
ENSG00000184155	chr1	159535078	159536007	OR10J5	0	-
ENSG00000184166	chr17	3088484	3104422	OR1D2	0	-
ENSG00000184210	chrX	70177483	70205704	DGAT2L6	0	+
ENSG00000184276	chr11	71833200	71837710	DEFB108B	0	+
ENSG00000184302	chr14	60509146	60512850	SIX6	0	+
ENSG00000184345	chr3	51861615	51863424	IQCF2	0	+
ENSG00000184351	chr21	30479706	30480367	KRTAP19-1	0	-
ENSG00000184388	chrX	73002939	73006106	PABPC1L2B	0	+
ENSG00000184389	chr1	33306766	33321098	A3GALT2	0	-
ENSG00000184394	chr14	20138820	20145471	OR4N5	0	+
ENSG00000184459	chr22	32413845	32464484	BPIFC	0	-
ENSG00000184471	chr16	1088226	1096244	C1QTNF8	0	-
ENSG00000184478	chr11	5938751	5951347	OR56A3	0	+
ENSG00000184502	chr17	41712331	41715969	GAST	0	+
ENSG00000184507	chr15	34343315	34357737	NUTM1	0	+
ENSG00000184530	chr6	127519455	127591820	C6orf58	0	+
ENSG00000184544	chr17	9771434	9791592	DHRS7C	0	-
ENSG00000184560	chr17	7425616	7427568	SPEM2	0	+
ENSG00000184571	chr22	24719034	24774720	PIWIL3	0	-
ENSG00000184647	chr8	10525532	10554166	PRSS55	0	+
ENSG00000184650	chr17	8339840	8346048	ODF4	0	+
ENSG00000184698	chr11	5383812	5393263	OR51M1	0	+
ENSG00000184724	chr21	30613431	30613930	KRTAP6-1	0	-
ENSG00000184735	chrX	22999960	23003589	DDX53	0	+
ENSG00000184814	chr3	139019031	139020926	PRR23B	0	-
ENSG00000184895	chrY	2786855	2787682	SRY	0	-
ENSG00000184933	chr11	6791736	6799689	OR6A2	0	-
ENSG00000184945	chr2	240691866	240698483	AQP12A	0	+
ENSG00000184954	chr12	55469200	55470138	OR6C70	0	-
ENSG00000184995	chr9	21480839	21482313	IFNE	0	-
ENSG00000185053	chr8	14084845	15238431	SGCZ	0	-
ENSG00000185056	chr5	173973779	174006140	C5orf47	0	+
ENSG00000185176	chr2	240676418	240682906	AQP12B	0	-
ENSG00000185177	chr7	57117676	57139864	ZNF479	0	-
ENSG00000185198	chr19	685546	695498	PRSS57	0	-
ENSG00000185231	chr18	13882044	13915707	MC2R	0	-
ENSG00000185264	chr22	36991120	37007851	TEX33	0	-
ENSG00000185291	chrX	1336616	1382689	IL3RA	0	+
ENSG00000185291	chrY	1336616	1382689	IL3RA	0	+
ENSG00000185294	chr17	45844881	45847067	SPPL2C	0	+
ENSG00000185313	chr3	38696802	38816286	SCN10A	0	-
ENSG00000185372	chr5	181123122	181131169	OR2V1	0	-
ENSG00000185385	chr19	14878203	14886132	OR7A17	0	-
ENSG00000185448	chrX	34129752	34132314	FAM47A	0	-
ENSG00000185523	chr1	212830141	212847649	SPATA45	0	-
ENSG00000185662	chr5	171782432	171796126	SMIM23	0	+
ENSG00000185674	chr2	99242246	99255666	LYG2	0	-
ENSG00000185742	chr11	109422190	109429167	C11orf87	0	+
ENSG00000185758	chr4	183321764	183322426	CLDN24	0	-
ENSG00000185775	chr9	42183659	42189887	SPATA31A6	0	+
ENSG00000185821	chr12	55426254	55427192	OR6C76	0	+
ENSG00000185823	chr15	24675775	24683393	NPAP1	0	+
ENSG00000185873	chr4	68226653	68245694	TMPRSS11B	0	-
ENSG00000185888	chr1	227815693	227846470	PRSS38	0	+
ENSG00000185894	chrY	25030901	25062548	BPY2C	0	-
ENSG00000185899	chr7	143443453	143444409	TAS2R60	0	+
ENSG00000185926	chr11	54603069	54603998	OR4C46	0	-
ENSG00000185940	chr11	1629775	1630707	KRTAP5-5	0	+
ENSG00000185960	chrX	624344	659411	SHOX	0	+
ENSG00000185960	chrY	624344	659411	SHOX	0	+
ENSG00000185960	chrX	624344	659411	SHOX	0	+
ENSG00000185960	chrY	624344	659411	SHOX	0	+
ENSG00000185962	chr1	152622834	152623103	LCE3A	0	-
ENSG00000185966	chr1	152565654	152566780	LCE3E	0	-
ENSG00000185974	chr13	113667219	113737736	GRK1	0	+
ENSG00000185982	chr20	187853	189711	DEFB128	0	-
ENSG00000186009	chr13	113648804	113658198	ATP4B	0	-
ENSG00000186038	chr3	184097064	184106995	HTR3E	0	+
ENSG00000186075	chr17	39868202	39877896	ZPBP2	0	+
ENSG00000186090	chr3	184031544	184039369	HTR3D	0	+
ENSG00000186092	chr1	65419	71585	OR4F5	0	+
ENSG00000186103	chr3	121567949	121590622	ARGFX	0	+
ENSG00000186113	chr11	55795556	55796500	OR5D14	0	+
ENSG00000186119	chr11	55819630	55820571	OR5D18	0	+
ENSG00000186136	chr12	11185993	11186937	TAS2R42	0	-
ENSG00000186143	chr2	27136848	27139410	PRR30	0	-
ENSG00000186146	chr4	9444414	9450666	DEFB131A	0	+
ENSG00000186190	chr20	33055424	33073628	BPIFB3	0	+
ENSG00000186207	chr1	152510803	152512177	LCE5A	0	+
ENSG00000186226	chr1	152786214	152788426	LCE1E	0	+
ENSG00000186288	chrX	73077276	73079512	PABPC1L2A	0	-
ENSG00000186306	chr1	158398522	158399466	OR10T2	0	-
ENSG00000186329	chr3	171843349	171938715	TMEM212	0	+
ENSG00000186334	chr5	151276358	151303766	SLC36A3	0	-
ENSG00000186367	chr5	129748094	129766732	MINAR2	0	+
ENSG00000186393	chr17	40766238	40772162	KRT26	0	-
ENSG00000186440	chr1	158560606	158570580	OR6P1	0	-
ENSG00000186452	chr12	50842920	50887884	TMPRSS12	0	+
ENSG00000186509	chr11	58023881	58181616	OR9Q1	0	+
ENSG00000186513	chr11	58189070	58194053	OR9Q2	0	+
ENSG00000186562	chr8	7821004	7823880	DEFB105A	0	-
ENSG00000186572	chr8	7811720	7815716	DEFB107A	0	-
ENSG00000186579	chr8	7825139	7829053	DEFB106A	0	+
ENSG00000186599	chr8	7487679	7489593	DEFB105B	0	+
ENSG00000186723	chr19	15804549	15815664	OR10H1	0	-
ENSG00000186788	chr9	81943500	81950093	SPATA31D3	0	+
ENSG00000186790	chr1	47416285	47418052	FOXE3	0	+
ENSG00000186795	chr10	117197489	117210299	KCNK18	0	+
ENSG00000186803	chr9	21206181	21207143	IFNA10	0	-
ENSG00000186838	chr19	39515113	39520686	SELENOV	0	+
ENSG00000186844	chr1	152827473	152828097	LCE1A	0	+
ENSG00000186860	chr17	41314912	41315710	KRTAP17-1	0	-
ENSG00000186881	chr9	104504263	104505222	OR13F1	0	+
ENSG00000186886	chr11	55723776	55729621	OR5D3P	0	+
ENSG00000186895	chr11	69809968	69819416	FGF3	0	-
ENSG00000186924	chr21	30601087	30601382	KRTAP22-1	0	+
ENSG00000186925	chr21	30541535	30541864	KRTAP19-6	0	-
ENSG00000186930	chr21	30598590	30598902	KRTAP6-2	0	-
ENSG00000186943	chr9	104569168	104570130	OR13C8	0	+
ENSG00000186965	chr21	30487043	30487436	KRTAP19-2	0	-
ENSG00000186967	chr21	30496824	30497165	KRTAP19-4	0	-
ENSG00000186970	chr21	30440275	30440869	KRTAP15-1	0	+
ENSG00000186971	chr21	30430230	30431026	KRTAP13-4	0	+
ENSG00000186977	chr21	30501657	30502141	KRTAP19-5	0	-
ENSG00000186980	chr21	30348399	30348606	KRTAP23-1	0	-
ENSG00000187003	chr9	108862266	108863756	ACTL7A	0	+
ENSG00000187005	chr21	30755015	30755428	KRTAP21-1	0	-
ENSG00000187021	chr10	116590385	116609175	PNLIPRP1	0	+
ENSG00000187026	chr21	30746794	30747259	KRTAP21-2	0	-
ENSG00000187033	chr3	169911572	169939175	SAMD7	0	+
ENSG00000187080	chr1	247965233	247966386	OR2AK2	0	+
ENSG00000187082	chr8	7482504	7486400	DEFB106B	0	-
ENSG00000187135	chr19	29525994	29564551	VSTM2B	0	+
ENSG00000187166	chr12	48328980	48330279	H1-7	0	+
ENSG00000187170	chr1	152708160	152709434	LCE4A	0	+
ENSG00000187173	chr1	152698345	152699442	LCE2A	0	+
ENSG00000187175	chr21	44681576	44682163	KRTAP12-1	0	-
ENSG00000187180	chr1	152675279	152676569	LCE2C	0	+
ENSG00000187191	chrY	24763069	24813492	DAZ3	0	-
ENSG00000187223	chr1	152663380	152664659	LCE2D	0	+
ENSG00000187238	chr1	152613811	152614098	LCE3B	0	+
ENSG00000187258	chr7	34658218	34878332	NPSR1	0	+
ENSG00000187272	chr17	41237999	41239004	KRTAP9-8	0	+
ENSG00000187416	chr7	104328603	104908561	LHFPL3	0	+
ENSG00000187475	chr6	26107412	26108135	H1-6	0	-
ENSG00000187516	chrX	37990779	37991314	H2AP	0	+
ENSG00000187545	chr1	12892896	12898270	PRAMEF10	0	-
ENSG00000187553	chr10	93060798	93069540	CYP26C1	0	+
ENSG00000187569	chr12	7711433	7717559	DPPA3	0	+
ENSG00000187581	chr14	93347182	93348356	COX8C	0	+
ENSG00000187612	chr11	55913650	55914582	OR5W2	0	-
ENSG00000187616	chr9	133514586	133528612	MYMK	0	-
ENSG00000187658	chr5	157671533	157680158	C5orf52	0	+
ENSG00000187682	chrX	48826513	48830138	ERAS	0	+
ENSG00000187701	chr1	248649838	248655528	OR2T27	0	-
ENSG00000187714	chr10	49610310	49612720	SLC18A3	0	+
ENSG00000187747	chr11	5580877	5581884	OR52B6	0	+
ENSG00000187753	chr9	86220265	86259657	C9orf153	0	-
ENSG00000187754	chrX	52644061	52654900	SSX7	0	-
ENSG00000187766	chr21	44612079	44612954	KRTAP10-8	0	+
ENSG00000187791	chr9	34889066	34895764	FAM205C	0	-
ENSG00000187806	chr15	72398302	72408367	TMEM202	0	+
ENSG00000187821	chr4	185018490	185020953	HELT	0	+
ENSG00000187823	chrX	112454500	112457112	RTL4	0	+
ENSG00000187833	chr2	73784189	73817147	C2orf78	0	+
ENSG00000187857	chr12	55362975	55369279	OR6C75	0	+
ENSG00000187871	chr6	55327469	55402493	GFRAL	0	+
ENSG00000187905	chr22	21045960	21064168	LRRC74B	0	+
ENSG00000187918	chr11	5449323	5456518	OR51I2	0	+
ENSG00000187969	chrX	74304180	74305034	ZCCHC13	0	+
ENSG00000187997	chr17	78146385	78166297	C17orf99	0	+
ENSG00000188011	chr2	241869600	241873823	RTP5	0	+
ENSG00000188032	chr19	14081624	14085875	C19orf67	0	-
ENSG00000188056	chr6	41228339	41238882	TREML4	0	+
ENSG00000188076	chr11	193078	194575	SCGB1C1	0	+
ENSG00000188120	chrY	23129355	23199010	DAZ1	0	-
ENSG00000188124	chr11	6765626	6771976	OR2AG2	0	-
ENSG00000188155	chr21	44591268	44592505	KRTAP10-6	0	-
ENSG00000188324	chr12	55293988	55296569	OR6C6	0	-
ENSG00000188334	chr19	47968046	47992170	BSPH1	0	-
ENSG00000188340	chr1	158774222	158781204	OR6N2	0	-
ENSG00000188373	chr10	84173801	84185294	C10orf99	0	+
ENSG00000188379	chr9	21384255	21385398	IFNA2	0	-
ENSG00000188386	chr9	101591604	101595021	PPP3R2	0	-
ENSG00000188393	chr12	9898673	9932370	CLEC2A	0	-
ENSG00000188408	chrX	26216169	26218270	MAGEB5	0	+
ENSG00000188425	chr19	45913214	45914778	NANOS2	0	-
ENSG00000188558	chr1	248508073	248527337	OR2G6	0	+
ENSG00000188581	chr17	41040541	41041450	KRTAP1-1	0	-
ENSG00000188582	chr3	142949164	142963674	PAQR9	0	-
ENSG00000188620	chr10	123135970	123139423	HMX3	0	+
ENSG00000188655	chr14	20556093	20560931	RNASE9	0	-
ENSG00000188674	chr2	208165343	208190030	C2orf80	0	-
ENSG00000188691	chr11	5967177	5968494	OR56A5	0	-
ENSG00000188694	chr21	30281309	30282950	KRTAP24-1	0	-
ENSG00000188716	chr10	75037472	75073642	DUSP29	0	-
ENSG00000188729	chr3	191199241	191265615	OSTN	0	+
ENSG00000188770	chr1	203494153	203508949	OPTC	0	+
ENSG00000188771	chr11	112248153	112260860	PLET1	0	-
ENSG00000188778	chr8	37962990	37966599	ADRB3	0	-
ENSG00000188782	chr1	26190561	26202968	CATSPER4	0	+
ENSG00000188784	chr1	19920009	19923617	PLA2G2E	0	-
ENSG00000188800	chr1	40245947	40251684	TMCO2	0	+
ENSG00000188909	chr11	122977570	122981834	BSX	0	-
ENSG00000188937	chrX	41447343	41475710	NYX	0	+
ENSG00000188984	chr1	12716110	12728760	AADACL3	0	+
ENSG00000188991	chr12	16188485	16277685	SLC15A5	0	-
ENSG00000188992	chr21	14108813	14210955	LIPI	0	-
ENSG00000189023	chrX	35798342	35803735	MAGEB16	0	+
ENSG00000189030	chr1	156298624	156299307	VHLL	0	-
ENSG00000189037	chrX	44844021	44844888	DUSP21	0	+
ENSG00000189052	chr19	49043848	49045311	CGB5	0	+
ENSG00000189068	chr19	54040825	54063953	VSTM1	0	-
ENSG00000189090	chr10	47487219	47491700	FAM25G	0	-
ENSG00000189099	chr4	151277171	151291453	PRSS48	0	+
ENSG00000189132	chrX	34942796	34944915	FAM47B	0	+
ENSG00000189139	chr14	44504149	44507283	FSCB	0	-
ENSG00000189167	chr13	32303699	32315363	ZAR1L	0	-
ENSG00000189169	chr21	44697172	44698044	KRTAP10-12	0	+
ENSG00000189181	chr1	248681322	248682328	OR14I1	0	-
ENSG00000189186	chrX	27590344	27749942	DCAF8L2	0	+
ENSG00000189252	chrX	143508735	143517475	SPANXN3	0	-
ENSG00000189253	chr11	89869282	89876017	TRIM64B	0	-
ENSG00000189299	chrX	55623400	55626192	FOXR2	0	+
ENSG00000189325	chr6	36315761	36336888	BNIP5	0	-
ENSG00000189326	chrX	143025918	143034702	SPANXN4	0	+
ENSG00000189357	chr9	81928428	81934998	SPATA31D4	0	+
ENSG00000189375	chr17	18634247	18644427	TBC1D28	0	-
ENSG00000189401	chrX	70062457	70064179	OTUD6A	0	+
ENSG00000196098	chr3	98353854	98354819	OR5K4	0	+
ENSG00000196099	chr11	123805408	123806349	OR6M1	0	-
ENSG00000196119	chr11	124566660	124582942	OR8A1	0	+
ENSG00000196131	chr19	53258292	53261837	VN1R2	0	+
ENSG00000196156	chr17	41167231	41168221	KRTAP4-3	0	-
ENSG00000196171	chr1	158699678	158700652	OR6K2	0	-
ENSG00000196184	chr1	159437845	159443078	OR10J1	0	+
ENSG00000196224	chr11	1607565	1608463	KRTAP5-3	0	-
ENSG00000196240	chr1	248445512	248455725	OR2T2	0	+
ENSG00000196242	chr1	247524677	247536440	OR2C3	0	-
ENSG00000196248	chr11	123976661	123977781	OR10S1	0	-
ENSG00000196289	chr1	241957767	241959062	BECN2	0	+
ENSG00000196341	chr11	124302831	124315099	OR8D1	0	-
ENSG00000196431	chr22	26621963	26630669	CRYBA4	0	+
ENSG00000196433	chrX	1615059	1643081	ASMT	0	+
ENSG00000196433	chrY	1615059	1643081	ASMT	0	+
ENSG00000196475	chr4	79406361	79408228	GK2	0	-
